"EFF_DATE","STAR_COMPUTER_CODE","ARTCC","ROUTE_PORTION_TYPE","ROUTE_NAME","BODY_SEQ","TRANSITION_COMPUTER_CODE","POINT_SEQ","POINT","ICAO_REGION_CODE","POINT_TYPE","NEXT_POINT","ARPT_RWY_ASSOC","File","Action","Mods"
"2026/05/14","TRSSH.TRSSH2","ZHU","BODY","TRSSH-RAYOP","1","","30","TRSSH","K4","WP   ","","MSY/20","2","Added",""
"2026/05/14","TRSSH.TRSSH2","ZHU","BODY","TRSSH-RREXX","1","","10","RREXX","K4","WP   ","TOWTH","MSY/29","2","Added",""
"2026/05/14","TRSSH.TRSSH2","ZHU","BODY","TRSSH-RREXX","1","","20","TOWTH","K4","WP   ","KRNVL","MSY/29","2","Added",""
"2026/05/14","TRSSH.TRSSH2","ZHU","BODY","TRSSH-RREXX","1","","30","KRNVL","K4","WP   ","TRSSH","MSY/29","2","Added",""
"2026/05/14","TRSSH.TRSSH2","ZHU","BODY","TRSSH-RREXX","1","","40","TRSSH","K4","WP   ","","MSY/29","2","Added",""
"2026/05/14","TRSSH.TRSSH2","ZHU","TRANSITION","EATON TRANSITION","1","LBY.TRSSH2","10","TRSSH","K4","WP   ","LBY","","2","Added",""
"2026/05/14","TRSSH.TRSSH2","ZHU","TRANSITION","EATON TRANSITION","1","LBY.TRSSH2","20","LBY","","VORTAC","","","2","Added",""
"2026/05/14","TRSSH.TRSSH2","ZHU","TRANSITION","MC COMB TRANSITION","1","MCB.TRSSH2","10","TRSSH","K4","WP   ","MOLNR","","2","Added",""
"2026/05/14","TRSSH.TRSSH2","ZHU","TRANSITION","MC COMB TRANSITION","1","MCB.TRSSH2","20","MOLNR","K4","WP   ","LGECY","","2","Added",""
"2026/05/14","TRSSH.TRSSH2","ZHU","TRANSITION","MC COMB TRANSITION","1","MCB.TRSSH2","30","LGECY","K4","WP   ","MCB","","2","Added",""
"2026/05/14","TRSSH.TRSSH2","ZHU","TRANSITION","MC COMB TRANSITION","1","MCB.TRSSH2","40","MCB","","VORTAC","","","2","Added",""
"2026/05/14","TRSSH.TRSSH2","ZHU","TRANSITION","MERDN TRANSITION","1","MERDN.TRSSH2","10","TRSSH","K4","WP   ","MOLNR","","2","Added",""
"2026/05/14","TRSSH.TRSSH2","ZHU","TRANSITION","MERDN TRANSITION","1","MERDN.TRSSH2","20","MOLNR","K4","WP   ","LGECY","","2","Added",""
"2026/05/14","TRSSH.TRSSH2","ZHU","TRANSITION","MERDN TRANSITION","1","MERDN.TRSSH2","30","LGECY","K4","WP   ","BLEUZ","","2","Added",""
"2026/05/14","TRSSH.TRSSH2","ZHU","TRANSITION","MERDN TRANSITION","1","MERDN.TRSSH2","40","BLEUZ","K7","WP   ","MERDN","","2","Added",""
"2026/05/14","TRSSH.TRSSH2","ZHU","TRANSITION","MERDN TRANSITION","1","MERDN.TRSSH2","50","MERDN","K7","WP   ","","","2","Added",""
"2026/05/14","TRSSH.TRSSH2","ZHU","TRANSITION","NTCHZ TRANSITION","1","NTCHZ.TRSSH2","10","TRSSH","K4","WP   ","MOLNR","","2","Added",""
"2026/05/14","TRSSH.TRSSH2","ZHU","TRANSITION","NTCHZ TRANSITION","1","NTCHZ.TRSSH2","20","MOLNR","K4","WP   ","LGECY","","2","Added",""
"2026/05/14","TRSSH.TRSSH2","ZHU","TRANSITION","NTCHZ TRANSITION","1","NTCHZ.TRSSH2","30","LGECY","K4","WP   ","NTCHZ","","2","Added",""
"2026/05/14","TRSSH.TRSSH2","ZHU","TRANSITION","NTCHZ TRANSITION","1","NTCHZ.TRSSH2","40","NTCHZ","K7","WP   ","","","2","Added",""
