"EFF_DATE","HP_NAME","HP_NO","STATE_CODE","COUNTRY_CODE","FIX_ID","ICAO_REGION_CODE","NAV_ID","NAV_TYPE","HOLD_DIRECTION","HOLD_DEG_OR_CRS","AZIMUTH","COURSE_INBOUND_DEG","TURN_DIRECTION","LEG_LENGTH_DIST","File","Action","Mods"
"2026/04/16","WANDY INT*KS*K3","1","KS","US","WANDY","K3","ICT","VORTAC","E","93","RAD","273","L","","2","Deleted",""
"2026/04/16","WAYNE COUNTY NDB*IL","1","IL","US","","","FWC","NDB","W","265","BRG","85","R","","2","Deleted",""
"2026/04/16","WEBSTER LAKE VOR*IN","1","IN","US","","","OLK","VOR","NW","294","RAD","114","R","","2","Deleted",""
"2026/04/16","WILEY POST VOR/DME*OK","1","OK","US","","","PWA","VOR/DME","W","290","RAD","110","L","","2","Deleted",""
"2026/04/16","WINK VORTAC*TX","1","TX","US","","","INK","VORTAC","NW","330","RAD","150","R","","1","Modified","HOLD_DEG_OR_CRS AZIMUTH COURSE_INBOUND_DEG TURN_DIRECTION LEG_LENGTH_DIST"
"2026/05/14","WINK VORTAC*TX","1","TX","US","","","INK","VORTAC","NW","314","RNAV","134","L","5","2","Modified","HOLD_DEG_OR_CRS AZIMUTH COURSE_INBOUND_DEG TURN_DIRECTION LEG_LENGTH_DIST"
"2026/04/16","WINK VORTAC*TX","2","TX","US","","","INK","VORTAC","NW","314","RNAV","134","L","5","2","Deleted",""
"2026/04/16","WIRUV INT*MN*K3","1","MN","US","WIRUV","K3","GFK","VOR/DME","W","97","RAD","97","R","","2","Deleted",""
"2026/04/16","YIGUT WP*IL*K5","1","IL","US","YIGUT","K5","","","SE","137","RNAV","317","R","4","2","Deleted",""
"2026/04/16","YORK NDB*NE","1","NE","US","","","JYR","NDB","NW","333","BRG","153","R","","2","Deleted",""
"2026/04/16","YORK NDB*NE","2","NE","US","","","JYR","NDB","S","182","BRG","2","L","","2","Deleted",""
"2026/04/16","ZANOR WP*NC*K7","1","NC","US","ZANOR","K7","","","SE","148","RNAV","328","R","4","1","Modified","HOLD_DIRECTION HOLD_DEG_OR_CRS COURSE_INBOUND_DEG"
"2026/05/14","ZANOR WP*NC*K7","1","NC","US","ZANOR","K7","","","S","180","RNAV","360","R","4","2","Modified","HOLD_DIRECTION HOLD_DEG_OR_CRS COURSE_INBOUND_DEG"
"2026/04/16","ZAVOV WP*KS*K3","1","KS","US","ZAVOV","K3","","","N","356","RNAV","176","R","5","1","Modified","LEG_LENGTH_DIST"
"2026/05/14","ZAVOV WP*KS*K3","1","KS","US","ZAVOV","K3","","","N","356","RNAV","176","R","4","2","Modified","LEG_LENGTH_DIST"
"2026/04/16","ZELEB INT*AR*K4","1","AR","US","ZELEB","K4","TXK","VORTAC","NE","52","RAD","232","R","","2","Deleted",""
"2026/04/16","ZILOD INT*UT*K2","1","UT","US","ZILOD","K2","TCH","VORTAC","S","159","RAD","339","R","","2","Deleted",""
"2026/04/16","ZUMOV WP*PA*K6","1","PA","US","ZUMOV","K6","","","W","259","RNAV","79","R","4","1","Modified","HOLD_DEG_OR_CRS COURSE_INBOUND_DEG"
"2026/05/14","ZUMOV WP*PA*K6","1","PA","US","ZUMOV","K6","","","W","270","RNAV","90","R","4","2","Modified","HOLD_DEG_OR_CRS COURSE_INBOUND_DEG"
"2026/04/16","ZUNMU INT*IA*K3","1","IA","US","ZUNMU","K3","SPW","VOR/DME","E","112","RAD","292","L","","2","Deleted",""
"2026/05/14","AFWAV WP*ND*K3","1","ND","US","AFWAV","K3","","","W","260","RNAV","80","R","4","2","Added",""
"2026/05/14","ALIXX WP*CT*K6","2","CT","US","ALIXX","K6","","","E","109","RNAV","289","L","4","2","Added",""
"2026/05/14","ALTUS VORTAC*OK","1","OK","US","","","LTS","VORTAC","N","21","RAD","201","R","","2","Added",""
"2026/05/14","BISTE WP*NC*K7","1","NC","US","BISTE","K7","","","E","133","RNAV","313","R","4","2","Added",""
"2026/05/14","BOUTN LOM*OH","3","","","","","","","SW","218","RNAV","38","L","4","2","Added",""
"2026/05/14","BRNLY INT*AK*PA","1","AK","US","BRNLY","PA","EDF","TACAN","N","7","RAD","187","L","4","2","Added",""
"2026/05/14","BUDKE WP*NC*K7","1","NC","US","BUDKE","K7","CLT","VOR/DME","NW","312","RNAV","132","R","4","2","Added",""
"2026/05/14","BULLE INT*LA*K4","2","LA","US","BULLE","K4","JKC","LS","NW","329","CRS","149","R","9","2","Added",""
"2026/05/14","BURLINGTON VOR/DME*IA","1","IA","US","","","BRL","VOR/DME","E","108","RAD","288","R","","2","Added",""
"2026/05/14","BURLINGTON VOR/DME*IA","2","IA","US","","","BRL","VOR/DME","NW","309","RAD","129","R","","2","Added",""
"2026/05/14","BVRLY WP*MO*K3","2","MO","US","BVRLY","K3","","","NW","319","RNAV","139","R","4","2","Added",""
"2026/05/14","CATTS INT*KS*K3","1","KS","US","CATTS","K3","MCI","VORTAC","E","95","RAD","275","R","","2","Added",""
"2026/05/14","CATTS WP*KS*K3","2","KS","US","CATTS","K3","","","E","95","RNAV","275","R","10","2","Added",""
"2026/05/14","CLANG WP*IN*K5","1","IN","US","CLANG","K5","","","NE","64","RNAV","244","L","4","2","Added",""
"2026/05/14","DACER INT*CA*K2","1","CA","US","DACER","K2","SGD","VORTAC","W","281","RAD","101","R","","2","Added",""
"2026/05/14","DOPTE WP*SC*K7","1","SC","US","DOPTE","K7","","","N","18","RNAV","198","R","4","2","Added",""
"2026/05/14","DRAWL WP*KS*K3","1","KS","US","DRAWL","K3","","","E","100","RNAV","280","R","10","2","Added",""
"2026/05/14","DUDLY WP*IL*K5","1","IL","US","DUDLY","K5","","","NW","294","RNAV","114","R","4","2","Added",""
"2026/05/14","DUFFS WP*IL*K5","1","IL","US","DUFFS","K5","","","S","189","RNAV","9","R","4","2","Added",""
"2026/05/14","EDEWO WP*OK*K4","1","OK","US","EDEWO","K4","","","E","78","RNAV","258","R","4","2","Added",""
"2026/05/14","EGANE WP*KS*K3","1","KS","US","EGANE","K3","","","E","100","RNAV","280","R","10","2","Added",""
"2026/05/14","EHLUN INT*KY*K5","1","KY","US","EHLUN","K5","HXW","TACAN","NE","46","RAD","226","R","6","2","Added",""
"2026/05/14","ELYSE OM*IN","1","IN","US","","","MQJ","LS","E","72","CRS","252","R","","2","Added",""
"2026/05/14","EWABE NDB*HI","1","HI","US","","","HN","NDB","W","270","RNAV","90","R","","2","Added",""
"2026/05/14","FOMUS WP*TN*K7","1","TN","US","FOMUS","K7","","","S","170","RNAV","350","R","4","2","Added",""
"2026/05/14","FRIANT VORTAC*CA","1","CA","US","","","FRA","VORTAC","S","170","RNAV","350","L","","2","Added",""
"2026/05/14","GARDEN CITY VORTAC*KS","4","KS","US","","","GCK","VORTAC","E","100","RNAV","280","R","10","2","Added",""
"2026/05/14","GARDEN CITY VORTAC*KS","5","KS","US","","","GCK","VORTAC","E","100","RAD","280","R","","2","Added",""
"2026/05/14","HAKSA WP*AK*PA","1","AK","US","HAKSA","PA","","","N","350","RNAV","170","R","7","2","Added",""
"2026/05/14","HARAN WP*KS*K3","1","KS","US","HARAN","K3","","","E","100","RNAV","280","R","10","2","Added",""
"2026/05/14","HIRUV WP*CA*K2","1","CA","US","HIRUV","K2","","","SW","216","RNAV","36","R","4","2","Added",""
"2026/05/14","HOPIN WP*UT*K2","1","UT","US","HOPIN","K2","","","S","170","RNAV","350","R","12","2","Added",""
"2026/05/14","HOWES INT*VT*K6","1","VT","US","HOWES","K6","ALB","VORTAC","W","71","RAD","71","R","","2","Added",""
"2026/05/14","ITMOR INT*CA*K2","2","CA","US","ITMOR","K2","RBL","VORTAC","S","357","RAD","357","L","5","2","Added",""
"2026/05/14","ITMOR WP*CA*K2","3","CA","US","ITMOR","K2","","","S","181","RNAV","1","L","5","2","Added",""
"2026/05/14","LEEVT WP*UT*K2","1","UT","US","LEEVT","K2","","","S","169","RNAV","349","R","11","2","Added",""
"2026/05/14","MOZEE WP*KS*K3","1","KS","US","MOZEE","K3","","","E","100","RNAV","280","L","10","2","Added",""
"2026/05/14","OBBAN WP*SD*K3","1","SD","US","OBBAN","K3","","","NW","310","RNAV","130","R","5","2","Added",""
"2026/05/14","OMAHA VOR/DME*IA","1","IA","US","","","OVR","VORTAC","E","104","RAD","284","R","","2","Added",""
"2026/05/14","OMAHA VOR/DME*IA","2","IA","US","","","OVR","VORTAC","SE","133","RAD","313","R","","2","Added",""
"2026/05/14","OMAHA VOR/DME*IA","3","IA","US","","","OVR","VORTAC","E","107","RNAV","287","R","4","2","Added",""
"2026/05/14","PERSN INT*TX*K4","3","TX","US","PERSN","K4","TTT","VOR/DME","SW","222","RAD","42","R","","2","Added",""
"2026/05/14","PERSN WP*TX*K4","1","TX","US","PERSN","K4","CVE","VOR/DME","SW","215","RNAV","35","R","4","2","Added",""
"2026/05/14","RACOK WP*MI*K5","1","MI","US","RACOK","K5","","","S","166","RNAV","346","R","4","2","Added",""
"2026/05/14","RDGRS WP*OK*K4","1","OK","US","RDGRS","K4","","","SE","130","RNAV","310","R","4","2","Added",""
"2026/05/14","RUTTY WP*AK*PA","1","AK","US","RUTTY","PA","","","S","196","RNAV","16","R","7","2","Added",""
"2026/05/14","SEDEY WP*ND*K3","1","ND","US","SEDEY","K3","","","E","80","RNAV","260","R","4","2","Added",""
"2026/05/14","SKIPP INT*FL*K7","2","FL","US","SKIPP","K7","EYW","VORTAC","W","278","RAD","98","R","4","2","Added",""
"2026/05/14","SKIPP WP*FL*K7","1","FL","US","SKIPP","K7","","","W","281","RNAV","101","R","4","2","Added",""
"2026/05/14","STULL WP*SC*K7","1","SC","US","STULL","K7","CLT","VOR/DME","W","252","RNAV","72","R","4","2","Added",""
"2026/05/14","TEESY WP*PA*K6","1","PA","US","TEESY","K6","","","W","285","RNAV","105","R","10","2","Added",""
"2026/05/14","THUMP INT*FL*K7","1","FL","US","THUMP","K7","NQX","TACAN","W","252","RAD","72","L","7","2","Added",""
"2026/05/14","TOTOE WP*KS*K3","1","KS","US","TOTOE","K3","","","E","100","RNAV","280","R","10","2","Added",""
"2026/05/14","UNIVERSITY NDB*OH","1","OH","US","","","UGS","NDB","NE","67","BRG","247","R","","2","Added",""
"2026/05/14","UYUPE WP*OK*K4","1","OK","US","UYUPE","K4","","","E","100","RNAV","280","R","10","2","Added",""
"2026/05/14","VAPOR WP*OK*K4","1","OK","US","VAPOR","K4","","","NW","310","RNAV","130","R","4","2","Added",""
"2026/05/14","VERSI LOM*WV","1","WV","US","","","JPU","VOR/DME","SW","207","RAD","27","R","","2","Added",""
"2026/05/14","WICHITA VORTAC*KS","3","KS","US","","","ICT","VORTAC","E","90","RNAV","270","R","10","2","Added",""
"2026/05/14","WICHITA VORTAC*KS","4","KS","US","","","ICT","VORTAC","E","90","RAD","270","R","","2","Added",""
"2026/05/14","ZANUP WP*HI*PH","1","HI","US","ZANUP","PH","","","SW","219","RNAV","39","R","","2","Added",""
"2026/05/14","ZOMGU WP*FL*K7","2","FL","US","ZOMGU","K7","","","NW","295","RNAV","115","L","4","2","Added",""
