"Orig","Route String","Dest","Hours1","Type","Area","Altitude","Aircraft","Direction","Seq","DCNTR","ACNTR","File","Action","Mods"
"EMT","EMT PDZ POWUP HHR","HHR","","TEC","CCB CNO EMT HMT L65 AJO RAL RIR RIV F70 ONT POC TO HHR","JMPQ30","","","1","ZLA","ZLA","2","Modified","Area"
"EMT","EMT PDZ V388 DOWDD LAX","LAX","","TEC","CCB CNO EMT HMT REI L65 AJO RAL RIR RIV SBD F70 ONT POC TO LAX","JMPQ40","","","1","ZLA","ZLA","1","Modified","Route String Area"
"EMT","EMT PDZ V388 DOWDD FUELR LAX","LAX","","TEC","CCB CNO EMT HMT L65 AJO RAL RIR RIV F70 ONT POC TO LAX","JMPQ40","","","1","ZLA","ZLA","2","Modified","Route String Area"
"EMT","EMT PDZ V388 SLI V8 TANDY LAX","LAX","","TEC","CCB CNO EMT HMT REI L65 AJO RAL RIR RIV SBD F70 ONT POC TO LAX (LAXE)","PQ40","","","2","ZLA","ZLA","1","Modified","Area"
"EMT","EMT PDZ V388 SLI V8 TANDY LAX","LAX","","TEC","CCB CNO EMT HMT L65 AJO RAL RIR RIV F70 ONT POC TO LAX (LAXE)","PQ40","","","2","ZLA","ZLA","2","Modified","Area"
"EMT","EMT PDZ V388 SLI LGB","LGB","","TEC","CCB CNO EMT HMT REI L65 AJO RAL RIR RIV SBD F70 ONT POC TO FUL LGB SLI TOA","JMPQ40","","","1","ZLA","ZLA","1","Modified","Area"
"EMT","EMT PDZ V388 SLI LGB","LGB","","TEC","CCB CNO EMT HMT L65 AJO RAL RIR RIV F70 ONT POC TO FUL LGB SLI TOA","JMPQ40","","","1","ZLA","ZLA","2","Modified","Area"
"EMT","EMT PDZ V186 ROBNN V208 JLI RNM","RNM","","TEC","CCB CNO EMT HMT REI L65 AJO RAL RIR RIV SBD F70 ONT POC TO RNM","JM110PQ70","","","1","ZLA","ZLA","1","Modified","Altitude"
"EMT","EMT PDZ V186 ROBNN V208 JLI RNM","RNM","","TEC","CCB CNO EMT HMT REI L65 AJO RAL RIR RIV SBD F70 ONT POC TO RNM","JM110PQ90","","","1","ZLA","ZLA","2","Modified","Altitude"
"EMT","EMT PDZ V186 DEANO V27 KWANG SBA","SBA","","TEC","CCB CNO EMT HMT REI L65 AJO RAL RIR RIV SBD F70 ONT POC TO SBA","PQ60","","","1","ZLA","ZLA","1","Modified","Altitude"
"EMT","EMT PDZ V186 DEANO V27 KWANG SBA","SBA","","TEC","CCB CNO EMT HMT REI L65 AJO RAL RIR RIV SBD F70 ONT POC TO SBA","PQ80","","","1","ZLA","ZLA","2","Modified","Altitude"
"EMT","EMT PDZ V388 SLI SLI","SLI","","TEC","CCB CNO EMT HMT REI L65 AJO RAL RIR RIV SBD F70 ONT POC TO FUL LGB SLI TOA","JMPQ40","","","1","ZLA","ZLA","1","Modified","Area"
"EMT","EMT PDZ V388 SLI SLI","SLI","","TEC","CCB CNO EMT HMT L65 AJO RAL RIR RIV F70 ONT POC TO FUL LGB SLI TOA","JMPQ40","","","1","ZLA","ZLA","2","Modified","Area"
"EMT","EMT PDZ V388 RNDAL V363 POXKU V8 SLI SNA","SNA","","TEC","CCB CNO EMT HMT REI L65 AJO RAL RIR RIV SBD F70 ONT POC TO SNA","JMPQ40","","","1","ZLA","ZLA","1","Modified","Area"
"EMT","EMT PDZ V388 RNDAL V363 POXKU V8 SLI SNA","SNA","","TEC","CCB CNO EMT HMT L65 AJO RAL RIR RIV F70 ONT POC TO SNA","JMPQ40","","","1","ZLA","ZLA","2","Modified","Area"
"EMT","EMT PDZ V186 PGY TIJ TIJ","TIJ","","TEC","CCB CNO EMT HMT REI L65 AJO RAL RIR RIV SBD F70 ONT POC TO TIJ","JM110 PQ090","","","1","ZLA","","1","Modified","Altitude"
"EMT","EMT PDZ V186 PGY TIJ TIJ","TIJ","","TEC","CCB CNO EMT HMT REI L65 AJO RAL RIR RIV SBD F70 ONT POC TO TIJ","JM110PQ90","","","1","ZLA","","2","Modified","Altitude"
"EMT","EMT PDZ V388 SLI TOA","TOA","","TEC","CCB CNO EMT HMT REI L65 AJO RAL RIR RIV SBD F70 ONT POC TO FUL LGB SLI TOA","JMPQ40","","","1","ZLA","ZLA","1","Modified","Area"
"EMT","EMT PDZ V388 SLI TOA","TOA","","TEC","CCB CNO EMT HMT L65 AJO RAL RIR RIV F70 ONT POC TO FUL LGB SLI TOA","JMPQ40","","","1","ZLA","ZLA","2","Modified","Area"
"EWN","EWN ILM OKNEE MLLET3 CLT","CLT","","H","","AOB FL220","","","1","ZDC","ZTL","1","Modified","Route String"
"EWN","EWN ILM OKNEE MLLET4 CLT","CLT","","H","","AOB FL220","","","1","ZDC","ZTL","2","Modified","Route String"
"EWR","EWR GREKI JUDDS CAM GRNMT BTV BTV","BTV","","H","","FL190AND","JETS","","1","ZNY","ZBW","1","Modified","Route String Altitude Aircraft"
"EWR","EWR GREKI JUDDS CAM GRNMT BTV","BTV","","H","","FL190 AND ABOVE","JETS ONLY","","1","ZNY","ZBW","2","Modified","Route String Altitude Aircraft"
"EWR","EWR BDR V487 CAM GRNMT BTV BTV","BTV","","L","","110-170INCL","","","1","ZNY","ZBW","1","Modified","Route String Hours1 Altitude"
"EWR","EWR BDR V487 CAM GRNMT BTV","BTV","1100-0300","L","","110-170 INCL","","","1","ZNY","ZBW","2","Modified","Route String Hours1 Altitude"
"EWR","EWR BIGGY Q75 GVE AIROW CHSLY6 CLT","CLT","1100-0300","H","","","","","1","ZNY","ZTL","1","Modified","Route String"
"EWR","EWR BIGGY Q75 GVE AIROW CHSLY7 CLT","CLT","1100-0300","H","","","","","1","ZNY","ZTL","2","Modified","Route String"
"EWR","EWR GAYEL Q818 WOZEE COLTS GIGGY2 DET","DET","","H","TO DETROIT SATS(DET,CYQG ONLY)","","DME/DME/IRU OR GNSS REQUIRED","","1","ZNY","ZOB","1","Modified","Area Aircraft"
"EWR","EWR GAYEL Q818 WOZEE COLTS GIGGY2 DET","DET","","H","TO DET, ONZ, TTF","","RNAV 1 - DME/DME/IRU OR GPS","","1","ZNY","ZOB","2","Modified","Area Aircraft"
"EWR","EWR LANNA J48 CSN FANPO Q40 NIOLA MERDN TRSSH1 MSY","MSY","","H","TO MSY,NEW,NBG","","","","1","ZNY","ZHU","1","Modified","Route String Area Aircraft"
"EWR","EWR LANNA J48 CSN FANPO Q40 NIOLA MERDN TRSSH2 MSY","MSY","","H","TO MSY,NEW,NBG ","","RNAV 1 - DME/DME/IRU OR GPS","","1","ZNY","ZHU","2","Modified","Route String Area Aircraft"
"EYW","EYW BUFTT1 JAYMC KPASA Q99 CAMJO TWINS PONZE BANKR5 CLT","CLT","","H","","","","","1","ZMA","ZTL","1","Modified","Route String"
"EYW","EYW BUFTT1 JAYMC KPASA Q99 CAMJO TWINS PONZE BANKR6 CLT","CLT","","H","","","","","1","ZMA","ZTL","2","Modified","Route String"
"F70","F70 PDZ PDZ270013 RNDAL V363 DANAH SXC AVX","AVX","","TEC","CCB CNO EMT HMT REI L65 AJO RAL RIR RIV SBD F70 ONT POC TO AVX","JMPQ70","","","1","ZLA","ZLA","1","Modified","Route String"
"F70","F70 PDZ V388 RNDAL V363 DANAH SXC AVX","AVX","","TEC","CCB CNO EMT HMT REI L65 AJO RAL RIR RIV SBD F70 ONT POC TO AVX","JMPQ70","","","1","ZLA","ZLA","2","Modified","Route String"
"F70","F70 PDZ V388 SLI FUL","FUL","","TEC","CCB CNO EMT HMT REI L65 AJO RAL RIR RIV SBD F70 ONT POC TO FUL LGB SLI TOA","JMPQ40","","","1","ZLA","ZLA","1","Modified","Area"
"F70","F70 PDZ V388 SLI FUL","FUL","","TEC","CCB CNO EMT HMT L65 AJO RAL RIR RIV F70 ONT POC TO FUL LGB SLI TOA","JMPQ40","","","1","ZLA","ZLA","2","Modified","Area"
"F70","F70 PDZ POWUP HHR","HHR","","TEC","CCB CNO EMT HMT REI L65 AJO RAL RIR RIV SBD F70 ONT POC TO HHR","JMPQ30","","","1","ZLA","ZLA","1","Modified","Area"
"F70","F70 PDZ POWUP HHR","HHR","","TEC","CCB CNO EMT HMT L65 AJO RAL RIR RIV F70 ONT POC TO HHR","JMPQ30","","","1","ZLA","ZLA","2","Modified","Area"
"F70","F70 PDZ V388 DOWDD LAX","LAX","","TEC","CCB CNO EMT HMT REI L65 AJO RAL RIR RIV SBD F70 ONT POC TO LAX","JMPQ40","","","1","ZLA","ZLA","1","Modified","Route String Area"
"F70","F70 PDZ V388 DOWDD FUELR LAX","LAX","","TEC","CCB CNO EMT HMT L65 AJO RAL RIR RIV F70 ONT POC TO LAX","JMPQ40","","","1","ZLA","ZLA","2","Modified","Route String Area"
"F70","F70 PDZ V388 SLI V8 TANDY LAX","LAX","","TEC","CCB CNO EMT HMT REI L65 AJO RAL RIR RIV SBD F70 ONT POC TO LAX (LAXE)","PQ40","","","2","ZLA","ZLA","1","Modified","Area"
"F70","F70 PDZ V388 SLI V8 TANDY LAX","LAX","","TEC","CCB CNO EMT HMT L65 AJO RAL RIR RIV F70 ONT POC TO LAX (LAXE)","PQ40","","","2","ZLA","ZLA","2","Modified","Area"
"F70","F70 PDZ V388 SLI LGB","LGB","","TEC","CCB CNO EMT HMT REI L65 AJO RAL RIR RIV SBD F70 ONT POC TO FUL LGB SLI TOA","JMPQ40","","","1","ZLA","ZLA","1","Modified","Area"
"F70","F70 PDZ V388 SLI LGB","LGB","","TEC","CCB CNO EMT HMT L65 AJO RAL RIR RIV F70 ONT POC TO FUL LGB SLI TOA","JMPQ40","","","1","ZLA","ZLA","2","Modified","Area"
"F70","F70 PDZ V186 ROBNN V208 JLI RNM","RNM","","TEC","CCB CNO EMT HMT REI L65 AJO RAL RIR RIV SBD F70 ONT POC TO RNM","JM110PQ70","","","1","ZLA","ZLA","1","Modified","Altitude"
"F70","F70 PDZ V186 ROBNN V208 JLI RNM","RNM","","TEC","CCB CNO EMT HMT REI L65 AJO RAL RIR RIV SBD F70 ONT POC TO RNM","JM110PQ90","","","1","ZLA","ZLA","2","Modified","Altitude"
"F70","F70 PDZ V186 DEANO V27 KWANG SBA","SBA","","TEC","CCB CNO EMT HMT REI L65 AJO RAL RIR RIV SBD F70 ONT POC TO SBA","PQ60","","","1","ZLA","ZLA","1","Modified","Altitude"
"F70","F70 PDZ V186 DEANO V27 KWANG SBA","SBA","","TEC","CCB CNO EMT HMT REI L65 AJO RAL RIR RIV SBD F70 ONT POC TO SBA","PQ80","","","1","ZLA","ZLA","2","Modified","Altitude"
"F70","F70 PDZ V388 SLI SLI","SLI","","TEC","CCB CNO EMT HMT REI L65 AJO RAL RIR RIV SBD F70 ONT POC TO FUL LGB SLI TOA","JMPQ40","","","1","ZLA","ZLA","1","Modified","Area"
"F70","F70 PDZ V388 SLI SLI","SLI","","TEC","CCB CNO EMT HMT L65 AJO RAL RIR RIV F70 ONT POC TO FUL LGB SLI TOA","JMPQ40","","","1","ZLA","ZLA","2","Modified","Area"
"F70","F70 PDZ V388 RNDAL V363 POXKU V8 SLI SNA","SNA","","TEC","CCB CNO EMT HMT REI L65 AJO RAL RIR RIV SBD F70 ONT POC TO SNA","JMPQ40","","","1","ZLA","ZLA","1","Modified","Area"
"F70","F70 PDZ V388 RNDAL V363 POXKU V8 SLI SNA","SNA","","TEC","CCB CNO EMT HMT L65 AJO RAL RIR RIV F70 ONT POC TO SNA","JMPQ40","","","1","ZLA","ZLA","2","Modified","Area"
"F70","F70 PDZ V388 SLI TOA","TOA","","TEC","CCB CNO EMT HMT REI L65 AJO RAL RIR RIV SBD F70 ONT POC TO FUL LGB SLI TOA","JMPQ40","","","1","ZLA","ZLA","1","Modified","Area"
"F70","F70 PDZ V388 SLI TOA","TOA","","TEC","CCB CNO EMT HMT L65 AJO RAL RIR RIV F70 ONT POC TO FUL LGB SLI TOA","JMPQ40","","","1","ZLA","ZLA","2","Modified","Area"
"FAY","FAY TORQD MLLET3 CLT","CLT","","H","","AOB FL220","","","1","ZDC","ZTL","1","Modified","Route String"
"FAY","FAY TORQD MLLET4 CLT","CLT","","H","","AOB FL220","","","1","ZDC","ZTL","2","Modified","Route String"
"FLL","FLL AGERS1 DUCEN Q87 RAYVO Q113 AARNN THHMP RAVNN8 BWI","BWI","","H","TO BWI,DMW,MTN","","","","5","ZMA","ZDC","1","Modified","Route String Area Aircraft"
"FLL","FLL AGERS1 DUCEN Q87 RAYVO Q113 AARNN THHMP RAVNN9 BWI","BWI","","H","TO BWI, MTN","","JETS ONLY: RNAV 1 - DME/DME/IRU OR GPS REQUIRED","","5","ZMA","ZDC","2","Modified","Route String Area Aircraft"
"FLL","FLL FEALX2 ETECK GRUBR Y299 SEELO GARIC ZORDO Q111 RUKRR THHMP RAVNN8 BWI","BWI","","H","FROM FLL,FXE,PMP TO BWI,DMW,MTN","","","","6","ZMA","ZDC","1","Modified","Route String Area Aircraft"
"FLL","FLL FEALX2 ETECK GRUBR Y299 SEELO GARIC ZORDO Q111 RUKRR THHMP RAVNN9 BWI","BWI","","H","FROM FLL, FXE, PMP TO BWI, MTN","","JETS ONLY: RNAV 1 - DME/DME/IRU OR GPS REQUIRED","","6","ZMA","ZDC","2","Modified","Route String Area Aircraft"
"FLL","FLL AGERS1 DUCEN Q87 VIYAP CHECR STOCR4 CLT","CLT","","H","","","","","3","ZMA","ZTL","1","Modified","Route String"
"FLL","FLL AGERS1 DUCEN Q87 VIYAP CHECR STOCR5 CLT","CLT","","H","","","","","3","ZMA","ZTL","2","Modified","Route String"
"FLL","FLL FEALX2 ETECK PELCN Y309 FLRDA SAGGY CHIEZ Q161 KALDA Q439 SARDI RICED RICED4 DXR","DXR","","H","FROM FLL,FXE,PMP TO DXR,HPN","","","","1","ZMA","ZNY","1","Modified","Route String Aircraft"
"FLL","FLL FEALX2 ETECK PELCN Y309 FLRDA SAGGY CHIEZ Q161 KALDA EEGOR1 DXR","DXR","","H","FROM FLL,FXE,PMP TO DXR,HPN","","JETS ONLY RNAV 1 - DME/DME/IRU OR GPS","","1","ZMA","ZNY","2","Modified","Route String Aircraft"
"FLL","FLL AGERS1 DUCEN Q87 JROSS JOHAR Q109 DFENC SAWED Q97 BYSEL RADDS T320 RICED RICED4 DXR","DXR","","H","TO DXR,HPN","","","","3","ZMA","ZNY","1","Modified","Route String Aircraft"
"FLL","FLL AGERS1 DUCEN Q87 JROSS JOHAR Q109 DFENC SAWED KALDA EEGOR1 DXR","DXR","","H","TO DXR,HPN","","JETS ONLY RNAV 1 - DME/DME/IRU OR GPS","","3","ZMA","ZNY","2","Modified","Route String Aircraft"
"FLL","FLL FEALX2 ETECK PELCN Y309 FLRDA SAGGY CHIEZ Q161 KALDA Q439 SARDI RICED RICED4 HPN","HPN","","H","FROM FLL,FXE,PMP TO DXR,HPN","","","","2","ZMA","ZNY","1","Modified","Route String Aircraft"
"FLL","FLL FEALX2 ETECK PELCN Y309 SAGGY CHIEZ Q161 KALDA EEGOR1 HPN","HPN","","H","FROM FLL,FXE,PMP TO DXR,HPN","","JETS ONLY RNAV 1 - DME/DME/IRU OR GPS","","2","ZMA","ZNY","2","Modified","Route String Aircraft"
"FLL","FLL HROCK2 SMELZ Q116 JAWJA CABLO DEFUN J2 SJI MNSTR1 MSY","MSY","","H","","","","","2","ZMA","ZHU","1","Modified","Route String Area Aircraft"
"FLL","FLL HROCK2 SMELZ Q116 JAWJA CABLO DEFUN J2 SJI MNSTR2 MSY","MSY","","H","TO MSY,NEW,NBG","","JETS ONLY: RNAV 1 - DME/DME/IRU OR GPS","","2","ZMA","ZHU","2","Modified","Route String Area Aircraft"
"FMY","FMY CSHEL8 VIYAP CHECR STOCR4 CLT","CLT","","H","","","","","1","ZMA","ZTL","1","Modified","Route String"
"FMY","FMY CSHEL8 VIYAP CHECR STOCR5 CLT","CLT","","H","","","","","1","ZMA","ZTL","2","Modified","Route String"
"GSO","GSO JEANY1 JAXSN THHMP RAVNN8 BWI","BWI","","H","","","RNAV1 - DME/DME/IRU OR GPS","","1","ZTL","ZDC","1","Modified","Route String Area Aircraft"
"GSO","GSO JEANY1 JAXSN THHMP RAVNN9 BWI","BWI","","H","TO BWI, MTN","","JETS ONLY: RNAV 1 - DME/DME/IRU OR GPS REQUIRED","","1","ZTL","ZDC","2","Modified","Route String Area Aircraft"
"GSP","GSP BIMMR3 DRIVN LUMAY Q58 PEETT THHMP RAVNN BWI","BWI","","H","FROM GMU,GSP,GYH,SPA TO BWI,DMW,MTN","","","","1","ZTL","ZDC","1","Modified","Area Aircraft"
"GSP","GSP BIMMR3 DRIVN LUMAY Q58 PEETT THHMP RAVNN BWI","BWI","","H","FROM GMU, GSP, GYH, SPA TO BWI, MTN","","JETS ONLY: RNAV 1 - DME/DME/IRU OR GPS REQUIRED","","1","ZTL","ZDC","2","Modified","Area Aircraft"
"GSP","GSP BANKR BANKR5 CLT","CLT","","H","FROM GREENVILLE-SPARTANBURG METRO(GSP,GYH,GMU,SPA,CEU,LQK)","","RNAV TURBOJET","","1","ZTL","ZTL","1","Modified","Route String"
"GSP","GSP BANKR BANKR6 CLT","CLT","","H","FROM GREENVILLE-SPARTANBURG METRO(GSP,GYH,GMU,SPA,CEU,LQK)","","RNAV TURBOJET","","1","ZTL","ZTL","2","Modified","Route String"
"HMT","HMT PDZ PDZ270013 RNDAL V363 DANAH SXC AVX","AVX","","TEC","CCB CNO EMT HMT REI L65 AJO RAL RIR RIV SBD F70 ONT POC TO AVX","JMPQ70","","","1","ZLA","ZLA","1","Modified","Route String"
"HMT","HMT PDZ V388 RNDAL V363 DANAH SXC AVX","AVX","","TEC","CCB CNO EMT HMT REI L65 AJO RAL RIR RIV SBD F70 ONT POC TO AVX","JMPQ70","","","1","ZLA","ZLA","2","Modified","Route String"
"HMT","HMT PDZ V388 SLI FUL","FUL","","TEC","CCB CNO EMT HMT REI L65 AJO RAL RIR RIV SBD F70 ONT POC TO FUL LGB SLI TOA","JMPQ40","","","1","ZLA","ZLA","1","Modified","Area"
"HMT","HMT PDZ V388 SLI FUL","FUL","","TEC","CCB CNO EMT HMT L65 AJO RAL RIR RIV F70 ONT POC TO FUL LGB SLI TOA","JMPQ40","","","1","ZLA","ZLA","2","Modified","Area"
"HMT","HMT PDZ POWUP HHR","HHR","","TEC","CCB CNO EMT HMT REI L65 AJO RAL RIR RIV SBD F70 ONT POC TO HHR","JMPQ30","","","1","ZLA","ZLA","1","Modified","Area"
"HMT","HMT PDZ POWUP HHR","HHR","","TEC","CCB CNO EMT HMT L65 AJO RAL RIR RIV F70 ONT POC TO HHR","JMPQ30","","","1","ZLA","ZLA","2","Modified","Area"
"HMT","HMT PDZ V388 DOWDD LAX","LAX","","TEC","CCB CNO EMT HMT REI L65 AJO RAL RIR RIV SBD F70 ONT POC TO LAX","JMPQ40","","","1","ZLA","ZLA","1","Modified","Route String Area"
"HMT","HMT PDZ V388 DOWDD FUELR LAX","LAX","","TEC","CCB CNO EMT HMT L65 AJO RAL RIR RIV F70 ONT POC TO LAX","JMPQ40","","","1","ZLA","ZLA","2","Modified","Route String Area"
"HMT","HMT PDZ V388 SLI V8 TANDY LAX","LAX","","TEC","CCB CNO EMT HMT REI L65 AJO RAL RIR RIV SBD F70 ONT POC TO LAX (LAXE)","PQ40","","","2","ZLA","ZLA","1","Modified","Area"
"HMT","HMT PDZ V388 SLI V8 TANDY LAX","LAX","","TEC","CCB CNO EMT HMT L65 AJO RAL RIR RIV F70 ONT POC TO LAX (LAXE)","PQ40","","","2","ZLA","ZLA","2","Modified","Area"
"HMT","HMT PDZ V388 SLI LGB","LGB","","TEC","CCB CNO EMT HMT REI L65 AJO RAL RIR RIV SBD F70 ONT POC TO FUL LGB SLI TOA","JMPQ40","","","1","ZLA","ZLA","1","Modified","Area"
"HMT","HMT PDZ V388 SLI LGB","LGB","","TEC","CCB CNO EMT HMT L65 AJO RAL RIR RIV F70 ONT POC TO FUL LGB SLI TOA","JMPQ40","","","1","ZLA","ZLA","2","Modified","Area"
"HMT","HMT PDZ V186 ROBNN V208 JLI RNM","RNM","","TEC","CCB CNO EMT HMT REI L65 AJO RAL RIR RIV SBD F70 ONT POC TO RNM","JM110PQ70","","","1","ZLA","ZLA","1","Modified","Altitude"
"HMT","HMT PDZ V186 ROBNN V208 JLI RNM","RNM","","TEC","CCB CNO EMT HMT REI L65 AJO RAL RIR RIV SBD F70 ONT POC TO RNM","JM110PQ90","","","1","ZLA","ZLA","2","Modified","Altitude"
"HMT","HMT PDZ V186 DEANO V27 KWANG SBA","SBA","","TEC","CCB CNO EMT HMT REI L65 AJO RAL RIR RIV SBD F70 ONT POC TO SBA","PQ60","","","1","ZLA","ZLA","1","Modified","Altitude"
"HMT","HMT PDZ V186 DEANO V27 KWANG SBA","SBA","","TEC","CCB CNO EMT HMT REI L65 AJO RAL RIR RIV SBD F70 ONT POC TO SBA","PQ80","","","1","ZLA","ZLA","2","Modified","Altitude"
"HMT","HMT PDZ V388 SLI SLI","SLI","","TEC","CCB CNO EMT HMT REI L65 AJO RAL RIR RIV SBD F70 ONT POC TO FUL LGB SLI TOA","JMPQ40","","","1","ZLA","ZLA","1","Modified","Area"
"HMT","HMT PDZ V388 SLI SLI","SLI","","TEC","CCB CNO EMT HMT L65 AJO RAL RIR RIV F70 ONT POC TO FUL LGB SLI TOA","JMPQ40","","","1","ZLA","ZLA","2","Modified","Area"
"HMT","HMT PDZ V388 RNDAL V363 POXKU V8 SLI SNA","SNA","","TEC","CCB CNO EMT HMT REI L65 AJO RAL RIR RIV SBD F70 ONT POC TO SNA","JMPQ40","","","1","ZLA","ZLA","1","Modified","Area"
"HMT","HMT PDZ V388 RNDAL V363 POXKU V8 SLI SNA","SNA","","TEC","CCB CNO EMT HMT L65 AJO RAL RIR RIV F70 ONT POC TO SNA","JMPQ40","","","1","ZLA","ZLA","2","Modified","Area"
"HMT","HMT PDZ V186 PGY TIJ TIJ","TIJ","","TEC","CCB CNO EMT HMT REI L65 AJO RAL RIR RIV SBD F70 ONT POC TO TIJ","JM110 PQ090","","","1","ZLA","","1","Modified","Altitude"
"HMT","HMT PDZ V186 PGY TIJ TIJ","TIJ","","TEC","CCB CNO EMT HMT REI L65 AJO RAL RIR RIV SBD F70 ONT POC TO TIJ","JM110PQ90","","","1","ZLA","","2","Modified","Altitude"
"HMT","HMT PDZ V388 SLI TOA","TOA","","TEC","CCB CNO EMT HMT REI L65 AJO RAL RIR RIV SBD F70 ONT POC TO FUL LGB SLI TOA","JMPQ40","","","1","ZLA","ZLA","1","Modified","Area"
"HMT","HMT PDZ V388 SLI TOA","TOA","","TEC","CCB CNO EMT HMT L65 AJO RAL RIR RIV F70 ONT POC TO FUL LGB SLI TOA","JMPQ40","","","1","ZLA","ZLA","2","Modified","Area"
"HOU","HOU ELOCO6 LLA HRV Q56 KELLN Q58 PEETT THHMP RAVNN8 BWI","BWI","","H","TO BWI,DMW,MTN","","TURBOJETS","","3","ZHU","ZDC","1","Modified","Route String Area Aircraft"
"HOU","HOU ELOCO6 LLA HRV Q56 KELLN Q58 PEETT THHMP RAVNN9 BWI","BWI","","H","TO BWI, MTN","","JETS ONLY: RNAV 1 - DME/DME/IRU OR GPS REQUIRED","","3","ZHU","ZDC","2","Modified","Route String Area Aircraft"
"HOU","HOU ELOCO6 LLA HRV Q56 CATLN MGMRY BESTT JONZE5 CLT","CLT","1400-0100","H","","","TURBOJETS","","3","ZHU","ZTL","1","Modified","Route String"
"HOU","HOU ELOCO6 LLA HRV Q56 CATLN MGMRY BESTT JONZE6 CLT","CLT","1400-0100","H","","","TURBOJETS","","3","ZHU","ZTL","2","Modified","Route String"
"HPN","HPN GREKI V419 JUDDS CAM GRNMT BTV BTV","BTV","","H","","","","","1","ZNY","ZBW","1","Modified","Route String"
"HPN","HPN GREKI V419 JUDDS CAM GRNMT BTV","BTV","","H","","","","","1","ZNY","ZBW","2","Modified","Route String"
"HPN","HPN GREKI JUDDS CAM GRNMT BTV BTV","BTV","","H","","FL190AND","JETS","","2","ZNY","ZBW","1","Modified","Route String Altitude Aircraft"
"HPN","HPN GREKI JUDDS CAM GRNMT BTV","BTV","","H","","FL190 AND ABOVE","JETS ONLY","","2","ZNY","ZBW","2","Modified","Route String Altitude Aircraft"
"HPN","HPN CMK V39 SOARS V487 CAM GRNMT BTV BTV","BTV","","L","","110-170INCL","","","1","ZNY","ZBW","1","Modified","Route String Altitude"
"HPN","HPN CMK V39 SOARS V487 CAM GRNMT BTV","BTV","","L","","110-170 INCL","","","1","ZNY","ZBW","2","Modified","Route String Altitude"
"HPN","HPN BIGGY Q75 GVE AIROW CHSLY6 CLT","CLT","","H","","","","","1","ZNY","ZTL","1","Modified","Route String"
"HPN","HPN BIGGY Q75 GVE AIROW CHSLY7 CLT","CLT","","H","","","","","1","ZNY","ZTL","2","Modified","Route String"
"HPN","HPN GAYEL Q818 WOZEE COLTS GIGGY2 DET","DET","","H","TO DETROIT SATS(DET,CYQG ONLY)","","DME/DME/IRU OR GNSS REQUIRED","","1","ZNY","ZOB","1","Modified","Area Aircraft"
"HPN","HPN GAYEL Q818 WOZEE COLTS GIGGY2 DET","DET","","H","TO DET, ONZ, TTF","","RNAV 1 - DME/DME/IRU OR GPS","","1","ZNY","ZOB","2","Modified","Area Aircraft"
"HWD","HWD CCR CCR2 SMF","SMF","","TEC","HWD TO SMF","JMP100","HWD10","","1","ZOA","ZOA","1","Modified","Route String"
"HWD","HWD FEVTA FEVTA1 SMF","SMF","","TEC","HWD TO SMF","JMP100","HWD10","","1","ZOA","ZOA","2","Modified","Route String"
"HYA","HYA BUZRD Q167 ZIZZI KNUKK ATR LAFLN MIIDY3 BWI","BWI","1100-0300","H","TO BWI,MTN","","","","3","ZBW","ZDC","1","Modified","Route String Hours1 Aircraft"
"HYA","HYA BUZRD Q167 ZIZZI KNUKK ATR LAFLN MIIDY4 BWI","BWI","","H","TO BWI,MTN","","JETS ONLY: RNAV 1 - DME/DME/IRU OR GPS REQUIRED","","3","ZBW","ZDC","2","Modified","Route String Hours1 Aircraft"
"IAD","IAD JCOBY4 SWANN BROSS Q419 RBV Q22 LLUND BIZEX CAM GRNMT BTV BTV","BTV","","H","","","PART 121 & 129 JETS , RNAV 1 - DME/DME/IRU OR GPS","","1","ZDC","ZBW","1","Modified","Route String"
"IAD","IAD JCOBY4 SWANN BROSS Q419 RBV Q22 LLUND BIZEX CAM GRNMT BTV","BTV","","H","","","PART 121 & 129 JETS , RNAV 1 - DME/DME/IRU OR GPS","","1","ZDC","ZBW","2","Modified","Route String"
"IAD","IAD WOOLY2 SWANN BROSS Q419 RBV Q22 LLUND BIZEX CAM GRNMT BTV BTV","BTV","","H","","","JETS ONLY , RNAV 1 - DME/DME/IRU OR GPS","","2","ZDC","ZBW","1","Modified","Route String"
"IAD","IAD WOOLY2 SWANN BROSS Q419 RBV Q22 LLUND BIZEX CAM GRNMT BTV","BTV","","H","","","JETS ONLY , RNAV 1 - DME/DME/IRU OR GPS","","2","ZDC","ZBW","2","Modified","Route String"
"IAD","IAD SCRAM6 GLANC AIROW CHSLY6 CLT","CLT","","H","","AOB  FL320","","","1","ZDC","ZTL","1","Modified","Route String"
"IAD","IAD SCRAM6 GLANC AIROW CHSLY7 CLT","CLT","","H","","AOB  FL320","","","1","ZDC","ZTL","2","Modified","Route String"
"IAD","IAD WOOLY2 AGARD MAEVE Q439 SARDI RICED RICED4 DXR","DXR","","H","TO DXR, HPN","","","","1","ZDC","ZNY","1","Modified","Route String Aircraft"
"IAD","IAD WOOLY2 AGARD DONIL MAEVE EEGOR1 DXR","DXR","","H","TO DXR, HPN","","JETS ONLY RNAV 1 - DME/DME/IRU OR GPS","","1","ZDC","ZNY","2","Modified","Route String Aircraft"
