fromKey,toKey,magCourse,oppositeMagCourse,distanceNm,minEnrouteAltFt,minEnrouteAltOppositeFt,gpsMinEnrouteAltFt,minObstacleClearanceAltFt,minCrossingAltFt,minReceptionAltFt,maxAuthorizedAltFt,requiredNavPerformance,gapFlag,signalGapFlag,dogleg,artcc,stateCode,countryCode,icaoRegionCode,sourceCycle,sourceTable,sourceRowId
AWY_OCC:V487:C:50,AWY_OCC:V487:C:60,68,248.48,7.67,2000,,,1500,,,17500,,N,N,N,ZBW,CT,US,K6,2026-05-14,AWY_SEG_ALT,16463
AWY_OCC:V487:C:60,AWY_OCC:V487:C:70,354.52,174.25,10.89,12000,6000,6000,5500,12000,,17500,,N,N,N,ZNY,CT,US,,2026-05-14,AWY_SEG_ALT,16464
AWY_OCC:V487:C:70,AWY_OCC:V487:C:80,354.52,174.25,11.18,12000,6000,6000,5500,,,17500,,N,N,N,ZBW,CT,US,K6,2026-05-14,AWY_SEG_ALT,16465
AWY_OCC:V487:C:80,AWY_OCC:V487:C:90,354.52,174.25,7.53,12000,6000,6000,5500,,,17500,,N,N,N,ZBW,CT,US,K6,2026-05-14,AWY_SEG_ALT,16466
AWY_OCC:V487:C:90,AWY_OCC:V487:C:100,354.52,174.25,17.03,12000,,6000,4900,12000,,17500,,N,N,N,ZBW,CT,US,K6,2026-05-14,AWY_SEG_ALT,16467
AWY_OCC:V487:C:100,AWY_OCC:V487:C:110,354.52,174.25,12.87,12000,,6000,4900,,12000,17500,,N,N,N,ZBW,CT,US,K6,2026-05-14,AWY_SEG_ALT,16468
AWY_OCC:V487:C:110,AWY_OCC:V487:C:120,22.5,202.62,9.52,5000,6000,,,,,17500,,N,N,Y,ZBW,NY,US,K6,2026-05-14,AWY_SEG_ALT,16469
AWY_OCC:V487:C:120,AWY_OCC:V487:C:130,22.5,202.62,13.92,5000,6000,,,,,17500,,N,N,N,ZBW,NY,US,K6,2026-05-14,AWY_SEG_ALT,16470
AWY_OCC:V487:C:130,AWY_OCC:V487:C:140,22.5,202.62,30.42,5000,6000,,,,,17500,,N,N,N,ZBW,NY,US,K6,2026-05-14,AWY_SEG_ALT,16471
AWY_OCC:V487:C:140,AWY_OCC:V487:C:150,16,196.02,23.2,4600,,,,,,17500,,N,N,N,ZBW,NY,US,,2026-05-14,AWY_SEG_ALT,16472
AWY_OCC:V487:C:150,AWY_OCC:V487:C:160,16,196.02,5.26,4600,,,,,,17500,,N,N,N,ZBW,NY,US,K6,2026-05-14,AWY_SEG_ALT,16473
AWY_OCC:V487:C:160,AWY_OCC:V487:C:170,16,196.02,13.37,4600,,,,,,17500,,N,N,N,ZBW,NY,US,K6,2026-05-14,AWY_SEG_ALT,16474
AWY_OCC:V487:C:170,AWY_OCC:V487:C:180,22.4,202.49,20.35,4600,,,,,,17500,,N,N,Y,ZBW,VT,US,K6,2026-05-14,AWY_SEG_ALT,16475
AWY_OCC:V487:C:180,AWY_OCC:V487:C:190,22.4,202.49,16,3000,4600,,,,,17500,,N,N,N,ZBW,VT,US,K6,2026-05-14,AWY_SEG_ALT,16476
AWY_OCC:V487:C:190,AWY_OCC:V487:C:200,22.4,202.49,6.35,3000,4600,,,,,17500,,N,N,N,ZBW,VT,US,K6,2026-05-14,AWY_SEG_ALT,16477
AWY_OCC:V488:A:10,AWY_OCC:V488:A:20,31.07,213.92,42.3,10000,4000,,,,,17500,,N,N,N,ZAN,AK,US,,2026-05-14,AWY_SEG_ALT,16479
AWY_OCC:V488:A:20,AWY_OCC:V488:A:30,31.07,213.92,61.52,10000,,,4000,,,17500,,N,N,N,ZAN,AK,US,PA,2026-05-14,AWY_SEG_ALT,16480
AWY_OCC:V488:A:30,AWY_OCC:V488:A:40,31.07,213.92,63.83,10000,,,4000,,,17500,,N,N,N,ZAN,AK,US,PA,2026-05-14,AWY_SEG_ALT,16481
AWY_OCC:V488:A:40,AWY_OCC:V488:A:50,31.07,213.92,24,10000,3000,,,,,17500,,N,N,N,ZAN,AK,US,PA,2026-05-14,AWY_SEG_ALT,16482
AWY_OCC:V488:A:50,AWY_OCC:V488:A:60,31.07,213.92,16,10000,3000,,,,,17500,,N,N,N,ZAN,AK,US,PA,2026-05-14,AWY_SEG_ALT,16483
AWY_OCC:V488:A:60,AWY_OCC:V488:A:70,46.73,233.25,25,5500,4000,,4000,,,17500,,N,N,N,ZAN,AK,US,,2026-05-14,AWY_SEG_ALT,16484
AWY_OCC:V488:A:70,AWY_OCC:V488:A:80,46.73,233.25,54.05,5500,,,4900,,,17500,,N,N,N,ZAN,AK,US,PA,2026-05-14,AWY_SEG_ALT,16485
AWY_OCC:V488:A:80,AWY_OCC:V488:A:90,46.73,233.25,35,5500,3000,,2500,,,17500,,N,N,N,ZAN,AK,US,PA,2026-05-14,AWY_SEG_ALT,16486
AWY_OCC:V488:A:90,AWY_OCC:V488:A:100,62,242.67,19.88,5000,,,4400,,,17500,,N,N,N,ZAN,AK,US,,2026-05-14,AWY_SEG_ALT,16487
AWY_OCC:V488:A:100,AWY_OCC:V488:A:110,57.15,240.64,8.13,6000,,,,,,17500,,N,N,Y,ZAN,AK,US,PA,2026-05-14,AWY_SEG_ALT,16488
AWY_OCC:V488:A:110,AWY_OCC:V488:A:120,57.15,240.64,11.45,6000,,,,,,17500,,N,N,N,ZAN,AK,US,PA,2026-05-14,AWY_SEG_ALT,16489
AWY_OCC:V488:A:120,AWY_OCC:V488:A:130,57.15,240.64,50.81,6000,,,,,,17500,,N,N,N,ZAN,AK,US,PA,2026-05-14,AWY_SEG_ALT,16490
AWY_OCC:V488:A:130,AWY_OCC:V488:A:140,57.15,240.64,18,6000,3000,,,,,17500,,N,N,N,ZAN,AK,US,PA,2026-05-14,AWY_SEG_ALT,16491
AWY_OCC:V488:A:140,AWY_OCC:V488:A:150,57.15,240.64,12,6000,3000,,,,,17500,,N,N,N,ZAN,AK,US,PA,2026-05-14,AWY_SEG_ALT,16492
AWY_OCC:V488:A:150,AWY_OCC:V488:A:160,81.18,262.95,12,7000,4000,,4000,,,17500,,N,N,N,ZAN,AK,US,,2026-05-14,AWY_SEG_ALT,16493
AWY_OCC:V488:A:160,AWY_OCC:V488:A:170,81.18,262.95,18,7000,4000,,4000,,,17500,,N,N,N,ZAN,AK,US,PA,2026-05-14,AWY_SEG_ALT,16494
AWY_OCC:V488:A:170,AWY_OCC:V488:A:180,81.18,262.95,52.13,7000,,,5000,,7000,17500,,N,N,N,ZAN,AK,US,PA,2026-05-14,AWY_SEG_ALT,16495
AWY_OCC:V488:A:180,AWY_OCC:V488:A:190,81.18,262.95,7.78,5000,,,,4700,,17500,,N,N,N,ZAN,AK,US,PA,2026-05-14,AWY_SEG_ALT,16496
AWY_OCC:V488:A:190,AWY_OCC:V488:A:200,81.18,262.95,18.63,5000,,,,,,17500,,N,N,N,ZAN,AK,US,PA,2026-05-14,AWY_SEG_ALT,16497
AWY_OCC:V489:C:10,AWY_OCC:V489:C:20,26.91,206.98,10.05,4000,,,3300,,,17500,,N,N,N,ZNY,NJ,US,K6,2026-05-14,AWY_SEG_ALT,16499
AWY_OCC:V489:C:20,AWY_OCC:V489:C:30,26.91,206.98,7,4000,,,3300,,,17500,,N,N,N,ZNY,NY,US,K6,2026-05-14,AWY_SEG_ALT,16500
AWY_OCC:V489:C:30,AWY_OCC:V489:C:40,19.05,199.09,13.07,4000,,,3500,15000,,17500,,N,N,N,ZNY,NY,US,,2026-05-14,AWY_SEG_ALT,16501
AWY_OCC:V489:C:40,AWY_OCC:V489:C:50,19.05,199.09,8.28,4000,,,3500,,,17500,,N,N,N,ZBW,NY,US,K6,2026-05-14,AWY_SEG_ALT,16502
AWY_OCC:V489:C:50,AWY_OCC:V489:C:60,41.32,221.8,12.25,15000,,7000,6000,15000,,17500,,N,N,Y,ZBW,NY,US,K6,2026-05-14,AWY_SEG_ALT,16503
AWY_OCC:V489:C:60,AWY_OCC:V489:C:70,41.32,221.8,7.12,15000,,7000,6400,15000,15000,17500,,N,N,N,ZBW,NY,US,K6,2026-05-14,AWY_SEG_ALT,16504
AWY_OCC:V489:C:70,AWY_OCC:V489:C:80,41.32,221.8,4.29,15000,,6100,,15000,,17500,,N,N,N,ZBW,NY,US,K6,2026-05-14,AWY_SEG_ALT,16505
AWY_OCC:V489:C:80,AWY_OCC:V489:C:90,41.32,221.8,7.97,15000,,6300,,15000,15000,17500,,N,N,N,ZBW,NY,US,K6,2026-05-14,AWY_SEG_ALT,16506
AWY_OCC:V489:C:90,AWY_OCC:V489:C:100,41.32,221.8,35.66,15000,,6200,,13300,15000,17500,,N,N,N,ZBW,NY,US,K6,2026-05-14,AWY_SEG_ALT,16507
AWY_OCC:V491:A:10,AWY_OCC:V491:A:20,335.96,155.84,30.06,3000,,,,,,17500,,N,N,N,ZAN,AK,US,,2026-05-14,AWY_SEG_ALT,16509
AWY_OCC:V491:A:20,AWY_OCC:V491:A:30,335.96,155.84,13.98,3000,,,,,,17500,,N,N,N,ZAN,AK,US,PA,2026-05-14,AWY_SEG_ALT,16510
AWY_OCC:V491:C:10,AWY_OCC:V491:C:20,350.25,169.42,30,5000,,,,,,17500,,N,N,N,ZDV,SD,US,,2026-05-14,AWY_SEG_ALT,16512
AWY_OCC:V491:C:20,AWY_OCC:V491:C:30,350.25,169.42,15,5000,,,,,,17500,,N,N,N,ZDV,SD,US,K3,2026-05-14,AWY_SEG_ALT,16513
AWY_OCC:V491:C:30,AWY_OCC:V491:C:40,350.25,169.42,44.33,9000,,,5000,,,17500,,N,N,N,ZDV,SD,US,K3,2026-05-14,AWY_SEG_ALT,16514
AWY_OCC:V491:C:40,AWY_OCC:V491:C:50,350.25,169.42,21.04,9000,,,5000,,,17500,,N,N,N,ZMP,SD,US,K3,2026-05-14,AWY_SEG_ALT,16515
AWY_OCC:V491:C:50,AWY_OCC:V491:C:60,350.25,169.42,19.89,9000,,,5000,,,17500,,N,N,N,ZMP,SD,US,K3,2026-05-14,AWY_SEG_ALT,16516
AWY_OCC:V491:C:60,AWY_OCC:V491:C:70,350.25,169.42,23.49,5000,,,4500,,,17500,,N,N,N,ZMP,ND,US,K3,2026-05-14,AWY_SEG_ALT,16517
AWY_OCC:V491:C:70,AWY_OCC:V491:C:80,350.25,169.42,19.63,5000,,,4500,,,17500,,N,N,N,ZMP,ND,US,K3,2026-05-14,AWY_SEG_ALT,16518
AWY_OCC:V491:C:80,AWY_OCC:V491:C:90,21.15,203.25,103.52,6000,,,4400,,,17500,,N,N,N,ZMP,ND,US,,2026-05-14,AWY_SEG_ALT,16519
AWY_OCC:V492:C:10,AWY_OCC:V492:C:20,358.99,178.97,18.69,3000,,,2100,,,17500,,N,N,N,ZMA,FL,US,,2026-05-14,AWY_SEG_ALT,16521
AWY_OCC:V492:C:20,AWY_OCC:V492:C:30,358.99,178.97,15.68,3000,,,2100,,,17500,,N,N,N,ZMA,FL,US,K7,2026-05-14,AWY_SEG_ALT,16522
AWY_OCC:V492:C:30,AWY_OCC:V492:C:40,358.99,178.97,12.88,3000,,,,,,17500,,N,N,N,ZMA,FL,US,K7,2026-05-14,AWY_SEG_ALT,16523
AWY_OCC:V492:C:40,AWY_OCC:V492:C:50,332.92,152.69,10.11,3000,,,,,,17500,,N,N,Y,ZMA,FL,US,K7,2026-05-14,AWY_SEG_ALT,16524
AWY_OCC:V492:C:50,AWY_OCC:V492:C:60,332.92,152.69,36,3000,,,,,,17500,,N,N,N,ZMA,FL,US,K7,2026-05-14,AWY_SEG_ALT,16525
AWY_OCC:V493:C:10,AWY_OCC:V493:C:20,23.66,202.08,72.4,3600,,,,,,17500,,N,N,N,ZID,TN,US,,2026-05-14,AWY_SEG_ALT,16527
AWY_OCC:V493:C:20,AWY_OCC:V493:C:30,23.66,202.08,16.83,3600,,,,,,17500,,N,N,N,ZID,KY,US,K5,2026-05-14,AWY_SEG_ALT,16528
AWY_OCC:V494:C:10,AWY_OCC:V494:C:20,181,0.87,10.96,6000,,,3500,,,17500,,N,N,N,ZSE,CA,US,,2026-05-14,AWY_SEG_ALT,16530
AWY_OCC:V494:C:20,AWY_OCC:V494:C:30,181,0.87,9.04,6000,,,3500,,,17500,,N,N,N,ZSE,CA,US,K2,2026-05-14,AWY_SEG_ALT,16531
AWY_OCC:V494:C:30,AWY_OCC:V494:C:40,181,0.87,13.85,6000,,,3500,,,17500,,N,N,N,ZSE,CA,US,K2,2026-05-14,AWY_SEG_ALT,16532
AWY_OCC:V494:C:40,AWY_OCC:V494:C:50,145.87,326,16.29,6000,,,3500,,,17500,,N,N,Y,ZSE,CA,US,K2,2026-05-14,AWY_SEG_ALT,16533
AWY_OCC:V494:C:50,AWY_OCC:V494:C:60,145.87,326,8.18,6000,,,3500,,,17500,,N,N,N,ZSE,CA,US,K2,2026-05-14,AWY_SEG_ALT,16534
AWY_OCC:V494:C:60,AWY_OCC:V494:C:70,145.87,326,10.49,6000,,,3500,,,17500,,N,N,N,ZSE,CA,US,K2,2026-05-14,AWY_SEG_ALT,16535
AWY_OCC:V494:C:70,AWY_OCC:V494:C:80,151,331.13,54.88,13000,,,6100,,,17500,,N,N,N,ZSE,CA,US,,2026-05-14,AWY_SEG_ALT,16536
AWY_OCC:V494:C:80,AWY_OCC:V494:C:90,124.53,305.01,55.46,13000,,,6100,,,17500,,N,N,Y,ZOA,CA,US,K2,2026-05-14,AWY_SEG_ALT,16537
AWY_OCC:V494:C:90,AWY_OCC:V494:C:100,130.19,310.48,18,6000,,,,7000,,17500,,N,N,N,ZOA,CA,US,,2026-05-14,AWY_SEG_ALT,16538
AWY_OCC:V494:C:100,AWY_OCC:V494:C:110,130.19,310.48,21.25,6000,,,,,,17500,,N,N,N,ZOA,CA,US,K2,2026-05-14,AWY_SEG_ALT,16539
AWY_OCC:V494:C:110,AWY_OCC:V494:C:120,76.33,257.12,6.56,7000,,5000,5000,,,17500,,N,N,Y,ZOA,CA,US,K2,2026-05-14,AWY_SEG_ALT,16540
AWY_OCC:V494:C:120,AWY_OCC:V494:C:130,76.33,257.12,15.37,7000,,5000,5000,,,17500,,N,N,N,ZOA,CA,US,K2,2026-05-14,AWY_SEG_ALT,16541
AWY_OCC:V494:C:130,AWY_OCC:V494:C:140,76.33,257.12,8.93,5000,,,,,,17500,,N,N,N,ZOA,CA,US,K2,2026-05-14,AWY_SEG_ALT,16542
AWY_OCC:V494:C:140,AWY_OCC:V494:C:150,76.33,257.12,21.59,5000,,,,,,17500,,N,N,N,ZOA,CA,US,K2,2026-05-14,AWY_SEG_ALT,16543
AWY_OCC:V494:C:150,AWY_OCC:V494:C:160,76.33,257.12,7,5000,,,,,,17500,,N,N,N,ZOA,CA,US,K2,2026-05-14,AWY_SEG_ALT,16544
AWY_OCC:V494:C:160,AWY_OCC:V494:C:170,21.01,201.32,22.96,3500,,,2300,,,17500,,N,N,N,ZOA,CA,US,,2026-05-14,AWY_SEG_ALT,16545
AWY_OCC:V494:C:170,AWY_OCC:V494:C:180,21.01,201.32,10.91,4000,,,,,,17500,,N,N,N,ZOA,CA,US,K2,2026-05-14,AWY_SEG_ALT,16546
AWY_OCC:V494:C:180,AWY_OCC:V494:C:190,21.01,201.32,4.42,6000,,,4700,7600,,17500,,N,N,N,ZOA,CA,US,K2,2026-05-14,AWY_SEG_ALT,16547
AWY_OCC:V494:C:190,AWY_OCC:V494:C:200,52.64,233.13,39,11200,,,,,,17500,,N,N,Y,ZOA,CA,US,K2,2026-05-14,AWY_SEG_ALT,16548
AWY_OCC:V494:C:200,AWY_OCC:V494:C:210,62,242.43,8.22,12000,,,,10700,,17500,,N,N,N,ZOA,CA,US,,2026-05-14,AWY_SEG_ALT,16549
AWY_OCC:V494:C:210,AWY_OCC:V494:C:220,62,242.43,11.82,12000,,,,,,17500,,N,N,N,ZOA,CA,US,K2,2026-05-14,AWY_SEG_ALT,16550
AWY_OCC:V494:C:220,AWY_OCC:V494:C:230,62,242.43,3.76,12000,,,,,,17500,,N,N,N,ZOA,NV,US,K2,2026-05-14,AWY_SEG_ALT,16551
AWY_OCC:V494:C:230,AWY_OCC:V494:C:240,62,242.43,8.59,12000,,,,,,17500,,N,N,N,ZOA,NV,US,K2,2026-05-14,AWY_SEG_ALT,16552
AWY_OCC:V494:C:240,AWY_OCC:V494:C:250,46.63,227,8.33,10000,,,9300,9000,,17500,,N,N,Y,ZOA,NV,US,K2,2026-05-14,AWY_SEG_ALT,16553
AWY_OCC:V494:C:250,AWY_OCC:V494:C:260,46.63,227,12.33,10000,,,9300,,,17500,,N,N,N,ZOA,NV,US,K2,2026-05-14,AWY_SEG_ALT,16554
AWY_OCC:V494:C:260,AWY_OCC:V494:C:270,46.63,227,10,10000,,,9300,,,17500,,N,N,N,ZOA,NV,US,K2,2026-05-14,AWY_SEG_ALT,16555
AWY_OCC:V495:C:10,AWY_OCC:V495:C:20,321.25,140.97,40.04,10000,,,9400,,,17500,,N,N,N,ZSE,CA,US,,2026-05-14,AWY_SEG_ALT,16557
AWY_OCC:V495:C:20,AWY_OCC:V495:C:30,321.25,140.97,15.28,10100,,,7300,10000,10000,17500,,N,N,N,ZSE,OR,US,K1,2026-05-14,AWY_SEG_ALT,16558
AWY_OCC:V495:C:30,AWY_OCC:V495:C:40,333.92,153.84,9.79,9000,,,6500,,10100,17500,,N,N,Y,ZSE,OR,US,K1,2026-05-14,AWY_SEG_ALT,16559
AWY_OCC:V495:C:40,AWY_OCC:V495:C:50,333.92,153.84,17.42,8000,,,7500,,,17500,,N,N,N,ZSE,OR,US,K1,2026-05-14,AWY_SEG_ALT,16560
AWY_OCC:V495:C:50,AWY_OCC:V495:C:60,333.92,153.84,24.99,8000,,,7500,,,17500,,N,N,N,ZSE,OR,US,K1,2026-05-14,AWY_SEG_ALT,16561
AWY_OCC:V495:C:60,AWY_OCC:V495:C:70,335,154.93,46.5,7000,,,4800,,,17500,,N,N,N,ZSE,OR,US,,2026-05-14,AWY_SEG_ALT,16562
AWY_OCC:V495:C:70,AWY_OCC:V495:C:80,335,154.93,6.14,4300,7000,,,,7000,17500,,N,N,N,ZSE,OR,US,K1,2026-05-14,AWY_SEG_ALT,16563
AWY_OCC:V495:C:80,AWY_OCC:V495:C:90,356.88,177,10,4300,7000,,,,,17500,,N,N,Y,ZSE,OR,US,K1,2026-05-14,AWY_SEG_ALT,16564
AWY_OCC:V495:C:90,AWY_OCC:V495:C:100,356.88,177,17.52,4300,,,,,,17500,,N,N,N,ZSE,OR,US,K1,2026-05-14,AWY_SEG_ALT,16565
AWY_OCC:V495:C:100,AWY_OCC:V495:C:110,356.6,173.82,16,4000,,,,,,17500,,N,N,N,ZSE,OR,US,,2026-05-14,AWY_SEG_ALT,16566
AWY_OCC:V495:C:110,AWY_OCC:V495:C:120,356.6,173.82,16.96,4000,,,,,,17500,,N,N,N,ZSE,OR,US,K1,2026-05-14,AWY_SEG_ALT,16567
AWY_OCC:V495:C:120,AWY_OCC:V495:C:130,356.6,173.82,20,4000,,,,,,17500,,N,N,N,ZSE,OR,US,K1,2026-05-14,AWY_SEG_ALT,16568
AWY_OCC:V495:C:130,AWY_OCC:V495:C:140,13.41,193.68,5.75,4000,,,,,,17500,,N,N,N,ZSE,OR,US,,2026-05-14,AWY_SEG_ALT,16569
AWY_OCC:V495:C:140,AWY_OCC:V495:C:150,13.41,193.68,23,4000,,,,,,17500,,N,N,N,ZSE,OR,US,K1,2026-05-14,AWY_SEG_ALT,16570
AWY_OCC:V495:C:150,AWY_OCC:V495:C:160,345.47,167.67,10,9000,5300,5300,,9000,,17500,,N,N,N,ZSE,WA,US,,2026-05-14,AWY_SEG_ALT,16571
AWY_OCC:V495:C:160,AWY_OCC:V495:C:170,345.47,167.67,6.64,9000,5300,5300,,,,17500,,N,N,N,ZSE,WA,US,K1,2026-05-14,AWY_SEG_ALT,16572
AWY_OCC:V495:C:170,AWY_OCC:V495:C:180,345.47,167.67,48.23,9000,,7000,,9000,,17500,,N,N,N,ZSE,WA,US,K1,2026-05-14,AWY_SEG_ALT,16573
AWY_OCC:V495:C:180,AWY_OCC:V495:C:190,345.47,167.67,11.25,5000,9000,4200,,,,17500,,N,N,N,ZSE,WA,US,K1,2026-05-14,AWY_SEG_ALT,16574
AWY_OCC:V495:C:190,AWY_OCC:V495:C:200,345.47,167.67,25.84,5000,9000,3000,,,,17500,,N,N,N,ZSE,WA,US,K1,2026-05-14,AWY_SEG_ALT,16575
AWY_OCC:V497:C:10,AWY_OCC:V497:C:20,302.9,123.16,76.82,9000,,,,,,17500,,N,N,N,ZLC,OR,US,,2026-05-14,AWY_SEG_ALT,16577
AWY_OCC:V497:C:20,AWY_OCC:V497:C:30,314.95,132.42,49.5,9000,,,,,,17500,,N,N,N,ZLC,OR,US,,2026-05-14,AWY_SEG_ALT,16578
AWY_OCC:V497:C:30,AWY_OCC:V497:C:40,314.95,132.42,6.96,9000,,,,,,17500,,N,N,N,ZSE,OR,US,K1,2026-05-14,AWY_SEG_ALT,16579
AWY_OCC:V497:C:40,AWY_OCC:V497:C:50,314.95,132.42,3.36,9000,,,,,,17500,,N,N,N,ZSE,OR,US,K1,2026-05-14,AWY_SEG_ALT,16580
AWY_OCC:V497:C:50,AWY_OCC:V497:C:60,314.95,132.42,11.45,9000,,,,,,17500,,N,N,N,ZSE,OR,US,K1,2026-05-14,AWY_SEG_ALT,16581
AWY_OCC:V497:C:60,AWY_OCC:V497:C:70,297.8,115.82,27,7300,,,,,,17500,,N,N,N,ZSE,OR,US,,2026-05-14,AWY_SEG_ALT,16582
AWY_OCC:V497:C:70,AWY_OCC:V497:C:80,297.8,115.82,41.16,7300,,,,,10000,17500,,N,N,N,ZSE,OR,US,K1,2026-05-14,AWY_SEG_ALT,16583
AWY_OCC:V497:C:80,AWY_OCC:V497:C:90,297.8,115.82,18.8,7300,,,,,,17500,,N,N,N,ZSE,OR,US,K1,2026-05-14,AWY_SEG_ALT,16584
AWY_OCC:V497:C:90,AWY_OCC:V497:C:100,32.42,213.24,59.11,7000,,,,,,17500,,N,N,N,ZSE,OR,US,,2026-05-14,AWY_SEG_ALT,16585
AWY_OCC:V497:C:100,AWY_OCC:V497:C:110,7.53,188,9.51,6000,,,,,5500,17500,,N,N,Y,ZSE,WA,US,K1,2026-05-14,AWY_SEG_ALT,16586
AWY_OCC:V497:C:110,AWY_OCC:V497:C:120,7.53,188,51.55,6000,,,,,,17500,,N,N,N,ZSE,WA,US,K1,2026-05-14,AWY_SEG_ALT,16587
AWY_OCC:V497:C:120,AWY_OCC:V497:C:130,318.46,135.38,10.94,4000,,,,,,17500,,N,N,N,ZSE,WA,US,,2026-05-14,AWY_SEG_ALT,16588
AWY_OCC:V498:A:10,AWY_OCC:V498:A:20,325.46,151.41,14,,,,,,,,,N,N,N,ZAN,AK,US,,2026-05-14,AWY_SEG_ALT,16590
AWY_OCC:V498:A:20,AWY_OCC:V498:A:30,325.46,151.41,6,,,,,,,,,N,N,N,ZAN,AK,US,PA,2026-05-14,AWY_SEG_ALT,16591
AWY_OCC:V498:A:30,AWY_OCC:V498:A:40,325.46,151.41,71.94,,,,,,,,,N,N,N,ZAN,AK,US,PA,2026-05-14,AWY_SEG_ALT,16592
AWY_OCC:V498:A:40,AWY_OCC:V498:A:50,325.46,151.41,10,6000,4000,,4000,,,17500,,N,N,N,ZAN,AK,US,PA,2026-05-14,AWY_SEG_ALT,16593
AWY_OCC:V498:A:50,AWY_OCC:V498:A:60,325.46,151.41,10,6000,4000,,4000,,,17500,,N,N,N,ZAN,AK,US,PA,2026-05-14,AWY_SEG_ALT,16594
AWY_OCC:V498:A:60,AWY_OCC:V498:A:70,302.86,114.6,18.82,3000,,,2500,,,17500,,N,N,N,ZAN,AK,US,,2026-05-14,AWY_SEG_ALT,16595
AWY_OCC:V498:A:70,AWY_OCC:V498:A:80,302.86,114.6,49.19,8000,4000,,4000,,,17500,,N,N,N,ZAN,AK,US,PA,2026-05-14,AWY_SEG_ALT,16596
AWY_OCC:V498:A:80,AWY_OCC:V498:A:90,302.86,114.6,59.05,8000,,,5300,,8000,17500,,N,N,N,ZAN,AK,US,PA,2026-05-14,AWY_SEG_ALT,16597
AWY_OCC:V498:A:90,AWY_OCC:V498:A:100,302.86,114.6,35.11,8000,,,5300,,,17500,,N,N,N,ZAN,AK,US,PA,2026-05-14,AWY_SEG_ALT,16598
AWY_OCC:V498:A:100,AWY_OCC:V498:A:110,302.86,114.6,18,8000,2000,,2000,,,17500,,N,N,N,ZAN,AK,US,PA,2026-05-14,AWY_SEG_ALT,16599
AWY_OCC:V498:A:110,AWY_OCC:V498:A:120,302.86,114.6,12,8000,2000,,2000,,,17500,,N,N,N,ZAN,AK,US,PA,2026-05-14,AWY_SEG_ALT,16600
AWY_OCC:V499:C:10,AWY_OCC:V499:C:20,44.78,225.01,9.82,2300,,,,,,17500,,N,N,N,ZDC,MD,US,,2026-05-14,AWY_SEG_ALT,16602
AWY_OCC:V499:C:20,AWY_OCC:V499:C:30,44.78,225.01,9.51,2300,,,,,,17500,,N,N,N,ZDC,MD,US,K6,2026-05-14,AWY_SEG_ALT,16603
AWY_OCC:V499:C:30,AWY_OCC:V499:C:40,44.78,225.01,0.67,2300,,,,,,17500,,N,N,N,ZNY,MD,US,K6,2026-05-14,AWY_SEG_ALT,16604
AWY_OCC:V499:C:40,AWY_OCC:V499:C:50,44.78,225.01,4,2300,,,,,,17500,,N,N,N,ZNY,MD,US,K6,2026-05-14,AWY_SEG_ALT,16605
AWY_OCC:V499:C:50,AWY_OCC:V499:C:60,44.78,225.01,6.09,2300,,,,,,17500,,N,N,N,ZNY,MD,US,K6,2026-05-14,AWY_SEG_ALT,16606
AWY_OCC:V499:C:60,AWY_OCC:V499:C:70,9.76,189.77,13.32,2500,,,,,,17500,,N,N,Y,ZNY,MD,US,K6,2026-05-14,AWY_SEG_ALT,16607
AWY_OCC:V499:C:70,AWY_OCC:V499:C:80,9.76,189.77,8.4,2500,,,,,,17500,,N,N,N,ZNY,PA,US,K6,2026-05-14,AWY_SEG_ALT,16608
AWY_OCC:V499:C:80,AWY_OCC:V499:C:90,9.76,189.77,10.2,2500,,,,,,17500,,N,N,N,ZNY,PA,US,K6,2026-05-14,AWY_SEG_ALT,16609
AWY_OCC:V499:C:90,AWY_OCC:V499:C:100,12.24,193.34,15.49,8000,,,4000,,,17500,,N,N,N,ZNY,PA,US,,2026-05-14,AWY_SEG_ALT,16610
AWY_OCC:V499:C:100,AWY_OCC:V499:C:110,12.24,193.34,14.51,8000,,,4000,,,17500,,N,N,N,ZNY,PA,US,K6,2026-05-14,AWY_SEG_ALT,16611
AWY_OCC:V499:C:110,AWY_OCC:V499:C:120,12.24,193.34,3.44,8000,,,4000,,,17500,,N,N,N,ZNY,PA,US,K6,2026-05-14,AWY_SEG_ALT,16612
AWY_OCC:V499:C:120,AWY_OCC:V499:C:130,12.24,193.34,14.55,8000,,,4300,8000,,17500,,N,N,N,ZNY,PA,US,K6,2026-05-14,AWY_SEG_ALT,16613
AWY_OCC:V499:C:130,AWY_OCC:V499:C:140,12.24,193.34,16.11,8000,,,4300,,,17500,,N,N,N,ZNY,PA,US,K6,2026-05-14,AWY_SEG_ALT,16614
AWY_OCC:V499:C:140,AWY_OCC:V499:C:150,12.24,193.34,2.7,4900,,,,,,17500,,N,N,N,ZNY,PA,US,K6,2026-05-14,AWY_SEG_ALT,16615
AWY_OCC:V499:C:150,AWY_OCC:V499:C:160,12.24,193.34,45.4,4900,,,,,,17500,,N,N,N,ZNY,PA,US,K6,2026-05-14,AWY_SEG_ALT,16616
AWY_OCC:V499:C:160,AWY_OCC:V499:C:170,12.24,193.34,10.21,4900,,,,,,17500,,N,N,N,ZNY,PA,US,K6,2026-05-14,AWY_SEG_ALT,16617
