nodeKey,FIX_ID,ICAO_REGION_CODE,STATE_CODE,COUNTRY_CODE,LAT_DECIMAL,LONG_DECIMAL,FIX_USE_CODE,ARTCC_ID_HIGH,ARTCC_ID_LOW,COMPULSORY,CHARTS
FIX:ETORE,ETORE,K7,FL,US,29.69694444,-81.67993055,WP,ZJX,ZJX,,"CONTROLLER HIGH,ENROUTE HIGH,SID"
FIX:EUGEN,EUGEN,K2,CA,US,37.09344722,-122.44421388,RP,ZOA,ZOA,,"CONTROLLER,ENROUTE LOW,SID"
FIX:EUING,EUING,K3,MO,US,39.73645833,-92.69768611,WP,ZKC,ZKC,,STAR
FIX:EVING,EVING,K7,NC,US,36.08934722,-79.89899444,WP,ZTL,ZTL,,"CONTROLLER HIGH,ENROUTE HIGH"
FIX:EVOTE,EVOTE,K5,MI,US,41.95100833,-85.23016944,RP,ZAU,ZAU,,"ENROUTE HIGH,ENROUTE LOW"
FIX:EWESS,EWESS,K6,WV,US,38.363975,-80.11445277,WP,ZDC,ZDC,,"CONTROLLER HIGH,ENROUTE HIGH"
FIX:EXARR,EXARR,K5,WI,US,42.85,-87.44444444,WP,ZAU,ZAU,,"CONTROLLER,ENROUTE LOW"
FIX:EXBOX,EXBOX,K7,FL,US,29.88016388,-81.17013055,WP,ZJX,ZJX,,SID
FIX:EXERT,EXERT,K2,CA,US,33.87776111,-118.84609166,RP,ZLA,ZLA,,"CONTROLLER LOW,ENROUTE LOW,IAP,STAR"
FIX:EYELO,EYELO,K2,UT,US,38.75789166,-110.78193611,WP,ZLC,ZLC,,SID
FIX:EYOBI,EYOBI,K7,NC,US,34.78636111,-78.84917222,RP,ZDC,ZDC,,"CONTROLLER LOW,ENROUTE LOW,IAP,SID"
FIX:FABEN,FABEN,K6,NY,US,42.85334444,-75.95219722,WP,ZBW,ZBW,,"CONTROLLER,ENROUTE HIGH"
FIX:FAGED,FAGED,K6,VA,US,37.85213611,-76.68219722,WP,ZDC,ZDC,,"CONTROLLER LOW,ENROUTE LOW,STAR"
FIX:FAIIR,FAIIR,K6,WV,US,38.79294444,-81.01191666,WP,ZID,ZID,,"CONTROLLER HIGH,ENROUTE HIGH,STAR"
FIX:FAMUK,FAMUK,K1,OR,US,44.5,-123.13583333,WP,ZSE,ZSE,,"ENROUTE HIGH,SID"
FIX:FANPO,FANPO,K6,VA,US,38.42367777,-78.23088888,WP,ZDC,ZDC,,"CONTROLLER,ENROUTE HIGH"
FIX:FAPER,FAPER,K5,KY,US,37.34927222,-86.79033055,WP,ZID,ZID,,"CONTROLLER LOW,ENROUTE LOW,SID"
FIX:FAREV,FAREV,K5,KY,US,37.20789722,-85.12254444,WP,ZID,ZID,,"CONTROLLER HIGH,ENROUTE HIGH"
FIX:FAYEE,FAYEE,K4,AR,US,33.92964722,-91.57075833,RP,ZME,ZME,,"CONTROLLER HIGH,CONTROLLER LOW,ENROUTE HIGH,ENROUTE LOW,STAR"
FIX:FEBEL,FEBEL,K7,NC,US,35.95876388,-77.89784166,RP,ZDC,ZDC,,"ENROUTE LOW,IAP,SID"
FIX:FEBRO,FEBRO,K7,FL,US,27.61724444,-81.78546666,WP,ZMA,ZMA,,"CONTROLLER LOW,ENROUTE LOW,SECTIONAL"
FIX:FEEDS,FEEDS,K6,VA,US,37.27476944,-80.50924444,WP,ZDC,ZDC,,"CONTROLLER,ENROUTE HIGH"
FIX:FEMON,FEMON,K7,FL,US,30.45876944,-81.39338888,WP,ZJX,ZJX,,"CONTROLLER HIGH,CONTROLLER LOW,ENROUTE HIGH,ENROUTE LOW,SID"
FIX:FEPOT,FEPOT,K1,WA,US,47.08083333,-123.21888888,WP,ZSE,ZSE,,"CONTROLLER,CONTROLLER HIGH,CONTROLLER LOW,ENROUTE HIGH,ENROUTE LOW,SID"
FIX:FERAL,FERAL,K7,FL,US,26.51315555,-81.77103888,WP,ZMA,ZMA,,"CONTROLLER HIGH,CONTROLLER LOW,ENROUTE HIGH,ENROUTE LOW,STAR"
FIX:FEVTA,FEVTA,K2,CA,US,38.14706388,-121.97028888,WP,ZOA,ZOA,,"CONTROLLER LOW,ENROUTE LOW,IAP,STAR"
FIX:FEWWW,FEWWW,K4,AR,US,34.19556944,-93.90229166,WP,ZFW,ZFW,,"CONTROLLER HIGH,ENROUTE HIGH,STAR"
FIX:FFIST,FFIST,K2,CA,US,37.61566666,-121.68677222,WP,ZOA,ZOA,,"IAP,STAR"
FIX:FILDS,FILDS,K6,VA,US,36.58665555,-80.74473888,WP,ZTL,ZTL,,"CONTROLLER HIGH,ENROUTE HIGH,SID"
FIX:FILGA,FILGA,K6,NY,US,41.40781388,-74.02010277,WP,ZBW,ZBW,,"IAP,STAR"
FIX:FILLI,FILLI,K7,SC,US,33.85496944,-79.76584444,RP,ZJX,ZJX,,"CONTROLLER LOW,ENROUTE LOW,SID"
FIX:FILPS,FILPS,K6,NY,US,41.94186666,-74.39523055,RP,,ZBW,,"CONTROLLER LOW,ENROUTE LOW,SECTIONAL"
FIX:FINER,FINER,K2,CA,US,41.33583333,-123.02916666,WP,ZSE,ZSE,,ENROUTE HIGH
FIX:FLAPE,FLAPE,K6,MA,US,41.06563888,-71.06959722,RP,ZBW,ZBW,,"CONTROLLER HIGH,CONTROLLER LOW,ENROUTE HIGH,ENROUTE LOW,STAR"
FIX:FLASK,FLASK,K6,VA,US,37.01775555,-80.31628333,WP,ZDC,ZDC,,"CONTROLLER HIGH,CONTROLLER LOW,ENROUTE HIGH,ENROUTE LOW,MILITARY SID,SID,STAR"
FIX:FLIRT,FLIRT,K6,PA,US,39.92875277,-76.70425277,RP,ZNY,ZNY,,"CONTROLLER,ENROUTE HIGH"
FIX:FLLGG,FLLGG,K7,SC,US,34.00396944,-79.98361388,WP,ZJX,ZJX,,"CONTROLLER HIGH,CONTROLLER LOW,ENROUTE HIGH,ENROUTE LOW,STAR"
FIX:FLMGO,FLMGO,K7,FL,US,26.91141388,-80.70051944,RP,ZMA,ZMA,,"CONTROLLER LOW,ENROUTE LOW,SID"
FIX:FLOAT,FLOAT,K6,PA,US,40.42995555,-75.88440833,RP,ZNY,ZNY,,"CONTROLLER LOW,ENROUTE LOW,IAP,SECTIONAL"
FIX:FLOSI,FLOSI,K6,NY,US,41.54352777,-74.33409722,RP,ZBW,ZBW,,"ENROUTE HIGH,ENROUTE LOW,STAR"
FIX:FLRDA,FLRDA,K,OA,US,31.42843888,-78.11767222,WP,ZJX,ZJX,,"CONTROLLER HIGH,CONTROLLER LOW,ENROUTE HIGH,ENROUTE LOW,WESTERN ATLANTIC ROUTE"
FIX:FOLEZ,FOLEZ,K6,PA,US,39.92576666,-75.82124722,WP,ZNY,ZNY,,"AREA,CONTROLLER LOW,ENROUTE LOW,SECTIONAL,SID"
FIX:FORCK,FORCK,K4,TX,US,32.99653333,-94.26981666,WP,ZFW,ZFW,,"CONTROLLER HIGH,ENROUTE HIGH,SID"
FIX:FORTL,FORTL,K7,FL,US,26.30938055,-81.35235,RP,ZMA,ZMA,,"CONTROLLER LOW,ENROUTE LOW,IAP,STAR"
FIX:FOSTY,FOSTY,K6,RI,US,41.84318333,-71.64203888,RP,,ZBW,,"CONTROLLER LOW,ENROUTE LOW,IAP,SECTIONAL,STAR"
FIX:FOUNT,FOUNT,K5,KY,US,36.95676111,-84.05053333,RP,ZID,ZID,,"CONTROLLER HIGH,CONTROLLER LOW,ENROUTE HIGH"
FIX:FOXAM,FOXAM,K7,FL,US,29.56048055,-81.16051111,WP,ZJX,ZJX,,"CONTROLLER LOW,ENROUTE LOW,SECTIONAL"
FIX:FOXBO,FOXBO,K6,MA,US,41.91676944,-70.24946666,WP,,ZBW,,ENROUTE HIGH
FIX:FOXEE,FOXEE,K6,PA,US,41.19385277,-80.49558055,WP,ZOB,ZOB,,"CONTROLLER,ENROUTE HIGH"
FIX:FOXWD,FOXWD,K6,CT,US,41.80601666,-71.80195277,WP,ZBW,ZBW,,"CONTROLLER HIGH,CONTROLLER LOW,ENROUTE HIGH"
FIX:FRALE,FRALE,K5,IL,US,39.24246111,-89.812,WP,ZKC,ZKC,,"CONTROLLER LOW,ENROUTE LOW"
FIX:FRDDO,FRDDO,K7,AL,US,32.32175833,-86.44720555,WP,ZTL,ZTL,,"CONTROLLER,ENROUTE HIGH,ENROUTE LOW,STAR"
FIX:FREDO,FREDO,K6,MA,US,41.90567222,-70.58223333,RP,,ZBW,,"CONTROLLER LOW,ENROUTE LOW,IAP,SID"
FIX:FRETS,FRETS,K2,CA,US,33.77954166,-117.49768888,RP,ZLA,ZLA,,"CONTROLLER,ENROUTE LOW,STAR"
FIX:FRIKY,FRIKY,K6,VA,US,37.24068888,-79.90584722,WP,ZDC,ZDC,,"CONTROLLER HIGH,ENROUTE HIGH,STAR"
FIX:FROGZ,FROGZ,K7,FL,US,25.91317777,-81.037,WP,ZMA,ZMA,,"CONTROLLER HIGH,CONTROLLER LOW,ENROUTE HIGH,ENROUTE LOW,STAR"
FIX:FROOT,FROOT,K,OG,US,27.73917222,-85.30289722,WP,ZJX,ZJX,,"CONTROLLER HIGH,CONTROLLER LOW,ENROUTE HIGH,ENROUTE LOW,SID"
FIX:FRSBE,FRSBE,K7,FL,US,26.91144166,-80.70052222,RP,ZMA,ZMA,,"CONTROLLER HIGH,CONTROLLER LOW,ENROUTE HIGH,ENROUTE LOW,SID"
FIX:FRZBE,FRZBE,K7,FL,US,27.27348055,-82.65778611,WP,ZMA,ZMA,,"CONTROLLER HIGH,CONTROLLER LOW,ENROUTE HIGH,ENROUTE LOW,STAR"
FIX:FUBLL,FUBLL,K6,VA,US,37.14152777,-79.45413055,WP,ZDC,ZDC,,"CONTROLLER HIGH,ENROUTE HIGH,SID,STAR"
FIX:FUELR,FUELR,K2,CA,US,33.98601944,-117.89688611,RP,ZLA,ZLA,,"AREA,IAP"
FIX:FUSCO,FUSCO,K4,TX,US,31.17692777,-101.32916666,RP,ZFW,ZFW,,"CONTROLLER HIGH,CONTROLLER LOW,ENROUTE HIGH,ENROUTE LOW,STAR"
FIX:FUUFF,FUUFF,K7,NC,US,36.41386388,-78.36895555,WP,ZDC,ZDC,,"CONTROLLER HIGH,CONTROLLER LOW,ENROUTE HIGH,ENROUTE LOW"
FIX:FYLLS,FYLLS,K5,OH,US,39.90675277,-84.63051111,RP,ZID,ZID,,"CONTROLLER,ENROUTE HIGH"
FIX:GAAPP,GAAPP,K6,PA,US,40.53551388,-76.89999722,RP,ZNY,ZNY,,ENROUTE LOW
FIX:GABBL,GABBL,K2,AZ,US,34.51576944,-114.05572222,WP,ZLA,ZLA,,"CONTROLLER,ENROUTE HIGH,STAR"
FIX:GAILS,GAILS,K6,MA,US,41.86903055,-70.40213611,RP,,ZBW,,"CONTROLLER HIGH,CONTROLLER LOW,ENROUTE LOW,IAP"
FIX:GALLI,GALLI,K2,NV,US,40.31953888,-118.12162222,WP,ZLC,ZLC,,"CONTROLLER HIGH,ENROUTE HIGH"
FIX:GALWA,GALWA,K6,NY,US,43.00944444,-74.00958611,RP,ZBW,ZBW,,"CONTROLLER LOW,ENROUTE LOW,SECTIONAL,SID"
FIX:GANDE,GANDE,K6,NY,US,41.51018333,-73.81445277,WP,ZBW,ZBW,,"CONTROLLER HIGH,CONTROLLER LOW,ENROUTE HIGH,ENROUTE LOW,STAR"
FIX:GARIC,GARIC,K7,NC,US,33.87634444,-77.98157222,WP,ZJX,ZJX,,"CONTROLLER HIGH,CONTROLLER LOW,ENROUTE HIGH,ENROUTE LOW,STAR,WESTERN ATLANTIC ROUTE"
FIX:GARTS,GARTS,K7,MS,US,31.09788611,-88.4863,WP,ZHU,ZHU,,"CONTROLLER HIGH,CONTROLLER LOW,ENROUTE HIGH,ENROUTE LOW,SECTIONAL"
FIX:GAWKS,GAWKS,K,OA,US,27.18149444,-83.08754722,WP,ZMA,ZMA,,"CONTROLLER HIGH,CONTROLLER LOW,ENROUTE HIGH,ENROUTE LOW,STAR"
FIX:GAYEL,GAYEL,K6,NY,US,41.40669166,-74.35714444,RP,ZNY,ZNY,,"CONTROLLER HIGH,CONTROLLER LOW,ENROUTE HIGH,ENROUTE LOW,SID"
FIX:GBEES,GBEES,K5,IN,US,38.69853333,-85.17028611,RP,ZID,ZID,,"CONTROLLER HIGH,CONTROLLER LOW,ENROUTE HIGH"
FIX:GDUNN,GDUNN,K7,FL,US,28.10200277,-82.88953888,WP,ZJX,ZJX,,"CONTROLLER HIGH,CONTROLLER LOW,ENROUTE HIGH,ENROUTE LOW,SID"
FIX:GEARS,GEARS,K6,VA,US,37.10200833,-77.39011944,WP,ZDC,ZDC,,"CONTROLLER HIGH,CONTROLLER LOW,ENROUTE HIGH"
FIX:GEFFS,GEFFS,K6,WV,US,39.01385,-80.81384722,RP,,ZID,,"CONTROLLER HIGH,ENROUTE HIGH"
FIX:GENDE,GENDE,K7,AL,US,34.80650833,-86.82497222,WP,ZTL,ZME,,"CONTROLLER LOW,ENROUTE LOW,SID"
FIX:GENOD,GENOD,K7,NC,US,35.55167777,-81.94918055,RP,ZTL,ZTL,,"CONTROLLER LOW,ENROUTE LOW,IAP,SECTIONAL"
FIX:GERBS,GERBS,K5,MI,US,41.77773888,-84.42505555,WP,,ZOB,,"CONTROLLER HIGH,ENROUTE HIGH"
FIX:GETCH,GETCH,K5,MI,US,43.16865277,-86.05085,WP,ZAU,ZAU,,"CONTROLLER LOW,ENROUTE LOW,SID"
FIX:GETME,GETME,K7,AL,US,34.019,-87.174575,RP,ZTL,ZTL,,"AREA,ENROUTE HIGH"
FIX:GETTA,GETTA,K5,KY,US,38.09301944,-85.589,WP,ZID,ZID,,"CONTROLLER HIGH,ENROUTE HIGH,STAR"
FIX:GGAPP,GGAPP,K2,UT,US,37.53322222,-112.13461944,WP,ZLC,ZLC,,"CONTROLLER HIGH,CONTROLLER LOW,ENROUTE HIGH,ENROUTE LOW,STAR"
FIX:GIBBE,GIBBE,K6,NY,US,42.52865833,-77.00094166,RP,ZOB,ZOB,,"CONTROLLER LOW,ENROUTE LOW,IAP"
FIX:GIFFA,GIFFA,K4,TX,US,31.38145277,-95.25169722,RP,ZHU,ZHU,,"CONTROLLER,ENROUTE HIGH,ENROUTE LOW,SID,STAR"
FIX:GIGIH,GIGIH,K,OG,US,25.00908333,-81.73773333,WP,ZMA,ZMA,,"CONTROLLER HIGH,CONTROLLER LOW,ENROUTE HIGH,ENROUTE LOW,STAR"
FIX:GILBI,GILBI,K7,FL,US,26.408825,-80.72901666,RP,ZMA,ZMA,,"CONTROLLER LOW,ENROUTE LOW,IAP"
FIX:GINNA,GINNA,K2,CA,US,34.22297222,-118.83207777,RP,ZLA,ZLA,,"AREA,CONTROLLER LOW,ENROUTE LOW,IAP,SID"
FIX:GIPPL,GIPPL,K7,GA,US,31.38165555,-81.16491666,WP,ZJX,ZJX,,"CONTROLLER HIGH,ENROUTE HIGH,SID"
FIX:GLANC,GLANC,K6,VA,US,37.44083611,-79.06045833,WP,ZDC,ZDC,,"CONTROLLER HIGH,CONTROLLER LOW,ENROUTE HIGH,ENROUTE LOW,MILITARY SID,SID"
FIX:GLAZR,GLAZR,K7,TN,US,36.42243888,-84.78035833,WP,ZID,ZID,,"CONTROLLER HIGH,CONTROLLER LOW,ENROUTE HIGH,ENROUTE LOW,SID,STAR"
FIX:GLYDE,GLYDE,K6,MA,US,42.26773333,-71.81187777,RP,,ZBW,,"CONTROLLER LOW,ENROUTE LOW,IAP,SECTIONAL,SID"
FIX:GNDLA,GNDLA,K2,NM,US,36.76881666,-106.77435833,WP,ZDV,ZDV,,STAR
FIX:GNTRY,GNTRY,CY,,CA,42.50972222,-81.78972222,WP,ZOB,ZOB,,ENROUTE HIGH
FIX:GOATR,GOATR,K6,NY,US,43.29057777,-76.65215277,WP,ZBW,ZBW,,"CONTROLLER,ENROUTE HIGH"
FIX:GOBBS,GOBBS,K2,CA,US,37.77131666,-122.65811944,RP,ZOA,ZOA,,"AREA,CONTROLLER LOW,ENROUTE LOW,IAP,SID"
FIX:GOETZ,GOETZ,K7,TN,US,35.23408333,-89.15116111,WP,ZME,ZME,,SID
FIX:GOLDA,GOLDA,K6,MD,US,39.17229722,-76.04751944,RP,,ZDC,,"CONTROLLER LOW,ENROUTE LOW,IAP,VFR TERMINAL AREA"
FIX:GONZZ,GONZZ,K6,NY,US,43.08944444,-76.68666666,WP,ZBW,ZBW,,"CONTROLLER,ENROUTE HIGH"
FIX:GOONS,GOONS,K7,GA,US,31.867075,-84.80587222,WP,ZTL,ZJX,,"CONTROLLER HIGH,ENROUTE HIGH"
FIX:GOOOB,GOOOB,K7,NC,US,36.41305555,-78.30121388,WP,ZDC,ZDC,,"CONTROLLER,ENROUTE HIGH,ENROUTE LOW"
FIX:GOSSL,GOSSL,K3,KS,US,38.44077777,-97.22624444,RP,ZKC,ZKC,,"CONTROLLER HIGH,CONTROLLER LOW,ENROUTE HIGH,ENROUTE LOW"
FIX:GRACE,GRACE,K6,PA,US,40.85685,-79.80058888,WP,ZOB,ZOB,,"CONTROLLER LOW,ENROUTE LOW,IAP,STAR"
FIX:GRACO,GRACO,K6,MD,US,38.94161388,-76.19978333,RP,ZDC,ZDC,,"CONTROLLER HIGH,CONTROLLER LOW,ENROUTE HIGH,ENROUTE LOW,IAP,SECTIONAL"
FIX:GRAYM,GRAYM,K6,MA,US,42.10118611,-72.031525,RP,,ZBW,,"CONTROLLER LOW,ENROUTE LOW,IAP,SECTIONAL,STAR"
FIX:GREAD,GREAD,K7,FL,US,27.65809722,-80.50707777,WP,ZMA,ZMA,,"CONTROLLER HIGH,CONTROLLER LOW,ENROUTE HIGH,ENROUTE LOW,STAR"
FIX:GREAS,GREAS,K5,WI,US,42.94106666,-88.54512777,RP,ZAU,ZAU,,"CONTROLLER LOW,ENROUTE LOW,IAP,SECTIONAL,SID"
FIX:GREKI,GREKI,K6,CT,US,41.48000833,-73.31416111,RP,ZBW,ZBW,,"CONTROLLER HIGH,CONTROLLER LOW,ENROUTE HIGH,ENROUTE LOW,SID"
FIX:GRGIA,GRGIA,K7,AL,US,33.07707777,-86.56777222,WP,ZTL,ZTL,,"CONTROLLER,ENROUTE HIGH,SID"
FIX:GRIFT,GRIFT,K5,IL,US,42.29115,-88.89483888,WP,ZAU,ZAU,,"CONTROLLER LOW,ENROUTE LOW,IAP,SPECIAL IAP"
FIX:GRIVY,GRIVY,K5,OH,US,41.07952222,-81.2185,WP,ZOB,ZOB,,"CONTROLLER LOW,ENROUTE LOW,SID,STAR"
FIX:GRNMT,GRNMT,K6,VT,US,43.98305555,-72.97555555,WP,ZBW,ZBW,,"CONTROLLER LOW,ENROUTE LOW"
FIX:GROUT,GROUT,K6,DE,US,39.01908888,-75.41416388,WP,,ZDC,,"CONTROLLER LOW,ENROUTE LOW,IAP,SECTIONAL"
FIX:GRUBR,GRUBR,K,OA,US,30.14936388,-78.55914722,WP,ZJX,ZJX,,"CONTROLLER HIGH,CONTROLLER LOW,ENROUTE HIGH,ENROUTE LOW,WESTERN ATLANTIC ROUTE"
FIX:GRUMP,GRUMP,K6,NH,US,43.55161944,-71.39107222,WP,ZBW,ZBW,,"CONTROLLER LOW,ENROUTE LOW,IAP"
FIX:GUANO,GUANO,K7,FL,US,29.09964722,-81.38859166,RP,ZJX,ZJX,,"CONTROLLER LOW,ENROUTE LOW,IAP,SECTIONAL,SPECIAL IAP"
FIX:GUILD,GUILD,K7,NC,US,36.31376666,-77.24998888,WP,ZDC,ZDC,,"CONTROLLER HIGH,CONTROLLER LOW,ENROUTE HIGH"
FIX:GUMMP,GUMMP,K7,AL,US,33.07570833,-86.61845555,WP,ZTL,ZTL,,"ENROUTE HIGH,ENROUTE LOW,SECTIONAL,SID"
FIX:GURGE,GURGE,K7,SC,US,32.48396111,-81.21152222,WP,ZJX,ZJX,,"CONTROLLER HIGH,ENROUTE HIGH"
FIX:GUSTI,GUSTI,K4,LA,US,29.97092777,-92.90980277,RP,ZHU,ZHU,,"CONTROLLER HIGH,CONTROLLER LOW,ENROUTE HIGH,ENROUTE LOW,IAP,SID"
FIX:GUTZZ,GUTZZ,K4,TX,US,31.41245277,-98.13900833,WP,ZFW,ZFW,,"CONTROLLER HIGH,CONTROLLER LOW,ENROUTE HIGH,ENROUTE LOW,STAR"
FIX:GUURR,GUURR,K7,FL,US,28.36011666,-81.93371666,WP,ZJX,ZJX,,"CONTROLLER LOW,ENROUTE LOW,STAR"
FIX:HAAKK,HAAKK,K5,MI,US,42.13333333,-85.03333333,WP,ZAU,ZAU,,"CONTROLLER HIGH,CONTROLLER LOW,ENROUTE HIGH,ENROUTE LOW"
FIX:HAARP,HAARP,K6,CT,US,41.11635277,-73.59348333,RP,ZBW,ZBW,,"CONTROLLER LOW,ENROUTE LOW,IAP,STAR"
FIX:HAAYS,HAAYS,K6,NY,US,41.32000555,-74.46718055,RP,ZNY,ZNY,,"CONTROLLER LOW,ENROUTE LOW,IAP,SID"
FIX:HABER,HABER,K6,PA,US,40.01777222,-76.13540277,RP,,ZNY,,IAP
FIX:HACKS,HACKS,K6,WV,US,39.12941388,-81.09302777,RP,,ZID,,"CONTROLLER HIGH,ENROUTE HIGH,STAR"
FIX:HADLY,HADLY,K2,CA,US,37.40235833,-122.57559166,RP,ZOA,ZOA,,"AREA,CONTROLLER LOW,ENROUTE LOW,SID,STAR"
FIX:HAGAL,HAGAL,K5,KY,US,38.18649444,-85.58964444,WP,ZID,ZID,,"CONTROLLER HIGH,CONTROLLER LOW,ENROUTE HIGH,ENROUTE LOW,STAR"
FIX:HAHAA,HAHAA,K2,AZ,US,35.45606388,-111.86221111,WP,ZAB,ZAB,,"CONTROLLER HIGH,ENROUTE HIGH,STAR"
FIX:HAILE,HAILE,K2,CA,US,32.77936111,-117.01436388,RP,ZLA,ZLA,,"CONTROLLER LOW,ENROUTE LOW,IAP,STAR"
FIX:HAINY,HAINY,K7,FL,US,28.98472222,-81.36416666,WP,ZJX,ZJX,,STAR
FIX:HAKMN,HAKMN,K2,NV,US,35.50786388,-115.07973333,WP,ZLA,ZLA,,"CONTROLLER HIGH,ENROUTE HIGH,STAR"
FIX:HALEN,HALEN,K2,CO,US,37.83106944,-102.13254166,WP,ZDV,ZDV,,"CONTROLLER HIGH,ENROUTE HIGH,STAR"
FIX:HALLR,HALLR,K7,FL,US,27.54466944,-81.598825,RP,ZMA,ZMA,,"CONTROLLER,ENROUTE LOW,IAP,SID"
FIX:HANAA,HANAA,K6,NY,US,43.19779444,-73.612825,WP,ZBW,ZBW,,"CONTROLLER HIGH,CONTROLLER LOW,ENROUTE HIGH,ENROUTE LOW,SID,STAR"
FIX:HANKK,HANKK,K6,NY,US,42.89495,-77.154225,WP,ZOB,ZOB,,"CONTROLLER HIGH,ENROUTE HIGH"
FIX:HANKO,HANKO,K7,AL,US,33.83835555,-85.64853055,WP,ZTL,ZTL,,"CONTROLLER,ENROUTE HIGH,ENROUTE LOW,SID"
FIX:HANKX,HANKX,MY,,BS,25.68631944,-77.48720277,RP,,ZMA,,"AREA,ENROUTE HIGH,ENROUTE LOW,SID"
FIX:HARBO,HARBO,K6,NJ,US,39.60751111,-74.00737777,RP,,ZNY,,"CONTROLLER HIGH,CONTROLLER LOW,ENROUTE HIGH,ENROUTE LOW,SECTIONAL,STAR"
FIX:HARES,HARES,K4,LA,US,33,-91.73333333,WP,ZME,ZME,,"CONTROLLER HIGH,ENROUTE HIGH"
FIX:HAROB,HAROB,K1,WA,US,47.24333333,-123.04083333,WP,ZSE,ZSE,,"CONTROLLER HIGH,CONTROLLER LOW,ENROUTE HIGH,ENROUTE LOW,SID"
FIX:HASTE,HASTE,K5,MI,US,42.67095277,-85.16736111,RP,ZAU,ZAU,,"CONTROLLER,ENROUTE HIGH,STAR"
FIX:HAVNS,HAVNS,K6,MA,US,42.29861111,-70.46166666,WP,ZBW,ZBW,,"CONTROLLER LOW,ENROUTE LOW"
FIX:HAWES,HAWES,K4,LA,US,32.96200833,-92.84121111,WP,ZFW,ZFW,,"CONTROLLER,SID"
FIX:HAYDO,HAYDO,K6,DE,US,39.20650277,-75.38061111,RP,,ZDC,,ENROUTE LOW
FIX:HEADI,HEADI,K6,NJ,US,39.96376666,-73.72468055,WP,ZBW,ZBW,,"CONTROLLER HIGH,CONTROLLER LOW,ENROUTE HIGH"
FIX:HEDGE,HEDGE,K6,MD,US,38.89225277,-75.83735,WP,ZDC,ZDC,,"CONTROLLER LOW,ENROUTE LOW,SECTIONAL,STAR"
FIX:HELON,HELON,K6,NY,US,41.66742222,-74.28042222,RP,ZBW,ZBW,,"CONTROLLER LOW,ENROUTE LOW,IAP,STAR"
FIX:HELPR,HELPR,K2,UT,US,39.75314166,-110.54812222,RP,ZLC,ZLC,,"CONTROLLER HIGH,CONTROLLER LOW,ENROUTE HIGH,ENROUTE LOW,STAR"
FIX:HENBY,HENBY,K6,VA,US,36.71948611,-80.02480833,WP,ZDC,ZDC,,"CONTROLLER LOW,ENROUTE LOW,IAP,SPECIAL IAP,STAR"
FIX:HENER,HENER,K2,CA,US,34.33106388,-119.22768888,RP,ZLA,ZLA,,"CONTROLLER,ENROUTE LOW,IAP,SID"
FIX:HENSY,HENSY,K7,TN,US,35.33540833,-89.08033611,WP,ZME,ZME,,"CONTROLLER HIGH,CONTROLLER LOW,ENROUTE HIGH"
FIX:HESTA,HESTA,K,OA,US,28.81055277,-79.56128333,WP,ZMA,ZMA,,"CONTROLLER HIGH,CONTROLLER LOW,ENROUTE HIGH,ENROUTE LOW,SID"
FIX:HEVAN,HEVAN,K5,IN,US,39.35246111,-85.12963888,WP,ZID,ZID,,"CONTROLLER HIGH,CONTROLLER LOW,ENROUTE HIGH"
FIX:HIBAC,HIBAC,K,OA,US,29.09406388,-79.56795833,WP,ZMA,ZMA,,"CONTROLLER HIGH,CONTROLLER LOW,ENROUTE HIGH,ENROUTE LOW,STAR"
FIX:HIDAL,HIDAL,K6,NY,US,42.26393888,-73.49822222,RP,,ZBW,,"CONTROLLER LOW,ENROUTE LOW,IAP,SID"
FIX:HIDON,HIDON,K5,OH,US,40.16666666,-81.62416666,WP,ZOB,ZOB,,"CONTROLLER HIGH,ENROUTE HIGH"
FIX:HIGUH,HIGUH,K5,IL,US,42.30134444,-88.00112777,WP,ZAU,ZAU,,"CONTROLLER LOW,ENROUTE LOW,IAP,SPECIAL IAP,STAR"
FIX:HIHWY,HIHWY,K2,CA,US,34.99960833,-119.37007222,WP,ZLA,ZLA,,"ENROUTE HIGH,STAR"
FIX:HILTS,HILTS,K5,IL,US,38.12928333,-88.32521944,RP,ZKC,ZKC,,"CONTROLLER LOW,ENROUTE LOW,SID"
FIX:HINTZ,HINTZ,K7,SC,US,34.16972777,-79.7467,WP,ZJX,ZJX,,"CONTROLLER HIGH,ENROUTE HIGH"
FIX:HIPPI,HIPPI,K2,AZ,US,34.56228888,-113.63936944,RP,ZAB,ZAB,,"CONTROLLER HIGH,ENROUTE HIGH"
FIX:HIRMO,HIRMO,K2,CA,US,37.92765,-122.14835,WP,ZOA,ZOA,,"IAP,STAR"
FIX:HISKU,HISKU,K1,OR,US,44.5,-122.94416666,WP,ZSE,ZSE,,"ENROUTE HIGH,SID"
FIX:HITMN,HITMN,K7,TN,US,36.13679722,-86.68479166,WP,ZME,ZME,,"CONTROLLER HIGH,CONTROLLER LOW,ENROUTE HIGH,ENROUTE LOW,SECTIONAL"
FIX:HLRRY,HLRRY,K6,VA,US,37.075,-82.32024722,WP,ZID,ZID,,"CONTROLLER HIGH,ENROUTE HIGH,STAR"
FIX:HNKER,HNKER,K4,TX,US,33.77650555,-100.34457222,WP,ZFW,ZFW,,"CONTROLLER HIGH,ENROUTE HIGH,STAR"
