fromKey,toKey,sourceCycle,sourceTable,sourceRowId,resolveStatus,confidence
AIRWAY:J169,AIRWAY_PATH:J169:C,2026-05-14,AWY_BASE,173,resolved,high
AIRWAY:J17,AIRWAY_PATH:J17:C,2026-05-14,AWY_BASE,174,resolved,high
AIRWAY:J170,AIRWAY_PATH:J170:C,2026-05-14,AWY_BASE,175,resolved,high
AIRWAY:J171,AIRWAY_PATH:J171:C,2026-05-14,AWY_BASE,176,resolved,high
AIRWAY:J173,AIRWAY_PATH:J173:C,2026-05-14,AWY_BASE,177,resolved,high
AIRWAY:J175,AIRWAY_PATH:J175:C,2026-05-14,AWY_BASE,178,resolved,high
AIRWAY:J177,AIRWAY_PATH:J177:C,2026-05-14,AWY_BASE,179,resolved,high
AIRWAY:J178,AIRWAY_PATH:J178:C,2026-05-14,AWY_BASE,180,resolved,high
AIRWAY:J18,AIRWAY_PATH:J18:C,2026-05-14,AWY_BASE,181,resolved,high
AIRWAY:J180,AIRWAY_PATH:J180:C,2026-05-14,AWY_BASE,182,resolved,high
AIRWAY:J181,AIRWAY_PATH:J181:C,2026-05-14,AWY_BASE,183,resolved,high
AIRWAY:J182,AIRWAY_PATH:J182:C,2026-05-14,AWY_BASE,184,resolved,high
AIRWAY:J183,AIRWAY_PATH:J183:C,2026-05-14,AWY_BASE,185,resolved,high
AIRWAY:J187,AIRWAY_PATH:J187:C,2026-05-14,AWY_BASE,186,resolved,high
AIRWAY:J188,AIRWAY_PATH:J188:A,2026-05-14,AWY_BASE,187,resolved,high
AIRWAY:J189,AIRWAY_PATH:J189:C,2026-05-14,AWY_BASE,188,resolved,high
AIRWAY:J19,AIRWAY_PATH:J19:C,2026-05-14,AWY_BASE,189,resolved,high
AIRWAY:J190,AIRWAY_PATH:J190:C,2026-05-14,AWY_BASE,190,resolved,high
AIRWAY:J195,AIRWAY_PATH:J195:A,2026-05-14,AWY_BASE,191,resolved,high
AIRWAY:J196,AIRWAY_PATH:J196:C,2026-05-14,AWY_BASE,192,resolved,high
AIRWAY:J197,AIRWAY_PATH:J197:C,2026-05-14,AWY_BASE,193,resolved,high
AIRWAY:J198,AIRWAY_PATH:J198:C,2026-05-14,AWY_BASE,194,resolved,high
AIRWAY:J199,AIRWAY_PATH:J199:C,2026-05-14,AWY_BASE,195,resolved,high
AIRWAY:J2,AIRWAY_PATH:J2:C,2026-05-14,AWY_BASE,196,resolved,high
AIRWAY:J20,AIRWAY_PATH:J20:C,2026-05-14,AWY_BASE,197,resolved,high
AIRWAY:J202,AIRWAY_PATH:J202:C,2026-05-14,AWY_BASE,198,resolved,high
AIRWAY:J203,AIRWAY_PATH:J203:C,2026-05-14,AWY_BASE,199,resolved,high
AIRWAY:J204,AIRWAY_PATH:J204:C,2026-05-14,AWY_BASE,200,resolved,high
AIRWAY:J206,AIRWAY_PATH:J206:C,2026-05-14,AWY_BASE,201,resolved,high
AIRWAY:J21,AIRWAY_PATH:J21:C,2026-05-14,AWY_BASE,202,resolved,high
AIRWAY:J211,AIRWAY_PATH:J211:C,2026-05-14,AWY_BASE,203,resolved,high
AIRWAY:J212,AIRWAY_PATH:J212:C,2026-05-14,AWY_BASE,204,resolved,high
AIRWAY:J217,AIRWAY_PATH:J217:C,2026-05-14,AWY_BASE,205,resolved,high
AIRWAY:J22,AIRWAY_PATH:J22:C,2026-05-14,AWY_BASE,206,resolved,high
AIRWAY:J220,AIRWAY_PATH:J220:C,2026-05-14,AWY_BASE,207,resolved,high
AIRWAY:J23,AIRWAY_PATH:J23:C,2026-05-14,AWY_BASE,208,resolved,high
AIRWAY:J231,AIRWAY_PATH:J231:C,2026-05-14,AWY_BASE,209,resolved,high
AIRWAY:J232,AIRWAY_PATH:J232:C,2026-05-14,AWY_BASE,210,resolved,high
AIRWAY:J233,AIRWAY_PATH:J233:C,2026-05-14,AWY_BASE,211,resolved,high
AIRWAY:J236,AIRWAY_PATH:J236:C,2026-05-14,AWY_BASE,212,resolved,high
AIRWAY:J24,AIRWAY_PATH:J24:C,2026-05-14,AWY_BASE,213,resolved,high
AIRWAY:J240,AIRWAY_PATH:J240:C,2026-05-14,AWY_BASE,214,resolved,high
AIRWAY:J244,AIRWAY_PATH:J244:C,2026-05-14,AWY_BASE,215,resolved,high
AIRWAY:J25,AIRWAY_PATH:J25:C,2026-05-14,AWY_BASE,216,resolved,high
AIRWAY:J26,AIRWAY_PATH:J26:C,2026-05-14,AWY_BASE,217,resolved,high
AIRWAY:J27,AIRWAY_PATH:J27:C,2026-05-14,AWY_BASE,218,resolved,high
AIRWAY:J28,AIRWAY_PATH:J28:C,2026-05-14,AWY_BASE,219,resolved,high
AIRWAY:J29,AIRWAY_PATH:J29:C,2026-05-14,AWY_BASE,220,resolved,high
AIRWAY:J3,AIRWAY_PATH:J3:C,2026-05-14,AWY_BASE,221,resolved,high
AIRWAY:J30,AIRWAY_PATH:J30:C,2026-05-14,AWY_BASE,222,resolved,high
AIRWAY:J31,AIRWAY_PATH:J31:C,2026-05-14,AWY_BASE,223,resolved,high
AIRWAY:J32,AIRWAY_PATH:J32:C,2026-05-14,AWY_BASE,224,resolved,high
AIRWAY:J33,AIRWAY_PATH:J33:C,2026-05-14,AWY_BASE,225,resolved,high
AIRWAY:J34,AIRWAY_PATH:J34:C,2026-05-14,AWY_BASE,226,resolved,high
AIRWAY:J35,AIRWAY_PATH:J35:C,2026-05-14,AWY_BASE,227,resolved,high
AIRWAY:J36,AIRWAY_PATH:J36:C,2026-05-14,AWY_BASE,228,resolved,high
AIRWAY:J4,AIRWAY_PATH:J4:C,2026-05-14,AWY_BASE,229,resolved,high
AIRWAY:J41,AIRWAY_PATH:J41:C,2026-05-14,AWY_BASE,230,resolved,high
AIRWAY:J42,AIRWAY_PATH:J42:C,2026-05-14,AWY_BASE,231,resolved,high
AIRWAY:J43,AIRWAY_PATH:J43:C,2026-05-14,AWY_BASE,232,resolved,high
AIRWAY:J44,AIRWAY_PATH:J44:C,2026-05-14,AWY_BASE,233,resolved,high
AIRWAY:J45,AIRWAY_PATH:J45:C,2026-05-14,AWY_BASE,234,resolved,high
AIRWAY:J46,AIRWAY_PATH:J46:C,2026-05-14,AWY_BASE,235,resolved,high
AIRWAY:J478,AIRWAY_PATH:J478:C,2026-05-14,AWY_BASE,236,resolved,high
AIRWAY:J48,AIRWAY_PATH:J48:C,2026-05-14,AWY_BASE,237,resolved,high
AIRWAY:J49,AIRWAY_PATH:J49:C,2026-05-14,AWY_BASE,238,resolved,high
AIRWAY:J5,AIRWAY_PATH:J5:C,2026-05-14,AWY_BASE,239,resolved,high
AIRWAY:J50,AIRWAY_PATH:J50:C,2026-05-14,AWY_BASE,240,resolved,high
AIRWAY:J501,AIRWAY_PATH:J501:C,2026-05-14,AWY_BASE,241,resolved,high
AIRWAY:J502,AIRWAY_PATH:J502:A,2026-05-14,AWY_BASE,242,resolved,high
AIRWAY:J503,AIRWAY_PATH:J503:C,2026-05-14,AWY_BASE,243,resolved,high
AIRWAY:J505,AIRWAY_PATH:J505:C,2026-05-14,AWY_BASE,244,resolved,high
AIRWAY:J507,AIRWAY_PATH:J507:A,2026-05-14,AWY_BASE,245,resolved,high
AIRWAY:J511,AIRWAY_PATH:J511:A,2026-05-14,AWY_BASE,246,resolved,high
AIRWAY:J512,AIRWAY_PATH:J512:A,2026-05-14,AWY_BASE,247,resolved,high
AIRWAY:J515,AIRWAY_PATH:J515:C,2026-05-14,AWY_BASE,248,resolved,high
AIRWAY:J516,AIRWAY_PATH:J516:C,2026-05-14,AWY_BASE,249,resolved,high
AIRWAY:J52,AIRWAY_PATH:J52:C,2026-05-14,AWY_BASE,250,resolved,high
AIRWAY:J523,AIRWAY_PATH:J523:C,2026-05-14,AWY_BASE,251,resolved,high
AIRWAY:J530,AIRWAY_PATH:J530:C,2026-05-14,AWY_BASE,252,resolved,high
AIRWAY:J536,AIRWAY_PATH:J536:A,2026-05-14,AWY_BASE,253,resolved,high
AIRWAY:J537,AIRWAY_PATH:J537:C,2026-05-14,AWY_BASE,254,resolved,high
AIRWAY:J538,AIRWAY_PATH:J538:C,2026-05-14,AWY_BASE,255,resolved,high
