routeKey,ORIGIN_ID,DSTN_ID,PFR_TYPE_CODE,ROUTE_NO,rejectReason
PORTI:EBONY:NAR:1,PORTI,EBONY,NAR,1,origin_airport_not_found|destination_airport_not_found|route_segments_not_found
PORTI:HULTN:NAR:1,PORTI,HULTN,NAR,1,origin_airport_not_found|destination_airport_not_found|route_segments_not_found
PORTI:KANNI:NAR:1,PORTI,KANNI,NAR,1,origin_airport_not_found|destination_airport_not_found|route_segments_not_found
PORTI:KANNI:NAR:2,PORTI,KANNI,NAR,2,origin_airport_not_found|destination_airport_not_found
PORTI:MIILS:NAR:1,PORTI,MIILS,NAR,1,origin_airport_not_found|destination_airport_not_found|route_segments_not_found
PORTI:TOPPS:NAR:1,PORTI,TOPPS,NAR,1,origin_airport_not_found|destination_airport_not_found|route_segments_not_found
PORTI:TUSKY:NAR:1,PORTI,TUSKY,NAR,1,origin_airport_not_found|destination_airport_not_found|route_segments_not_found
PORTI:TUSKY:NAR:2,PORTI,TUSKY,NAR,2,origin_airport_not_found|destination_airport_not_found
PORTI:VITOL:NAR:1,PORTI,VITOL,NAR,1,origin_airport_not_found|destination_airport_not_found|route_segments_not_found
PORTI:VITOL:NAR:2,PORTI,VITOL,NAR,2,origin_airport_not_found|destination_airport_not_found
PORTI:WHALE:NAR:1,PORTI,WHALE,NAR,1,origin_airport_not_found|destination_airport_not_found|route_segments_not_found
PORTI:WHALE:NAR:2,PORTI,WHALE,NAR,2,origin_airport_not_found|destination_airport_not_found
PTW:MOL:HPD:1,PTW,MOL,HPD,1,destination_airport_not_found
PVD:CYHU:H:1,PVD,CYHU,H,1,destination_airport_not_found
PXV:MEM:SHD:1,PXV,MEM,SHD,1,origin_airport_not_found
PXV:MEM:SHD:2,PXV,MEM,SHD,2,origin_airport_not_found
QUBIS:ADW:NAR:1,QUBIS,ADW,NAR,1,origin_airport_not_found
QUBIS:ATL:NAR:1,QUBIS,ATL,NAR,1,origin_airport_not_found
QUBIS:AUS:NAR:1,QUBIS,AUS,NAR,1,origin_airport_not_found
QUBIS:AVUTI:NAR:1,QUBIS,AVUTI,NAR,1,origin_airport_not_found|destination_airport_not_found|route_segments_not_found
QUBIS:BDL:NAR:1,QUBIS,BDL,NAR,1,origin_airport_not_found
QUBIS:BED:NAR:1,QUBIS,BED,NAR,1,origin_airport_not_found
QUBIS:BNA:NAR:1,QUBIS,BNA,NAR,1,origin_airport_not_found
QUBIS:BOS:NAR:1,QUBIS,BOS,NAR,1,origin_airport_not_found
QUBIS:BWI:NAR:1,QUBIS,BWI,NAR,1,origin_airport_not_found
QUBIS:CHS:NAR:1,QUBIS,CHS,NAR,1,origin_airport_not_found
QUBIS:CLT:NAR:1,QUBIS,CLT,NAR,1,origin_airport_not_found
QUBIS:CVG:NAR:1,QUBIS,CVG,NAR,1,origin_airport_not_found
QUBIS:DFW:NAR:1,QUBIS,DFW,NAR,1,origin_airport_not_found
QUBIS:DORYY:NAR:1,QUBIS,DORYY,NAR,1,origin_airport_not_found|destination_airport_not_found|route_segments_not_found
QUBIS:DOV:NAR:1,QUBIS,DOV,NAR,1,origin_airport_not_found
QUBIS:DTW:NAR:1,QUBIS,DTW,NAR,1,origin_airport_not_found
QUBIS:ENNSO:NAR:1,QUBIS,ENNSO,NAR,1,origin_airport_not_found|destination_airport_not_found|route_segments_not_found
QUBIS:EWR:NAR:1,QUBIS,EWR,NAR,1,origin_airport_not_found
QUBIS:FAY:NAR:1,QUBIS,FAY,NAR,1,origin_airport_not_found
QUBIS:FLL:NAR:1,QUBIS,FLL,NAR,1,origin_airport_not_found
QUBIS:FOK:NAR:1,QUBIS,FOK,NAR,1,origin_airport_not_found
QUBIS:GSP:NAR:1,QUBIS,GSP,NAR,1,origin_airport_not_found
QUBIS:HOIST:NAR:1,QUBIS,HOIST,NAR,1,origin_airport_not_found|destination_airport_not_found|route_segments_not_found
QUBIS:HPN:NAR:1,QUBIS,HPN,NAR,1,origin_airport_not_found
QUBIS:IAD:NAR:1,QUBIS,IAD,NAR,1,origin_airport_not_found
QUBIS:IAH:NAR:1,QUBIS,IAH,NAR,1,origin_airport_not_found
QUBIS:IRLOK:NAR:1,QUBIS,IRLOK,NAR,1,origin_airport_not_found|destination_airport_not_found|route_segments_not_found
QUBIS:JANJO:NAR:1,QUBIS,JANJO,NAR,1,origin_airport_not_found|destination_airport_not_found|route_segments_not_found
QUBIS:JFK:NAR:1,QUBIS,JFK,NAR,1,origin_airport_not_found
QUBIS:JFK:NAR:2,QUBIS,JFK,NAR,2,origin_airport_not_found
QUBIS:KODIK:NAR:1,QUBIS,KODIK,NAR,1,origin_airport_not_found|destination_airport_not_found|route_segments_not_found
QUBIS:LOMSI:NAR:1,QUBIS,LOMSI,NAR,1,origin_airport_not_found|destination_airport_not_found|route_segments_not_found
QUBIS:MCO:NAR:1,QUBIS,MCO,NAR,1,origin_airport_not_found
QUBIS:MELDI:NAR:1,QUBIS,MELDI,NAR,1,origin_airport_not_found|destination_airport_not_found|route_segments_not_found
QUBIS:MEM:NAR:1,QUBIS,MEM,NAR,1,origin_airport_not_found
QUBIS:MIA:NAR:1,QUBIS,MIA,NAR,1,origin_airport_not_found
QUBIS:MLB:NAR:1,QUBIS,MLB,NAR,1,origin_airport_not_found
QUBIS:MSY:NAR:1,QUBIS,MSY,NAR,1,origin_airport_not_found
QUBIS:NEEKO:NAR:1,QUBIS,NEEKO,NAR,1,origin_airport_not_found|destination_airport_not_found|route_segments_not_found
QUBIS:PHL:NAR:1,QUBIS,PHL,NAR,1,origin_airport_not_found
QUBIS:PIT:NAR:1,QUBIS,PIT,NAR,1,origin_airport_not_found
QUBIS:POB:NAR:1,QUBIS,POB,NAR,1,origin_airport_not_found
QUBIS:RDU:NAR:1,QUBIS,RDU,NAR,1,origin_airport_not_found
QUBIS:SDF:NAR:1,QUBIS,SDF,NAR,1,origin_airport_not_found
QUBIS:SWF:NAR:1,QUBIS,SWF,NAR,1,origin_airport_not_found
QUBIS:TEB:NAR:1,QUBIS,TEB,NAR,1,origin_airport_not_found
QUBIS:TPA:NAR:1,QUBIS,TPA,NAR,1,origin_airport_not_found
QUBIS:URTAK:NAR:1,QUBIS,URTAK,NAR,1,origin_airport_not_found|destination_airport_not_found
QUBIS:VESMI:NAR:1,QUBIS,VESMI,NAR,1,origin_airport_not_found|destination_airport_not_found
QUBIS:WRI:NAR:1,QUBIS,WRI,NAR,1,origin_airport_not_found
RADUN:KLIPS:NAR:1,RADUN,KLIPS,NAR,1,origin_airport_not_found|destination_airport_not_found|route_segments_not_found
RADUN:LAKES:NAR:1,RADUN,LAKES,NAR,1,origin_airport_not_found|destination_airport_not_found
RADUN:LOPVI:NAR:1,RADUN,LOPVI,NAR,1,origin_airport_not_found|destination_airport_not_found
RADUN:SINGA:NAR:1,RADUN,SINGA,NAR,1,origin_airport_not_found|destination_airport_not_found|route_segments_not_found
RAFIN:BRADD:NAR:1,RAFIN,BRADD,NAR,1,origin_airport_not_found|destination_airport_not_found|route_segments_not_found
RAFIN:BRADD:NAR:2,RAFIN,BRADD,NAR,2,origin_airport_not_found|destination_airport_not_found
RAFIN:KANNI:NAR:1,RAFIN,KANNI,NAR,1,origin_airport_not_found|destination_airport_not_found
RAFIN:KANNI:NAR:2,RAFIN,KANNI,NAR,2,origin_airport_not_found|destination_airport_not_found
RAFIN:MIILS:NAR:1,RAFIN,MIILS,NAR,1,origin_airport_not_found|destination_airport_not_found|route_segments_not_found
RAFIN:TUSKY:NAR:1,RAFIN,TUSKY,NAR,1,origin_airport_not_found|destination_airport_not_found|route_segments_not_found
RAFIN:TUSKY:NAR:2,RAFIN,TUSKY,NAR,2,origin_airport_not_found|destination_airport_not_found
RAFIN:VITOL:NAR:1,RAFIN,VITOL,NAR,1,origin_airport_not_found|destination_airport_not_found
RAFIN:VITOL:NAR:2,RAFIN,VITOL,NAR,2,origin_airport_not_found|destination_airport_not_found
RAFIN:WHALE:NAR:1,RAFIN,WHALE,NAR,1,origin_airport_not_found|destination_airport_not_found
RAL:TIJ:TEC:1,RAL,TIJ,TEC,1,destination_airport_not_found
RAYVO:SARKY:HPD:1,RAYVO,SARKY,HPD,1,origin_airport_not_found|destination_airport_not_found
RDU:CYUL:H:1,RDU,CYUL,H,1,destination_airport_not_found
RDU:CYUL:H:2,RDU,CYUL,H,2,destination_airport_not_found
REI:TIJ:TEC:1,REI,TIJ,TEC,1,destination_airport_not_found
RELIC:ALLEX:NAR:1,RELIC,ALLEX,NAR,1,origin_airport_not_found|destination_airport_not_found|route_segments_not_found
RELIC:BRADD:NAR:1,RELIC,BRADD,NAR,1,origin_airport_not_found|destination_airport_not_found|route_segments_not_found
RELIC:BRADD:NAR:2,RELIC,BRADD,NAR,2,origin_airport_not_found|destination_airport_not_found
RELIC:EBONY:NAR:1,RELIC,EBONY,NAR,1,origin_airport_not_found|destination_airport_not_found|route_segments_not_found
RELIC:KANNI:NAR:1,RELIC,KANNI,NAR,1,origin_airport_not_found|destination_airport_not_found|route_segments_not_found
RELIC:KANNI:NAR:2,RELIC,KANNI,NAR,2,origin_airport_not_found|destination_airport_not_found
RELIC:KANNI:NAR:3,RELIC,KANNI,NAR,3,origin_airport_not_found|destination_airport_not_found
RELIC:MIILS:NAR:1,RELIC,MIILS,NAR,1,origin_airport_not_found|destination_airport_not_found|route_segments_not_found
RELIC:TOPPS:NAR:1,RELIC,TOPPS,NAR,1,origin_airport_not_found|destination_airport_not_found|route_segments_not_found
RELIC:TUSKY:NAR:1,RELIC,TUSKY,NAR,1,origin_airport_not_found|destination_airport_not_found|route_segments_not_found
RELIC:TUSKY:NAR:2,RELIC,TUSKY,NAR,2,origin_airport_not_found|destination_airport_not_found
RELIC:VITOL:NAR:1,RELIC,VITOL,NAR,1,origin_airport_not_found|destination_airport_not_found|route_segments_not_found
RELIC:VITOL:NAR:2,RELIC,VITOL,NAR,2,origin_airport_not_found|destination_airport_not_found
RELIC:WHALE:NAR:1,RELIC,WHALE,NAR,1,origin_airport_not_found|destination_airport_not_found|route_segments_not_found
RELIC:WHALE:NAR:2,RELIC,WHALE,NAR,2,origin_airport_not_found|destination_airport_not_found
RELIC:WHALE:NAR:3,RELIC,WHALE,NAR,3,origin_airport_not_found|destination_airport_not_found
RICCS:CYNTA:HPD:1,RICCS,CYNTA,HPD,1,origin_airport_not_found|destination_airport_not_found
RIKAL:ALLEX:NAR:1,RIKAL,ALLEX,NAR,1,origin_airport_not_found|destination_airport_not_found|route_segments_not_found
RIKAL:ANATI:NAR:1,RIKAL,ANATI,NAR,1,origin_airport_not_found|destination_airport_not_found|route_segments_not_found
RIKAL:EBONY:NAR:1,RIKAL,EBONY,NAR,1,origin_airport_not_found|destination_airport_not_found|route_segments_not_found
RIKAL:HULTN:NAR:1,RIKAL,HULTN,NAR,1,origin_airport_not_found|destination_airport_not_found|route_segments_not_found
RIKAL:KJOHN:NAR:1,RIKAL,KJOHN,NAR,1,origin_airport_not_found|destination_airport_not_found
RIKAL:TOPPS:NAR:1,RIKAL,TOPPS,NAR,1,origin_airport_not_found|destination_airport_not_found|route_segments_not_found
RIKAL:TUSKY:NAR:1,RIKAL,TUSKY,NAR,1,origin_airport_not_found|destination_airport_not_found|route_segments_not_found
RIR:TIJ:TEC:1,RIR,TIJ,TEC,1,destination_airport_not_found
RIV:TIJ:TEC:1,RIV,TIJ,TEC,1,destination_airport_not_found
ROUND:ATL:NAR:1,ROUND,ATL,NAR,1,origin_airport_not_found
ROUND:CYYZ:NAR:1,ROUND,CYYZ,NAR,1,origin_airport_not_found
ROUND:DFW:NAR:1,ROUND,DFW,NAR,1,origin_airport_not_found
ROUND:DTW:NAR:1,ROUND,DTW,NAR,1,origin_airport_not_found
ROUND:IAH:NAR:1,ROUND,IAH,NAR,1,origin_airport_not_found
ROUND:ORD:NAR:1,ROUND,ORD,NAR,1,origin_airport_not_found
ROUND:STL:NAR:1,ROUND,STL,NAR,1,origin_airport_not_found
RSW:TJSJ:H:1,RSW,TJSJ,H,1,destination_airport_not_found
RZC:MEM:SHD:1,RZC,MEM,SHD,1,origin_airport_not_found
RZC:MEM:SHD:2,RZC,MEM,SHD,2,origin_airport_not_found
SAGGY:MAJIK:HPD:1,SAGGY,MAJIK,HPD,1,origin_airport_not_found|destination_airport_not_found
SAGGY:MAJIK:HPD:2,SAGGY,MAJIK,HPD,2,origin_airport_not_found|destination_airport_not_found
SAILE:ADW:NAR:1,SAILE,ADW,NAR,1,origin_airport_not_found
SAILE:ATL:NAR:1,SAILE,ATL,NAR,1,origin_airport_not_found
SAILE:AUS:NAR:1,SAILE,AUS,NAR,1,origin_airport_not_found
SAILE:BED:NAR:1,SAILE,BED,NAR,1,origin_airport_not_found
SAILE:BNA:NAR:1,SAILE,BNA,NAR,1,origin_airport_not_found
SAILE:BOS:NAR:1,SAILE,BOS,NAR,1,origin_airport_not_found
SAILE:CHS:NAR:1,SAILE,CHS,NAR,1,origin_airport_not_found
SAILE:CVG:NAR:1,SAILE,CVG,NAR,1,origin_airport_not_found
SAILE:DOV:NAR:1,SAILE,DOV,NAR,1,origin_airport_not_found
SAILE:DTW:NAR:1,SAILE,DTW,NAR,1,origin_airport_not_found
SAILE:EWR:NAR:1,SAILE,EWR,NAR,1,origin_airport_not_found
SAILE:FAY:NAR:1,SAILE,FAY,NAR,1,origin_airport_not_found
SAILE:FLL:NAR:1,SAILE,FLL,NAR,1,origin_airport_not_found
SAILE:FOK:NAR:1,SAILE,FOK,NAR,1,origin_airport_not_found
SAILE:GSP:NAR:1,SAILE,GSP,NAR,1,origin_airport_not_found
SAILE:HPN:NAR:1,SAILE,HPN,NAR,1,origin_airport_not_found
SAILE:IAD:NAR:1,SAILE,IAD,NAR,1,origin_airport_not_found
SAILE:JFK:NAR:1,SAILE,JFK,NAR,1,origin_airport_not_found
SAILE:MCO:NAR:1,SAILE,MCO,NAR,1,origin_airport_not_found
SAILE:MEM:NAR:1,SAILE,MEM,NAR,1,origin_airport_not_found
SAILE:MIA:NAR:1,SAILE,MIA,NAR,1,origin_airport_not_found
SAILE:MLB:NAR:1,SAILE,MLB,NAR,1,origin_airport_not_found
SAILE:MSY:NAR:1,SAILE,MSY,NAR,1,origin_airport_not_found
SAILE:PHL:NAR:1,SAILE,PHL,NAR,1,origin_airport_not_found
SAILE:POB:NAR:1,SAILE,POB,NAR,1,origin_airport_not_found
SAILE:RDU:NAR:1,SAILE,RDU,NAR,1,origin_airport_not_found
SAILE:SDF:NAR:1,SAILE,SDF,NAR,1,origin_airport_not_found
SAILE:SWF:NAR:1,SAILE,SWF,NAR,1,origin_airport_not_found
SAILE:TEB:NAR:1,SAILE,TEB,NAR,1,origin_airport_not_found
SAILE:TPA:NAR:1,SAILE,TPA,NAR,1,origin_airport_not_found
SAILE:WRI:NAR:1,SAILE,WRI,NAR,1,origin_airport_not_found
SAKES:LAS:SHD:1,SAKES,LAS,SHD,1,origin_airport_not_found
SAVRY:IRBIM:NAR:1,SAVRY,IRBIM,NAR,1,origin_airport_not_found|destination_airport_not_found|route_segments_not_found
SAVRY:LAKES:NAR:1,SAVRY,LAKES,NAR,1,origin_airport_not_found|destination_airport_not_found|route_segments_not_found
SAVRY:MT:NAR:1,SAVRY,MT,NAR,1,origin_airport_not_found|destination_airport_not_found
SAVRY:SINGA:NAR:1,SAVRY,SINGA,NAR,1,origin_airport_not_found|destination_airport_not_found|route_segments_not_found
SAVRY:SYR:NAR:1,SAVRY,SYR,NAR,1,origin_airport_not_found
SAVRY:TAFFY:NAR:1,SAVRY,TAFFY,NAR,1,origin_airport_not_found|destination_airport_not_found
SAVRY:UDMAR:NAR:1,SAVRY,UDMAR,NAR,1,origin_airport_not_found|destination_airport_not_found|route_segments_not_found
SAVRY:YBC:NAR:1,SAVRY,YBC,NAR,1,origin_airport_not_found|destination_airport_not_found
SAWED:SIE:HPD:1,SAWED,SIE,HPD,1,origin_airport_not_found|destination_airport_not_found
SAXAN:ALLEX:NAR:1,SAXAN,ALLEX,NAR,1,origin_airport_not_found|destination_airport_not_found|route_segments_not_found
SAXAN:ANATI:NAR:1,SAXAN,ANATI,NAR,1,origin_airport_not_found|destination_airport_not_found|route_segments_not_found
SAXAN:BRADD:NAR:1,SAXAN,BRADD,NAR,1,origin_airport_not_found|destination_airport_not_found|route_segments_not_found
SAXAN:EBONY:NAR:1,SAXAN,EBONY,NAR,1,origin_airport_not_found|destination_airport_not_found|route_segments_not_found
SAXAN:HULTN:NAR:1,SAXAN,HULTN,NAR,1,origin_airport_not_found|destination_airport_not_found|route_segments_not_found
SAXAN:KJOHN:NAR:1,SAXAN,KJOHN,NAR,1,origin_airport_not_found|destination_airport_not_found
SAXAN:MIILS:NAR:1,SAXAN,MIILS,NAR,1,origin_airport_not_found|destination_airport_not_found|route_segments_not_found
SAXAN:TOPPS:NAR:1,SAXAN,TOPPS,NAR,1,origin_airport_not_found|destination_airport_not_found|route_segments_not_found
SAXAN:TUSKY:NAR:1,SAXAN,TUSKY,NAR,1,origin_airport_not_found|destination_airport_not_found|route_segments_not_found
SBD:TIJ:TEC:1,SBD,TIJ,TEC,1,destination_airport_not_found
SCAPE:DENNN:SLD:1,SCAPE,DENNN,SLD,1,origin_airport_not_found|destination_airport_not_found
SCAPE:UCREK:SLD:1,SCAPE,UCREK,SLD,1,origin_airport_not_found|destination_airport_not_found
SCK:LSN:TEC:1,SCK,LSN,TEC,1,route_segments_not_found
SEA:MLP:SHD:1,SEA,MLP,SHD,1,destination_airport_not_found
SFB:BDA:SHD:1,SFB,BDA,SHD,1,destination_airport_not_found
SHEEK:DEEDA:HPD:1,SHEEK,DEEDA,HPD,1,origin_airport_not_found|destination_airport_not_found
SHEEK:JYROD:HPD:1,SHEEK,JYROD,HPD,1,origin_airport_not_found|destination_airport_not_found
SHEEK:THRSR:HPD:1,SHEEK,THRSR,HPD,1,origin_airport_not_found|destination_airport_not_found
SIE:JOBOC:NAR:1,SIE,JOBOC,NAR,1,origin_airport_not_found|destination_airport_not_found
SIE:SLATN:NAR:1,SIE,SLATN,NAR,1,origin_airport_not_found|destination_airport_not_found
SITTR:SAWED:HPD:1,SITTR,SAWED,HPD,1,origin_airport_not_found|destination_airport_not_found
SLATN:BERGH:NAR:1,SLATN,BERGH,NAR,1,origin_airport_not_found|destination_airport_not_found|route_segments_not_found
SQS:MEM:SHD:1,SQS,MEM,SHD,1,origin_airport_not_found
SQS:MEM:SHD:2,SQS,MEM,SHD,2,origin_airport_not_found
SSM:ATL:NAR:1,SSM,ATL,NAR,1,origin_airport_not_found
SSM:DEN:NAR:1,SSM,DEN,NAR,1,origin_airport_not_found
SSM:DFW:NAR:1,SSM,DFW,NAR,1,origin_airport_not_found
SSM:IAH:NAR:1,SSM,IAH,NAR,1,origin_airport_not_found
SSM:MSP:NAR:1,SSM,MSP,NAR,1,origin_airport_not_found
SSM:ORD:NAR:1,SSM,ORD,NAR,1,origin_airport_not_found
SSM:STL:NAR:1,SSM,STL,NAR,1,origin_airport_not_found
SSOXS:RIFLE:HPD:1,SSOXS,RIFLE,HPD,1,origin_airport_not_found|destination_airport_not_found
SUMMA:REBRG:HPD:1,SUMMA,REBRG,HPD,1,origin_airport_not_found|destination_airport_not_found
SUPRY:BRADD:NAR:1,SUPRY,BRADD,NAR,1,origin_airport_not_found|destination_airport_not_found|route_segments_not_found
SUPRY:BRADD:NAR:2,SUPRY,BRADD,NAR,2,origin_airport_not_found|destination_airport_not_found
SUPRY:KANNI:NAR:1,SUPRY,KANNI,NAR,1,origin_airport_not_found|destination_airport_not_found|route_segments_not_found
SUPRY:KANNI:NAR:2,SUPRY,KANNI,NAR,2,origin_airport_not_found|destination_airport_not_found
SUPRY:MIILS:NAR:1,SUPRY,MIILS,NAR,1,origin_airport_not_found|destination_airport_not_found|route_segments_not_found
SUPRY:TUSKY:NAR:1,SUPRY,TUSKY,NAR,1,origin_airport_not_found|destination_airport_not_found|route_segments_not_found
SUPRY:TUSKY:NAR:2,SUPRY,TUSKY,NAR,2,origin_airport_not_found|destination_airport_not_found
SUPRY:VITOL:NAR:1,SUPRY,VITOL,NAR,1,origin_airport_not_found|destination_airport_not_found|route_segments_not_found
SUPRY:VITOL:NAR:2,SUPRY,VITOL,NAR,2,origin_airport_not_found|destination_airport_not_found
SUPRY:WHALE:NAR:1,SUPRY,WHALE,NAR,1,origin_airport_not_found|destination_airport_not_found|route_segments_not_found
SUPRY:WHALE:NAR:2,SUPRY,WHALE,NAR,2,origin_airport_not_found|destination_airport_not_found
TAFFY:ADW:NAR:1,TAFFY,ADW,NAR,1,origin_airport_not_found
TAFFY:ALLRY:NAR:1,TAFFY,ALLRY,NAR,1,origin_airport_not_found|destination_airport_not_found|route_segments_not_found
TAFFY:ATL:NAR:1,TAFFY,ATL,NAR,1,origin_airport_not_found
TAFFY:AUS:NAR:1,TAFFY,AUS,NAR,1,origin_airport_not_found
TAFFY:AVUTI:NAR:1,TAFFY,AVUTI,NAR,1,origin_airport_not_found|destination_airport_not_found|route_segments_not_found
TAFFY:BDL:NAR:1,TAFFY,BDL,NAR,1,origin_airport_not_found
TAFFY:BED:NAR:1,TAFFY,BED,NAR,1,origin_airport_not_found
TAFFY:BNA:NAR:1,TAFFY,BNA,NAR,1,origin_airport_not_found
TAFFY:BOKTO:NAR:1,TAFFY,BOKTO,NAR,1,origin_airport_not_found|destination_airport_not_found|route_segments_not_found
TAFFY:BOS:NAR:1,TAFFY,BOS,NAR,1,origin_airport_not_found
TAFFY:BWI:NAR:1,TAFFY,BWI,NAR,1,origin_airport_not_found
TAFFY:CHS:NAR:1,TAFFY,CHS,NAR,1,origin_airport_not_found
TAFFY:CLT:NAR:1,TAFFY,CLT,NAR,1,origin_airport_not_found
TAFFY:CVG:NAR:1,TAFFY,CVG,NAR,1,origin_airport_not_found
TAFFY:DFW:NAR:1,TAFFY,DFW,NAR,1,origin_airport_not_found
TAFFY:DORYY:NAR:1,TAFFY,DORYY,NAR,1,origin_airport_not_found|destination_airport_not_found|route_segments_not_found
TAFFY:DOV:NAR:1,TAFFY,DOV,NAR,1,origin_airport_not_found
TAFFY:DTW:NAR:1,TAFFY,DTW,NAR,1,origin_airport_not_found
TAFFY:ENNSO:NAR:1,TAFFY,ENNSO,NAR,1,origin_airport_not_found|destination_airport_not_found|route_segments_not_found
TAFFY:EWR:NAR:1,TAFFY,EWR,NAR,1,origin_airport_not_found
TAFFY:FAY:NAR:1,TAFFY,FAY,NAR,1,origin_airport_not_found
TAFFY:FLL:NAR:1,TAFFY,FLL,NAR,1,origin_airport_not_found
TAFFY:FOK:NAR:1,TAFFY,FOK,NAR,1,origin_airport_not_found
TAFFY:GSP:NAR:1,TAFFY,GSP,NAR,1,origin_airport_not_found
TAFFY:HOIST:NAR:1,TAFFY,HOIST,NAR,1,origin_airport_not_found|destination_airport_not_found|route_segments_not_found
TAFFY:HPN:NAR:1,TAFFY,HPN,NAR,1,origin_airport_not_found
TAFFY:IAD:NAR:1,TAFFY,IAD,NAR,1,origin_airport_not_found
TAFFY:IAH:NAR:1,TAFFY,IAH,NAR,1,origin_airport_not_found
TAFFY:IRLOK:NAR:1,TAFFY,IRLOK,NAR,1,origin_airport_not_found|destination_airport_not_found|route_segments_not_found
TAFFY:JANJO:NAR:1,TAFFY,JANJO,NAR,1,origin_airport_not_found|destination_airport_not_found|route_segments_not_found
TAFFY:JFK:NAR:1,TAFFY,JFK,NAR,1,origin_airport_not_found
TAFFY:JFK:NAR:2,TAFFY,JFK,NAR,2,origin_airport_not_found
TAFFY:KODIK:NAR:1,TAFFY,KODIK,NAR,1,origin_airport_not_found|destination_airport_not_found|route_segments_not_found
TAFFY:LOMSI:NAR:1,TAFFY,LOMSI,NAR,1,origin_airport_not_found|destination_airport_not_found|route_segments_not_found
TAFFY:MCO:NAR:1,TAFFY,MCO,NAR,1,origin_airport_not_found
TAFFY:MELDI:NAR:1,TAFFY,MELDI,NAR,1,origin_airport_not_found|destination_airport_not_found|route_segments_not_found
TAFFY:MEM:NAR:1,TAFFY,MEM,NAR,1,origin_airport_not_found
TAFFY:MIA:NAR:1,TAFFY,MIA,NAR,1,origin_airport_not_found
TAFFY:MLB:NAR:1,TAFFY,MLB,NAR,1,origin_airport_not_found
TAFFY:MSY:NAR:1,TAFFY,MSY,NAR,1,origin_airport_not_found
TAFFY:NEEKO:NAR:1,TAFFY,NEEKO,NAR,1,origin_airport_not_found|destination_airport_not_found|route_segments_not_found
TAFFY:PELTU:NAR:1,TAFFY,PELTU,NAR,1,origin_airport_not_found|destination_airport_not_found|route_segments_not_found
TAFFY:PHL:NAR:1,TAFFY,PHL,NAR,1,origin_airport_not_found
TAFFY:PIT:NAR:1,TAFFY,PIT,NAR,1,origin_airport_not_found
TAFFY:POB:NAR:1,TAFFY,POB,NAR,1,origin_airport_not_found
TAFFY:RDU:NAR:1,TAFFY,RDU,NAR,1,origin_airport_not_found
TAFFY:RIKAL:NAR:1,TAFFY,RIKAL,NAR,1,origin_airport_not_found|destination_airport_not_found|route_segments_not_found
TAFFY:SAXAN:NAR:1,TAFFY,SAXAN,NAR,1,origin_airport_not_found|destination_airport_not_found|route_segments_not_found
TAFFY:SDF:NAR:1,TAFFY,SDF,NAR,1,origin_airport_not_found
TAFFY:SWF:NAR:1,TAFFY,SWF,NAR,1,origin_airport_not_found
TAFFY:TEB:NAR:1,TAFFY,TEB,NAR,1,origin_airport_not_found
TAFFY:TPA:NAR:1,TAFFY,TPA,NAR,1,origin_airport_not_found
TAFFY:TUDEP:NAR:1,TAFFY,TUDEP,NAR,1,origin_airport_not_found|destination_airport_not_found|route_segments_not_found
TAFFY:UMESI:NAR:1,TAFFY,UMESI,NAR,1,origin_airport_not_found|destination_airport_not_found|route_segments_not_found
TAFFY:URTAK:NAR:1,TAFFY,URTAK,NAR,1,origin_airport_not_found|destination_airport_not_found
TAFFY:VESMI:NAR:1,TAFFY,VESMI,NAR,1,origin_airport_not_found|destination_airport_not_found
TAFFY:WRI:NAR:1,TAFFY,WRI,NAR,1,origin_airport_not_found
TCH:LAS:SHD:1,TCH,LAS,SHD,1,origin_airport_not_found
TEB:CYHU:H:1,TEB,CYHU,H,1,destination_airport_not_found
TEB:CYUL:H:1,TEB,CYUL,H,1,destination_airport_not_found
TEB:CYUL:H:2,TEB,CYUL,H,2,destination_airport_not_found
TED:FAI:HPD:1,TED,FAI,HPD,1,origin_airport_not_found
TEEEM:ENEME:HPD:1,TEEEM,ENEME,HPD,1,origin_airport_not_found|destination_airport_not_found
THRSR:WULFF:HPD:1,THRSR,WULFF,HPD,1,origin_airport_not_found|destination_airport_not_found
TIJ:AJO:TEC:1,TIJ,AJO,TEC,1,origin_airport_not_found
TIJ:AJO:TEC:2,TIJ,AJO,TEC,2,origin_airport_not_found
TIJ:AVX:TEC:1,TIJ,AVX,TEC,1,origin_airport_not_found
TIJ:AVX:TEC:2,TIJ,AVX,TEC,2,origin_airport_not_found
TIJ:AVX:TEC:3,TIJ,AVX,TEC,3,origin_airport_not_found
TIJ:BUR:TEC:1,TIJ,BUR,TEC,1,origin_airport_not_found
TIJ:BUR:TEC:2,TIJ,BUR,TEC,2,origin_airport_not_found
TIJ:BUR:TEC:3,TIJ,BUR,TEC,3,origin_airport_not_found
TIJ:BUR:TEC:4,TIJ,BUR,TEC,4,origin_airport_not_found
TIJ:BUR:TEC:5,TIJ,BUR,TEC,5,origin_airport_not_found
TIJ:BUR:TEC:6,TIJ,BUR,TEC,6,origin_airport_not_found
TIJ:CCB:TEC:1,TIJ,CCB,TEC,1,origin_airport_not_found
TIJ:CCB:TEC:2,TIJ,CCB,TEC,2,origin_airport_not_found
TIJ:CMA:TEC:1,TIJ,CMA,TEC,1,origin_airport_not_found
