routeKey,ORIGIN_ID,DSTN_ID,PFR_TYPE_CODE,ROUTE_NO,ALT_DESCRIP,AIRCRAFT,HOURS,ROUTE_DIR_DESCRIP,DESIGNATOR,ROUTE_STRING
DCA:BHM:H:1,DCA,BHM,H,1,,TURBOJETS,1100-0300,,,CLTCH3 MAULS Q40 NIOLA DIODE
DCA:BKL:H:1,DCA,BKL,H,1,,,,,,HORTO4 JERES J211 JST UPPRR TRYBE4
DCA:BNA:H:1,DCA,BNA,H,1,,JETS - RNAV1 DME/DME/IRU OR GPS,,,,REBLL5 OTTTO Q80 DEWAK CUTRR PASLY5
DCA:BOS:H:3,DCA,BOS,H,3,,"JETS ONLY, RNAV 1 - DME/DME/IRU OR GPS",,,,SOOKI6 SWANN BROSS Q419 JFK ROBUC3
DCA:BOS:L:1,DCA,BOS,L,1,90-170 INCL,,1100-0300,,,PALEO AGARD T287 WNSTN T320 YANTC T224 WOONS
DCA:BOS:L:2,DCA,BOS,L,2,5000,SINGLE ENGINE ONLY,1100-0300,,,PALEO V312 GOLDA T358 ENO T224 JFK T315 HFD V3 WOONS
DCA:BOS:L:3,DCA,BOS,L,3,7000,TWIN ENGINE,1100-0300,,,PALEO V312 GOLDA T358 AVALO T320 YANTC T224 WOONS
DCA:BTR:H:1,DCA,BTR,H,1,,,,,,CLTCH3 MAULS Q40 NIOLA MCB
DCA:BTV:H:2,DCA,BTV,H,2,,"JETS ONLY, RNAV 1 - DME/DME/IRU OR GPS",,,,SOOKI6 SWANN BROSS Q419 RBV Q22 LLUND BIZEX CAM GRNMT
DCA:BTV:L:1,DCA,BTV,L,1,,,,,,KRANT V265 EMI V457 LRP T295 LAAYK T291 DANZI LAGGS
DCA:BUF:H:1,DCA,BUF,H,1,,TURBOJETS,1100-0300,,,HORTO4 JERES Q221 DLMAR BENEE
DCA:CAE:H:1,DCA,CAE,H,1,,,,,,JDUBB4 RRSIN GSO
DCA:CAK:H:1,DCA,CAK,H,1,,,,,,HORTO4 JERES J211 JST SOORD ZZIPS1
DCA:CEF:H:1,DCA,CEF,H,1,,"JETS ONLY, RNAV 1 - DME/DME/IRU OR GPS",,,,SOOKI6 SWANN BROSS Q419 DPK DPK3
DCA:CGF:H:1,DCA,CGF,H,1,,,,,,HORTO4 JERES J211 JST UPPRR TRYBE4
DCA:CHA:H:1,DCA,CHA,H,1,,TURBOJETS,1100-0300,,,CLTCH3 MAULS Q40 ALEAN VXV
DCA:CHS:H:2,DCA,CHS,H,2,,TURBOJETS,,,,AMEEE1 SCOOB DFENC Q109 JOHAR AMYLU AMYLU3
DCA:CLE:H:1,DCA,CLE,H,1,,TURBOJETS,,,,HORTO4 JERES J211 JST UPPRR TRYBE4
DCA:CLT:H:1,DCA,CLT,H,1,,,,,,SCRAM6 GLANC AIROW CHSLY7
DCA:CMH:H:1,DCA,CMH,H,1,,TURBOJETS,,,,WYNGS5 RAMAY Q72 HACKS SCRLT2
DCA:CON:H:2,DCA,CON,H,2,,"JETS ONLY, RNAV 1 - DME/DME/IRU OR GPS",,,,SOOKI6 SWANN BROSS Q419 RBV Q22 LLUND PONCT KEYNN
DCA:CON:L:1,DCA,CON,L,1,90-170,,1100-0300,,,PALEO AGARD T287 WNSTN T320 GDM
DCA:COS:H:1,DCA,COS,H,1,,,,,,REBLL5 OTTTO Q176 STL J24 MCI J80 GLD OZZZY5
DCA:CRW:L:1,DCA,CRW,L,1,,TURBOJETS,1100-0300,,,REBLL5 OTTTO HVQ
DCA:CRW:L:2,DCA,CRW,L,2,,PROPS,1100-0300,,,CSN WITTO HVQ
DCA:CVG:H:1,DCA,CVG,H,1,,"JETS ONLY, RNAV 1 - DME/DME/IRU OR GPS",,,,REBLL5 OTTTO COLNS GAVNN8
DCA:CYOW:H:1,DCA,CYOW,H,1,,,,,,HORTO4 JERES Q227 STUBN SYR ART DEANS-STAR
DCA:CYYZ:H:1,DCA,CYYZ,H,1,,,,,,HORTO4 JERES Q221 DLMAR WOZEE LINNG-STAR
DCA:DAB:H:1,DCA,DAB,H,1,,,,,,AMEEE1 SCOOB MOXXY Q85 LPERD TTHOR3
DCA:DAL:H:1,DCA,DAL,H,1,,,,,,REBLL5 OTTTO Q80 FAREV RAMRD Q68 LITTR DIRRK HIBIL3
DCA:DAY:H:1,DCA,DAY,H,1,,TURBOJETS,,,,WYNGS5 RAMAY Q72 HACKS APE DANEI3
DCA:DEN:H:1,DCA,DEN,H,1,,,,,,REBLL5 OTTTO Q176 STL J24 OATHE CLASH5
DCA:DET:H:1,DCA,DET,H,1,,TURBOJETS: DME/DME/IRU OR GPS REQUIRED,,,,HORTO4 BUFFR Q178 KOZAR FOREY2
DCA:DFW:H:1,DCA,DFW,H,1,,,,DFW SOUTH FLOW,,REBLL5 OTTTO Q80 FAREV RAMRD Q68 LITTR FEWWW SEEVR4
DCA:DFW:H:2,DCA,DFW,H,2,,,,DFW NORTH FLOW,,REBLL5 OTTTO Q80 FAREV RAMRD Q68 LITTR FEWWW BRDJE5
DCA:DSM:H:1,DCA,DSM,H,1,,,,,,HORTO4 BUFFR Q178 DJB CPONE JOT J60 IOW J10 DSM
DCA:DTW:H:3,DCA,DTW,H,3,,,,DTW NORTH FLOW,,HORTO4 BUFFR Q178 KOZAR KLYNK3
DCA:DTW:H:4,DCA,DTW,H,4,,,,DTW SOUTH FLOW,,HORTO4 BUFFR Q178 KOZAR BONZZ2
DCA:DXR:H:1,DCA,DXR,H,1,,JETS ONLY RNAV 1 - DME/DME/IRU OR GPS,,,,DOCTR5 AGARD DONIL MAEVE EEGOR1
DCA:ECP:H:1,DCA,ECP,H,1,,,,,,SCRAM6 GLANC COLZI Q52 CHOPZ THRSR RSVLT EUF RRS
DCA:ELM:H:1,DCA,ELM,H,1,,,,,,HORTO4 JERES Q227 STUBN
DCA:EWR:H:4,DCA,EWR,H,4,,"JETS ONLY, RNAV 1 - DME/DME/IRU OR GPS",,,,SOOKI6 SWANN PHLBO4
DCA:EWR:L:3,DCA,EWR,L,3,,TURBOPROPS,1100-0300,,,PALEO V170 SWANN BRAND1
DCA:EWR:TEC:1,DCA,EWR,TEC,1,7000,LESS THAN 180 KTS ONLY,,,,KRANT V265 EMI V419 MXE ARD METRO
DCA:EYW:H:1,DCA,EYW,H,1,,,,WATER,,AMEEE1 SCOOB EARZZ Q131 WAALT Y289 BAHAA AR17 HIBAC EBAYY FNTSY1
DCA:EYW:H:2,DCA,EYW,H,2,,,,,,AMEEE1 SCOOB PAACK Q97 EBAYY FNTSY1
DCA:FLL:H:1,DCA,FLL,H,1,,"JETS ONLY, EXCLUDES EA50, E50P, SF50, C510, C525",,,,AMEEE1 SCOOB PAACK Q97 PRMUS CUUDA3
DCA:FLL:H:6,DCA,FLL,H,6,,"JETS ONLY, EXCLUDES EA50, E50P, SF50, C510, C525",,WATER,,AMEEE1 SCOOB EARZZ CHIEZ Y291 MAJIK CUUDA3
DCA:FLL:H:7,DCA,FLL,H,7,,"VLJ/TURBPROP ONLY: INCL EA50,E50P,SF50,C510,C525",,,,AMEEE1 SCOOB PAACK Q97 KENLL TARPN3
DCA:FOK:H:4,DCA,FOK,H,4,,,,,,DOCTR5 AGARD DONIL MAEVE SARDI1
DCA:FOK:TEC:1,DCA,FOK,TEC,1,5000,SINGLE ENGINE ONLY,,,,PALEO V312 GOLDA T358 ENO T224 JFK CCC
DCA:FOK:TEC:2,DCA,FOK,TEC,2,7000,TWIN ENGINE,,,,PALEO V312 GOLDA T358 AVALO T320 ORCHA
DCA:FOK:TEC:3,DCA,FOK,TEC,3,7000,SINGLE ENGINE ONLY,,,,PALEO V312 GOLDA T358 LEEAH T303 JFK CCC
DCA:FRG:H:1,DCA,FRG,H,1,,,,,,DOCTR5 AGARD DONIL MAEVE SARDI1
DCA:FRG:L:1,DCA,FRG,L,1,90-170,PROPS,,,,PALEO AGARD T287 DONIL T315 PANZE V44 CAMRN
DCA:FRG:L:5,DCA,FRG,L,5,7000,SINGLE ENGINE ONLY,1100-0300,,,PALEO V312 GOLDA T358 LEEAH T303 JFK
DCA:FRG:TEC:1,DCA,FRG,TEC,1,7000,,1100-0300,,,PALEO AGARD T287 DONIL T315 PANZE V44 CAMRN
DCA:FTY:H:1,DCA,FTY,H,1,,,,,,CLTCH3 FLASK VIEWS DEHAN3
DCA:FXE:H:1,DCA,FXE,H,1,,,,,,AMEEE1 SCOOB PAACK Q97 KENLL CPTAN3
DCA:FXE:H:2,DCA,FXE,H,2,,,,,,AMEEE1 SCOOB EARZZ CHIEZ Y291 MAJIK WAMBI CPTAN3
DCA:GMU:H:1,DCA,GMU,H,1,,,,,,SCRAM6 GLANC FUBLL JUNNR4
DCA:GON:H:2,DCA,GON,H,2,,,,,,DOCTR5 AGARD DONIL MAEVE SARDI1
DCA:GON:TEC:1,DCA,GON,TEC,1,5000,SINGLE ENGINE ONLY,1100-0300,,,PALEO V312 GOLDA T358 ENO T224 JFK T315 EEGOR MAD MONDI
DCA:GON:TEC:2,DCA,GON,TEC,2,7000,TWIN ENGINE,1100-0300,,,PALEO V312 GOLDA T358 AVALO T320 ORCHA MONDI
DCA:GON:TEC:3,DCA,GON,TEC,3,7000,SINGLE ENGINE ONLY,1100-0300,,,PALEO V312 GOLDA T358 LEEAH T303 JFK T315 EEGOR MAD MONDI
DCA:GRB:H:1,DCA,GRB,H,1,,,,,,HORTO4 BUFFR Q178 DJB
DCA:GRR:H:1,DCA,GRR,H,1,,,,,,HORTO4 BUFFR Q178 DJB J34 ALPHE
DCA:GSO:H:2,DCA,GSO,H,2,,,,,,SCRAM6 GLANC AIROW HENBY1
DCA:GSO:L:1,DCA,GSO,L,1,70-170 INCL,NON-JET,,,,CSN V140 MOL T358 AIROW HENBY
DCA:GSP:H:1,DCA,GSP,H,1,,,,,,SCRAM6 GLANC FUBLL JUNNR4
DCA:HFD:H:1,DCA,HFD,H,1,,"JETS ONLY, RNAV 1 - DME/DME/IRU OR GPS",,,,SOOKI6 SWANN BROSS Q419 DPK MAD T303 HFD
DCA:HFD:L:1,DCA,HFD,L,1,90-170,,1100-0300,,,PALEO AGARD T287 WNSTN T320 RICED MAD T303 HFD
DCA:HFD:TEC:1,DCA,HFD,TEC,1,5000,SINGLE ENGINE ONLY,1100-0300,,,PALEO V312 GOLDA T358 ENO T224 JFK T315 EEGOR MAD T303 HFD
DCA:HFD:TEC:2,DCA,HFD,TEC,2,7000,TWIN ENGINE,1100-0300,,,PALEO V312 GOLDA T358 AVALO T320 RICED MAD T303 HFD
DCA:HOU:H:1,DCA,HOU,H,1,,TURBOJETS,1100-0300,,,CLTCH3 MAULS Q40 AEX WAPPL7
DCA:HPN:H:1,DCA,HPN,H,1,AT OR ABOVE FL180,"JETS ONLY, RNAV 1 - DME/DME/IRU OR GPS",,,,SOOKI6 SWANN BROSS Q419 NACYN CYN BOUNO5
DCA:HPN:L:1,DCA,HPN,L,1,70,,,,,KRANT V265 EMI LRP ETX FJC BWZ SAX V39 BREZY
DCA:HPN:L:2,DCA,HPN,L,2,90-170,JETS ONLY RNAV 1 - DME/DME/IRU OR GPS,,,,DOCTR5 AGARD T287 WNSTN T320 BRIGS EEGOR1
DCA:HSV:H:1,DCA,HSV,H,1,,,,,,CLTCH3 MAULS Q40 ALEAN VXV RQZ
DCA:HVN:H:5,DCA,HVN,H,5,,,,,,DOCTR5 AGARD DONIL MAEVE SARDI1
DCA:HVN:L:2,DCA,HVN,L,2,5000,SINGLE ENGINE ONLY,1100-0300,,,PALEO V312 GOLDA T358 ENO T224 JFK T315 EEGOR
DCA:HVN:L:3,DCA,HVN,L,3,7000,TWIN ENGINE,1100-0300,,,PALEO V312 GOLDA T358 AVALO T320 RICED KEYED
DCA:HVN:TEC:3,DCA,HVN,TEC,3,7000,SINGLE ENGINE ONLY,1100-0300,,,PALEO V312 GOLDA T358 LEEAH T303 JFK T315 EEGOR
DCA:HYA:H:1,DCA,HYA,H,1,,"JETS ONLY, RNAV 1 - DME/DME/IRU OR GPS",,,,SOOKI6 SWANN BROSS Q419 RBV Q430 FLAPE MVY
DCA:IAG:H:1,DCA,IAG,H,1,,,,,,HORTO4 JERES Q221 DLMAR WOZEE
DCA:IAH:H:2,DCA,IAH,H,2,,TURBOJETS,1100-0300,IAH EAST FLOW,,CLTCH3 MAULS Q40 AEX SKNRD5
DCA:IAH:H:3,DCA,IAH,H,3,,TURBOJETS,1100-0300,IAH WEST FLOW,,CLTCH3 MAULS Q40 AEX DOOBI3
DCA:ICT:H:1,DCA,ICT,H,1,,,,,,REBLL5 OTTTO Q176 BUM CASSO
DCA:ILM:H:1,DCA,ILM,H,1,,JETS ONLY: RNAV 1 - DME/DME/IRU OR GPS,,,,AMEEE1 SCOOB PAACK CHVIS BEULA
DCA:IND:H:1,DCA,IND,H,1,,TURBOJETS,,,,WYNGS5 RAMAY Q72 HACKS PLASH SNKPT2
DCA:INT:H:1,DCA,INT,H,1,,,,,,SCRAM6 GLANC AIROW HENBY1
DCA:ISM:H:1,DCA,ISM,H,1,,,,,,AMEEE1 SCOOB MOXXY Q85 LPERD SNFLD3
DCA:ISP:H:1,DCA,ISP,H,1,,,,,,DOCTR5 AGARD DONIL MAEVE SARDI1
DCA:ISP:L:1,DCA,ISP,L,1,90-170,,1100-0300,,,PALEO AGARD T287 WNSTN T320 SARDI CCC
DCA:ISP:L:3,DCA,ISP,L,3,7000,TWIN ENGINE,1100-0300,,,PALEO V312 GOLDA T358 AVALO T320 SARDI CCC
DCA:ISP:TEC:1,DCA,ISP,TEC,1,5000,SINGLE ENGINE ONLY,1100-0300,,,PALEO V312 GOLDA T358 ENO T224 JFK
DCA:ITH:H:1,DCA,ITH,H,1,,,,,,HORTO4 JERES Q227 STUBN
DCA:JAN:H:1,DCA,JAN,H,1,,,,,,CLTCH3 MAULS Q40 NIOLA VLKNN MERDN
DCA:JAX:H:1,DCA,JAX,H,1,,TURBOJETS,,,,AMEEE1 SCOOB GUILD Q409 SESUE ESENT LUNNI2
DCA:JFK:L:1,DCA,JFK,L,1,90-170 INCL 250 KTS OR GREATER,,1100-0300,,,PALEO AGARD T287 DONIL T315 PANZE V44 CAMRN
DCA:JFK:L:2,DCA,JFK,L,2,90-170,,1100-0300,,,PALEO AGARD T287 DONIL T315 PANZE V184 ZIGGI
DCA:JFK:L:4,DCA,JFK,L,4,90-170,"JETS, 250 KNOTS OR GREATER",,,,DOCTR5 AGARD T287 DONIL T315 PANZE V44 CAMRN
DCA:JFK:TEC:1,DCA,JFK,TEC,1,5000,SINGLE ENGINE ONLY,,,,PALEO V312 GOLDA T358 ENO T224 JFK
DCA:JFK:TEC:2,DCA,JFK,TEC,2,7000,SINGLE ENGINE ONLY,,,,PALEO V312 GOLDA T358 LEEAH T303 JFK
DCA:JPX:H:1,DCA,JPX,H,1,,,,,,DOCTR5 AGARD DONIL MAEVE SARDI1
DCA:JPX:L:1,DCA,JPX,L,1,,,,,,DOCTR5 AGARD WNSTN T320 ORCHA
DCA:LAN:H:1,DCA,LAN,H,1,,,,,,HORTO4 BUFFR Q178 DJB J34 CRL
DCA:LAS:H:1,DCA,LAS,H,1,,,,,,REBLL5 OTTTO Q176 BUM J110 RSK J64 TBC SQIRE RKSTR4
DCA:LAX:H:1,DCA,LAX,H,1,,,,,,REBLL5 OTTTO Q176 CIM J96 DRK J231 HIPPI GABBL HLYWD1
DCA:LCK:H:1,DCA,LCK,H,1,,,,,,WYNGS5 RAMAY Q72 HACKS SCRLT2
DCA:LEX:H:1,DCA,LEX,H,1,,,,,,REBLL5 OTTTO Q176 HNN
DCA:LGA:H:1,DCA,LGA,H,1,,TURBOJETS,1100-0400,,,DOCTR5 AGARD SPEAK PROUD2
DCA:LIT:H:1,DCA,LIT,H,1,,,,,,REBLL5 OTTTO Q80 FAREV RAMRD Q68 LITTR
DCA:LUK:H:1,DCA,LUK,H,1,,"JETS ONLY, RNAV 1 - DME/DME/IRU OR GPS",,,,REBLL5 OTTTO COLNS GAVNN8
DCA:MCI:H:1,DCA,MCI,H,1,,RNAV TURBOJET/TURBOPROP,,,,REBLL5 OTTTO Q176 STL EUING RUDDH3
DCA:MCN:H:1,DCA,MCN,H,1,,"JETS ONLY, RNAV 1 - DME/DME/IRU OR GPS",,,,SCRAM6 GLANC COLZI
DCA:MCO:H:2,DCA,MCO,H,2,,JETS: RNAV 1  - DME/DME/IRU OR GPS REQUIRED,,MCO LANDING NORTH,,AMEEE1 SCOOB MOXXY Q85 LPERD SNFLD3
DCA:MCO:H:3,DCA,MCO,H,3,,JETS: RNAV 1  - DME/DME/IRU OR GPS REQUIRED,,WATER,,AMEEE1 SCOOB EARZZ Q131 WAALT Y289 BAHAA HIBAC ALYNA4
DCA:MCO:H:4,DCA,MCO,H,4,,JETS: RNAV 1  - DME/DME/IRU OR GPS REQUIRED,,MCO LANDING SOUTH,,AMEEE1 SCOOB MOXXY Q85 LPERD GTOUT1
