edgeKey,fromNodeKey,toNodeKey,fromType,toType,directionType,sourceRouteCount,sourceRouteKeys
FIX:JAWJA->AIRPORT:TLH,FIX:JAWJA,AIRPORT:TLH,Fix,Airport,original,3,EYW:TLH:H:2|PBI:TLH:H:1|RSW:TLH:L:1
FIX:JAWJA->FIX:CABLO,FIX:JAWJA,FIX:CABLO,Fix,Fix,original,37,FLL:DFW:H:4|FLL:DFW:H:5|FLL:HOU:H:2|FLL:HOU:H:4|FLL:IAH:H:2|FLL:IAH:H:4|FLL:MSY:H:2|MCO:HOU:H:2|MCO:HOU:H:4|MCO:IAH:H:2|MCO:IAH:H:4|MCO:SAT:H:2|MIA:DFW:H:1|MIA:DFW:H:2|MIA:HOU:H:1|MIA:HOU:H:5|MIA:IAH:H:1|MIA:IAH:H:4|MIA:MSY:H:1|PBI:HOU:H:2|PBI:HOU:H:4|PBI:IAH:H:2|PBI:IAH:H:5|RSW:DFW:H:4|RSW:DFW:H:5|RSW:HOU:H:2|RSW:HOU:H:4|RSW:IAH:H:2|RSW:IAH:H:5|SRQ:HOU:H:2|SRQ:HOU:H:4|SRQ:IAH:H:2|SRQ:IAH:H:5|TPA:HOU:H:2|TPA:HOU:H:4|TPA:IAH:H:2|TPA:IAH:H:5
FIX:JAWJA->FIX:DAWWN,FIX:JAWJA,FIX:DAWWN,Fix,Fix,original,2,RSW:ATL:H:2|RSW:ATL:H:4
FIX:JAWJA->FIX:MGMRY,FIX:JAWJA,FIX:MGMRY,Fix,Fix,original,1,MIA:DEN:H:1
FIX:JAWJA->FIX:VLKNN,FIX:JAWJA,FIX:VLKNN,Fix,Fix,original,1,RSW:STL:H:1
FIX:JAWJA->NAVAID:MGM:VORTAC,FIX:JAWJA,NAVAID:MGM:VORTAC,Fix,Navaid,original,1,RSW:DEN:H:2
FIX:JAWZZ->FIX:RIFLE,FIX:JAWZZ,FIX:RIFLE,Fix,Fix,original,5,ACK:DCA:H:2|ACK:PBI:H:1|ACK:PBI:H:2|ACK:PHL:H:3|ACK:PHL:H:4
FIX:JAWZZ->NAVAID:SEY:VOR/DME,FIX:JAWZZ,NAVAID:SEY:VOR/DME,Fix,Navaid,original,1,ACK:JFK:H:3
FIX:JAXSN->FIX:DORRN,FIX:JAXSN,FIX:DORRN,Fix,Fix,original,8,AUS:IAD:H:1|BHM:IAD:H:2|GSP:IAD:H:1|HOU:IAD:H:3|IAH:IAD:H:1|IAH:IAD:H:2|MSY:IAD:H:2|SAT:IAD:H:1
FIX:JAXSN->FIX:HURTS,FIX:JAXSN,FIX:HURTS,Fix,Fix,original,2,GSO:LGA:H:1|GSO:LGA:H:2
FIX:JAXSN->FIX:KELCE,FIX:JAXSN,FIX:KELCE,Fix,Fix,original,5,ATL:RIC:H:1|HOU:RIC:H:1|IAH:RIC:H:1|IAH:RIC:H:2|PDK:RIC:H:1
FIX:JAXSN->FIX:QUART,FIX:JAXSN,FIX:QUART,Fix,Fix,original,1,GSO:EWR:H:2
FIX:JAXSN->FIX:THHMP,FIX:JAXSN,FIX:THHMP,Fix,Fix,original,2,GSO:BWI:H:1|GSO:EWR:H:3
FIX:JAYBO->FIX:TRPOD,FIX:JAYBO,FIX:TRPOD,Fix,Fix,original,1,BWI:SBY:TEC:1
FIX:JAYBO->NAVAID:SIE:VORTAC,FIX:JAYBO,NAVAID:SIE:VORTAC,Fix,Navaid,original,3,ATL:ACY:H:1|PDK:ACY:H:1|TPA:ACY:H:1
FIX:JAYDB->FIX:KAATT,FIX:JAYDB,FIX:KAATT,Fix,Fix,original,2,OAJ:ATL:H:1|OAJ:ATL:H:2
FIX:JAYDB->FIX:OKNEE,FIX:JAYDB,FIX:OKNEE,Fix,Fix,original,2,OAJ:CLT:H:1|PGV:CLT:H:2
FIX:JAYEX->NAVAID:MCW:VOR/DME,FIX:JAYEX,NAVAID:MCW:VOR/DME,Fix,Navaid,original,1,MKE:DEN:H:1
FIX:JAYJO->AIRPORT:HOU,FIX:JAYJO,AIRPORT:HOU,Fix,Airport,original,1,AUS:HOU:H:2
FIX:JAYMC->AIRPORT:LAL,FIX:JAYMC,AIRPORT:LAL,Fix,Airport,original,1,PBI:LAL:L:1
FIX:JAYMC->AIRPORT:TPA,FIX:JAYMC,AIRPORT:TPA,Fix,Airport,original,3,PBI:TPA:H:5|PBI:TPA:L:1|PBI:TPA:L:3
FIX:JAYMC->FIX:DOLIE,FIX:JAYMC,FIX:DOLIE,Fix,Fix,original,1,PBI:SRQ:L:1
FIX:JAYMC->FIX:KPASA,FIX:JAYMC,FIX:KPASA,Fix,Fix,original,2,EYW:CLT:H:1|EYW:ORD:H:1
FIX:JAYMC->FIX:REDFN,FIX:JAYMC,FIX:REDFN,Fix,Fix,original,3,PBI:DEN:H:1|PBI:DFW:H:1|PBI:DFW:H:2
FIX:JAYMC->NAVAID:LEV:VORTAC,FIX:JAYMC,NAVAID:LEV:VORTAC,Fix,Navaid,original,4,PBI:HOU:H:1|PBI:HOU:H:3|PBI:IAH:H:1|PBI:IAH:H:4
FIX:JAZZI->FIX:DIZNY,FIX:JAZZI,FIX:DIZNY,Fix,Fix,original,1,MYNN:ORD:H:1
FIX:JAZZI->FIX:GARIC,FIX:JAZZI,FIX:GARIC,Fix,Fix,original,6,MYNN:CYYZ:H:1|MYNN:EWR:H:2|MYNN:IAD:H:1|MYNN:LGA:H:1|MYNN:MMU:H:1|MYNN:TEB:H:1
FIX:JAZZI->FIX:SAGGY,FIX:JAZZI,FIX:SAGGY,Fix,Fix,original,1,MYNN:JFK:H:2
FIX:JAZZI->FIX:WAALT,FIX:JAZZI,FIX:WAALT,Fix,Fix,original,1,MYNN:BOS:H:2
FIX:JEDER->FIX:THRSR,FIX:JEDER,FIX:THRSR,Fix,Fix,original,1,CVG:MCO:H:1
FIX:JEEMY->FIX:ACCHE,FIX:JEEMY,FIX:ACCHE,Fix,Fix,original,14,ORL:ATL:H:2|ORL:ATL:H:3|ORL:ATL:H:4|ORL:ATL:H:5|ORL:CLE:H:1|ORL:CLE:H:2|ORL:CMH:H:1|ORL:CMH:H:2|ORL:CVG:H:1|ORL:CVG:H:4|ORL:LZU:H:1|ORL:LZU:H:2|ORL:PDK:H:1|ORL:PDK:H:2
FIX:JENDO->FIX:MAVRC,FIX:JENDO,FIX:MAVRC,Fix,Fix,original,2,CLT:EYW:H:1|CLT:TPA:H:2
FIX:JENKS->FIX:HOAGG,FIX:JENKS,FIX:HOAGG,Fix,Fix,original,6,BOS:MIA:H:4|EWR:MIA:H:8|JFK:MIA:H:8|LGA:MIA:H:8|PHL:MIA:H:8|TEB:MIA:H:5
FIX:JENKS->FIX:MAJIK,FIX:JENKS,FIX:MAJIK,Fix,Fix,original,6,BOS:FLL:H:4|EWR:FLL:H:4|JFK:FLL:H:12|LGA:FLL:H:12|PHL:FLL:H:5|TEB:FLL:H:7
FIX:JEPEG->AIRPORT:IAH,FIX:JEPEG,AIRPORT:IAH,Fix,Airport,original,3,MSY:IAH:H:1|MSY:IAH:H:2|MSY:IAH:H:3
FIX:JERES->FIX:DLMAR,FIX:JERES,FIX:DLMAR,Fix,Fix,original,9,BWI:BUF:H:1|BWI:CYYZ:H:1|BWI:IAG:H:1|DCA:BUF:H:1|DCA:CYYZ:H:1|DCA:IAG:H:1|IAD:BUF:H:1|IAD:CYYZ:H:1|IAD:IAG:H:1
FIX:JERES->FIX:MICAH,FIX:JERES,FIX:MICAH,Fix,Fix,original,3,BWI:AVP:H:2|DCA:AVP:H:2|IAD:AVP:H:1
FIX:JERES->FIX:STENT,FIX:JERES,FIX:STENT,Fix,Fix,original,6,BWI:SLK:H:1|BWI:SYR:H:1|DCA:SLK:H:1|DCA:SYR:H:2|IAD:SLK:H:1|IAD:SYR:H:3
FIX:JERES->FIX:STUBN,FIX:JERES,FIX:STUBN,Fix,Fix,original,15,BWI:CYOW:H:1|BWI:ELM:H:1|BWI:ITH:H:1|BWI:OGS:H:1|BWI:ROC:H:1|DCA:CYOW:H:1|DCA:ELM:H:1|DCA:ITH:H:1|DCA:OGS:H:1|DCA:ROC:H:1|IAD:CYOW:H:1|IAD:ELM:H:1|IAD:ITH:H:1|IAD:OGS:H:1|IAD:ROC:H:1
FIX:JERES->NAVAID:JST:VOR/DME,FIX:JERES,NAVAID:JST:VOR/DME,Fix,Navaid,original,15,BWI:BKL:H:1|BWI:CAK:H:1|BWI:CGF:H:1|BWI:CLE:H:1|BWI:TOL:H:1|DCA:BKL:H:1|DCA:CAK:H:1|DCA:CGF:H:1|DCA:CLE:H:1|DCA:TOL:H:1|IAD:BKL:H:1|IAD:CAK:H:1|IAD:CGF:H:1|IAD:CLE:H:1|IAD:TOL:H:1
FIX:JERRI->FIX:NUSMM,FIX:JERRI,FIX:NUSMM,Fix,Fix,original,14,MDW:BWI:H:1|MDW:DCA:H:3|MDW:DCA:H:4|MDW:IAD:H:2|MKE:ADW:H:3|MKE:BWI:H:1|MKE:DCA:H:1|MKE:DCA:H:3|MKE:IAD:H:2|ORD:ADW:H:1|ORD:BWI:H:1|ORD:DCA:H:3|ORD:DCA:H:4|ORD:IAD:H:2
FIX:JESEX->FIX:TIQMU,FIX:JESEX,FIX:TIQMU,Fix,Fix,original,59,AVX:F70:TEC:1|BUR:F70:TEC:2|BUR:F70:TEC:3|CMA:F70:TEC:1|CMA:F70:TEC:2|CRQ:F70:TEC:3|CRQ:F70:TEC:4|FUL:F70:TEC:2|HHR:F70:TEC:2|IZA:F70:TEC:1|IZA:F70:TEC:2|L18:F70:TEC:1|L18:F70:TEC:2|LAX:F70:TEC:5|LAX:F70:TEC:7|LAX:F70:TEC:8|LGB:F70:TEC:1|LPC:F70:TEC:1|LPC:F70:TEC:2|MYF:F70:TEC:1|MYF:F70:TEC:2|NFG:F70:TEC:1|NFG:F70:TEC:2|NKX:F70:TEC:1|NKX:F70:TEC:2|NRS:F70:TEC:1|NRS:F70:TEC:2|NZY:F70:TEC:1|NZY:F70:TEC:2|OKB:F70:TEC:1|OKB:F70:TEC:2|OXR:F70:TEC:2|OXR:F70:TEC:3|RNM:F70:TEC:1|RNM:F70:TEC:2|SAN:F70:TEC:1|SAN:F70:TEC:2|SBA:F70:TEC:3|SBA:F70:TEC:4|SBP:F70:TEC:1|SBP:F70:TEC:2|SDM:F70:TEC:1|SDM:F70:TEC:2|SEE:F70:TEC:1|SEE:F70:TEC:2|SLI:F70:TEC:1|SMO:F70:TEC:2|SMO:F70:TEC:3|SMX:F70:TEC:1|SMX:F70:TEC:2|SNA:F70:TEC:1|TOA:F70:TEC:1|TOA:F70:TEC:2|VBG:F70:TEC:1|VBG:F70:TEC:2|VNY:F70:TEC:1|VNY:F70:TEC:2|WHP:F70:TEC:1|WHP:F70:TEC:2
FIX:JESTR->AIRPORT:PBI,FIX:JESTR,AIRPORT:PBI,Fix,Airport,original,1,ORL:PBI:L:5
FIX:JEVED->FIX:DEBRL,FIX:JEVED,FIX:DEBRL,Fix,Fix,original,7,ALB:MIA:H:1|BUF:MIA:H:1|CLT:MIA:H:1|CYYZ:MIA:H:1|IAD:TMB:H:1|PIT:MIA:H:1|SYR:MIA:NAR:1
FIX:JEVED->FIX:KENLL,FIX:JEVED,FIX:KENLL,Fix,Fix,original,11,ALB:PBI:H:1|BTV:PBI:H:1|BUF:PBI:H:1|CLT:BCT:H:1|CLT:PBI:H:1|CYYZ:PBI:H:1|IAD:BCT:H:1|IAD:FXE:H:1|PIT:FLL:H:2|ROC:PBI:H:1|SYR:PBI:H:1
FIX:JEVED->FIX:PRMUS,FIX:JEVED,FIX:PRMUS,Fix,Fix,original,10,ALB:FLL:H:1|BUF:FLL:H:1|CLT:FLL:H:1|CYYZ:FLL:H:1|IAD:OPF:H:1|PBG:FLL:H:2|PIT:FLL:H:1|ROC:FLL:H:1|SYR:FLL:H:1|SYR:FLL:NAR:2
FIX:JFREE->FIX:LOSHN,FIX:JFREE,FIX:LOSHN,Fix,Fix,original,1,SJC:AUS:H:1
FIX:JFRYS->FIX:BRUTS,FIX:JFRYS,FIX:BRUTS,Fix,Fix,original,15,MCO:BNA:H:1|MCO:IND:H:1|MCO:MDW:H:1|MCO:MSP:H:2|MCO:ORD:H:1|ORL:BNA:H:1|ORL:BNA:H:2|ORL:CVG:H:2|ORL:CVG:H:3|ORL:IND:H:1|ORL:IND:H:2|ORL:MSP:H:1|ORL:MSP:H:3|ORL:SDF:H:1|ORL:SDF:H:2
FIX:JFRYS->FIX:PATOY,FIX:JFRYS,FIX:PATOY,Fix,Fix,original,15,MCO:BHM:H:1|MCO:DEN:H:1|MCO:HOU:H:2|MCO:HOU:H:4|MCO:IAH:H:2|MCO:IAH:H:4|MCO:MSP:H:3|MCO:SAT:H:2|MCO:STL:H:1|ORL:DEN:H:1|ORL:DEN:H:2|ORL:MSP:H:2|ORL:MSP:H:4|ORL:STL:H:1|ORL:STL:H:2
FIX:JIGSY->FIX:GBEES,FIX:JIGSY,FIX:GBEES,Fix,Fix,original,1,STL:CMH:L:1
FIX:JIGSY->FIX:WIDAM,FIX:JIGSY,FIX:WIDAM,Fix,Fix,original,1,STL:IND:L:1
FIX:JIIMS->AIRPORT:ACY,FIX:JIIMS,AIRPORT:ACY,Fix,Airport,original,1,WRI:ACY:TEC:3
FIX:JIIMS->AIRPORT:MIV,FIX:JIIMS,AIRPORT:MIV,Fix,Airport,original,6,BDR:MIV:TEC:1|EWR:MIV:TEC:1|HPN:MIV:TEC:1|ISP:MIV:TEC:1|JFK:MIV:TEC:1|LGA:MIV:TEC:1
FIX:JIIMS->NAVAID:OOD:VORTAC,FIX:JIIMS,NAVAID:OOD:VORTAC,Fix,Navaid,original,20,ACK:PHL:TEC:2|BDL:PHL:TEC:1|BDR:PHL:TEC:1|BOS:PHL:L:1|BOS:PHL:TEC:1|BOS:PHL:TEC:3|GON:PHL:TEC:1|HFD:PHL:TEC:1|HYA:PHL:TEC:2|ISP:PHL:TEC:1|JFK:PHL:TEC:1|JFK:PHL:TEC:2|MHT:PHL:TEC:1|MVY:PHL:TEC:2|ORH:PHL:TEC:1|PSM:PHL:TEC:1|PVD:PHL:TEC:1|PWM:PHL:TEC:1|WRI:PHL:TEC:1|WRI:PHL:TEC:2
FIX:JILIS->FIX:MEMFS,FIX:JILIS,FIX:MEMFS,Fix,Fix,original,4,ILM:DFW:H:3|ILM:DFW:H:4|MYR:DFW:H:3|MYR:DFW:H:4
FIX:JILIS->FIX:THRSR,FIX:JILIS,FIX:THRSR,Fix,Fix,original,2,MKE:MCO:H:2|MKE:ORL:H:2
FIX:JIMAR->FIX:DEEEZ,FIX:JIMAR,FIX:DEEEZ,Fix,Fix,original,6,ORF:APF:H:1|ORF:JAX:H:1|ORF:PGD:H:1|ORF:PIE:H:1|ORF:RSW:H:1|ORF:TPA:H:1
FIX:JIMAR->FIX:EYOBI,FIX:JIMAR,FIX:EYOBI,Fix,Fix,original,2,PHF:ATL:H:1|PHF:ATL:H:2
FIX:JIMEE->FIX:WAVEY,FIX:JIMEE,FIX:WAVEY,Fix,Fix,original,6,PHL:ACK:H:1|PHL:HYA:H:1|PHL:MVY:H:1|PHL:PVD:H:1|PHL:PVD:H:2|PHL:PWM:H:1
FIX:JIMUR->FIX:JAKTZ,FIX:JIMUR,FIX:JAKTZ,Fix,Fix,original,1,STL:CMH:L:1
FIX:JINMO->FIX:JAGWA,FIX:JINMO,FIX:JAGWA,Fix,Fix,original,2,BFI:LAX:H:1|SEA:LAX:H:1
FIX:JINOS->FIX:ETORE,FIX:JINOS,FIX:ETORE,Fix,Fix,original,1,PGD:PSM:H:1
FIX:JINOS->FIX:TEBOW,FIX:JINOS,FIX:TEBOW,Fix,Fix,original,2,APF:JAX:H:2|RSW:JAX:L:2
FIX:JIPOD->AIRPORT:FLL,FIX:JIPOD,AIRPORT:FLL,Fix,Airport,original,4,MCO:FLL:H:1|ORL:FLL:H:3|ORL:FLL:H:4|SFB:FLL:H:2
FIX:JIPOD->AIRPORT:MIA,FIX:JIPOD,AIRPORT:MIA,Fix,Airport,original,1,DAB:MIA:L:2
FIX:JJAMM->FIX:ELMAA,FIX:JJAMM,FIX:ELMAA,Fix,Fix,original,3,BFI:OAK:H:1|BFI:SFO:H:1|BFI:SJC:H:1
FIX:JJIMY->NAVAID:PVD:VOR/DME,FIX:JJIMY,NAVAID:PVD:VOR/DME,Fix,Navaid,original,1,PWM:JFK:H:2
FIX:JKNOX->AIRPORT:PDX,FIX:JKNOX,AIRPORT:PDX,Fix,Airport,original,4,BOS:PDX:H:1|BWI:PDX:H:1|DCA:PDX:H:1|IAD:PDX:H:1
FIX:JLENA->FIX:CUBIM,FIX:JLENA,FIX:CUBIM,Fix,Fix,original,1,GSP:CVG:H:1
FIX:JLENA->FIX:DOOGE,FIX:JLENA,FIX:DOOGE,Fix,Fix,original,1,GSP:ORD:H:1
FIX:JLENA->FIX:MCGNS,FIX:JLENA,FIX:MCGNS,Fix,Fix,original,1,GSP:CMH:H:1
FIX:JLENA->FIX:TRAKS,FIX:JLENA,FIX:TRAKS,Fix,Fix,original,1,GSP:GSO:H:1
FIX:JLENA->NAVAID:HMV:VORTAC,FIX:JLENA,NAVAID:HMV:VORTAC,Fix,Navaid,original,2,GSP:DTW:H:1|GSP:DTW:H:2
FIX:JLENA->NAVAID:HVQ:VOR/DME,FIX:JLENA,NAVAID:HVQ:VOR/DME,Fix,Navaid,original,1,GSP:MDW:H:1
FIX:JOANE->NAVAID:HAR:VORTAC,FIX:JOANE,NAVAID:HAR:VORTAC,Fix,Navaid,original,1,PHL:CXY:TEC:1
FIX:JOEYE->NAVAID:IGB:VORTAC,FIX:JOEYE,NAVAID:IGB:VORTAC,Fix,Navaid,original,2,BHM:DFW:H:1|BHM:DFW:H:2
FIX:JOHAR->FIX:AMYLU,FIX:JOHAR,FIX:AMYLU,Fix,Fix,original,15,BDL:CHS:H:1|BOS:CHS:H:1|BWI:CHS:H:3|DCA:CHS:H:2|EWR:CHS:H:2|HPN:CHS:H:2|IAD:CHS:H:3|JFK:CHS:H:2|LGA:CHS:H:2|MHT:CHS:H:1|ORF:CHS:H:1|PHL:CHS:H:2|PVD:CHS:H:1|TEB:CHS:H:2|TTN:CHS:H:1
FIX:JOHAR->FIX:DFENC,FIX:JOHAR,FIX:DFENC,Fix,Fix,original,42,APF:HPN:H:1|BCT:FRG:H:1|CHS:JFK:H:1|DAB:FRG:H:1|FLL:ACK:H:2|FLL:BDR:H:2|FLL:BED:H:3|FLL:DXR:H:3|FLL:FOK:H:2|FLL:FRG:H:2|FLL:GON:H:2|FLL:HPN:H:4|FLL:HVN:H:2|FLL:ISP:H:3|FLL:JFK:H:3|FLL:JPX:H:1|FLL:PVD:H:3|FMY:JFK:H:1|FXE:FRG:H:2|JAX:JFK:H:1|MCO:BED:H:2|MCO:FRG:H:2|MCO:JFK:H:2|MIA:FRG:H:2|MIA:HPN:H:2|MIA:JFK:H:2|ORL:FRG:H:2|ORL:FRG:H:4|ORL:HPN:H:2|ORL:HPN:H:4|ORL:JFK:H:2|ORL:JFK:H:4|PBI:FRG:H:2|PBI:HPN:H:3|PBI:ISP:H:2|PBI:JFK:H:2|RSW:FRG:H:1|RSW:HPN:H:1|RSW:JFK:H:1|SAV:JFK:H:1|SUA:FRG:H:2|VRB:FRG:H:1
FIX:JONEN->FIX:MCGNS,FIX:JONEN,FIX:MCGNS,Fix,Fix,original,1,ATL:CMH:H:1
FIX:JONEZ->NAVAID:RZC:VORTAC,FIX:JONEZ,NAVAID:RZC:VORTAC,Fix,Navaid,original,1,SAT:MDW:H:1
FIX:JOOLI->FIX:KIWII,FIX:JOOLI,FIX:KIWII,Fix,Fix,original,1,GSP:DCA:H:1
FIX:JOPLN->FIX:SLIDE,FIX:JOPLN,FIX:SLIDE,Fix,Fix,original,1,DEN:AUS:H:1
FIX:JORDN->AIRPORT:PVD,FIX:JORDN,AIRPORT:PVD,Fix,Airport,original,18,ATL:PVD:H:1|BWI:PVD:H:1|CLT:PVD:H:1|DCA:PVD:H:1|FLL:PVD:H:1|FLL:PVD:H:3|IAD:PVD:H:2|MCO:PVD:H:1|MIA:PVD:H:1|ORL:PVD:H:1|ORL:PVD:H:2|PBI:PVD:H:1|PDK:PVD:H:1|PHL:PVD:H:1|RDU:PVD:H:1|RIC:PVD:H:1|SRQ:PVD:H:1|TPA:PVD:H:1
FIX:JORDN->FIX:MINNK,FIX:JORDN,FIX:MINNK,Fix,Fix,original,2,DCA:PVD:L:1|PHL:PVD:H:2
FIX:JORDY->NAVAID:ONL:VORTAC,FIX:JORDY,NAVAID:ONL:VORTAC,Fix,Navaid,original,1,GRR:DEN:H:1
FIX:JOSSY->FIX:MAULL,FIX:JOSSY,FIX:MAULL,Fix,Fix,original,6,ALB:CVG:H:1|BGR:CVG:H:1|BTV:CVG:H:1|MHT:CVG:H:1|PWM:CVG:H:1|SYR:CVG:NAR:4
FIX:JOTBA->AIRPORT:PDX,FIX:JOTBA,AIRPORT:PDX,Fix,Airport,original,5,HOU:PDX:H:1|HOU:PDX:H:2|IAH:PDX:H:1|IAH:PDX:H:2|IAH:PDX:H:3
FIX:JRDAN->FIX:MAJIK,FIX:JRDAN,FIX:MAJIK,Fix,Fix,original,1,RDU:FLL:H:4
FIX:JROAM->AIRPORT:ADS,FIX:JROAM,AIRPORT:ADS,Fix,Airport,original,8,BRO:ADS:H:2|BRO:ADS:H:3|CRP:ADS:H:2|CRP:ADS:H:3|HRL:ADS:H:2|HRL:ADS:H:3|MFE:ADS:H:2|MFE:ADS:H:3
FIX:JROSS->FIX:ALWZZ,FIX:JROSS,FIX:ALWZZ,Fix,Fix,original,4,JAX:EWR:H:1|JAX:IAD:H:1|SAV:EWR:H:1|SAV:IAD:H:3
FIX:JROSS->FIX:ELLDE,FIX:JROSS,FIX:ELLDE,Fix,Fix,original,25,FLL:ALB:H:2|FLL:BAF:H:3|FLL:BDL:H:2|FLL:BOS:H:5|FLL:CEF:H:2|FLL:HFD:H:2|FLL:LWM:H:3|FLL:MHT:H:3|FLL:ORH:H:3|FLL:POU:H:2|FLL:SWF:H:3|JAX:BOS:H:1|MCO:ALB:H:3|MCO:BDL:H:3|MCO:BOS:H:2|MIA:BDL:H:2|MIA:BOS:H:2|ORL:BED:H:2|ORL:BED:H:4|PBI:BDL:H:2|PBI:BOS:H:2|PBI:PSM:H:1|RSW:BDL:H:2|RSW:BOS:H:1|SAV:BOS:H:1
FIX:JROSS->FIX:FLLGG,FIX:JROSS,FIX:FLLGG,Fix,Fix,original,1,SAV:CLT:H:1
FIX:JROSS->FIX:GEARS,FIX:JROSS,FIX:GEARS,Fix,Fix,original,4,JAX:BOS:H:2|JAX:MMU:H:1|JAX:TEB:H:1|SAV:TEB:H:1
FIX:JROSS->FIX:HURTS,FIX:JROSS,FIX:HURTS,Fix,Fix,original,2,JAX:LGA:H:1|SAV:LGA:H:1
FIX:JROSS->FIX:JOHAR,FIX:JROSS,FIX:JOHAR,Fix,Fix,original,41,APF:HPN:H:1|BCT:FRG:H:1|DAB:FRG:H:1|FLL:ACK:H:2|FLL:BDR:H:2|FLL:BED:H:3|FLL:DXR:H:3|FLL:FOK:H:2|FLL:FRG:H:2|FLL:GON:H:2|FLL:HPN:H:4|FLL:HVN:H:2|FLL:ISP:H:3|FLL:JFK:H:3|FLL:JPX:H:1|FLL:PVD:H:3|FMY:JFK:H:1|FXE:FRG:H:2|JAX:JFK:H:1|MCO:BED:H:2|MCO:FRG:H:2|MCO:JFK:H:2|MIA:FRG:H:2|MIA:HPN:H:2|MIA:JFK:H:2|ORL:FRG:H:2|ORL:FRG:H:4|ORL:HPN:H:2|ORL:HPN:H:4|ORL:JFK:H:2|ORL:JFK:H:4|PBI:FRG:H:2|PBI:HPN:H:3|PBI:ISP:H:2|PBI:JFK:H:2|RSW:FRG:H:1|RSW:HPN:H:1|RSW:JFK:H:1|SAV:JFK:H:1|SUA:FRG:H:2|VRB:FRG:H:1
FIX:JROSS->FIX:RAPZZ,FIX:JROSS,FIX:RAPZZ,Fix,Fix,original,1,SAV:PHL:H:1
FIX:JROSS->FIX:RAYVO,FIX:JROSS,FIX:RAYVO,Fix,Fix,original,4,JAX:BWI:H:1|JAX:DCA:H:1|SAV:BWI:H:2|SAV:DCA:H:1
FIX:JROSS->FIX:RREGG,FIX:JROSS,FIX:RREGG,Fix,Fix,original,10,FLL:ACY:H:1|FLL:PHL:H:1|JAX:PHL:H:1|MCO:ACY:H:1|MCO:PHL:H:2|MIA:PHL:H:1|ORL:PHL:H:1|ORL:PHL:H:2|PBI:PHL:H:1|RSW:PHL:H:2
FIX:JSICA->FIX:ROCCY,FIX:JSICA,FIX:ROCCY,Fix,Fix,original,1,SFO:AUS:H:1
FIX:JSICA->NAVAID:ILC:VORTAC,FIX:JSICA,NAVAID:ILC:VORTAC,Fix,Navaid,original,3,OAK:HOU:H:2|SFO:HOU:H:2|SJC:HOU:H:2
FIX:JUDAH->FIX:JUNEJ,FIX:JUDAH,FIX:JUNEJ,Fix,Fix,original,2,PDX:BUR:H:1|PDX:LAX:H:1
FIX:JUDDS->AIRPORT:BAF,FIX:JUDDS,AIRPORT:BAF,Fix,Airport,original,1,DCA:BAF:L:4
FIX:JUDDS->AIRPORT:BDL,FIX:JUDDS,AIRPORT:BDL,Fix,Airport,original,3,DCA:BDL:L:1|EWR:BDL:TEC:2|HPN:BDL:TEC:1
FIX:JUDDS->AIRPORT:BTV,FIX:JUDDS,AIRPORT:BTV,Fix,Airport,original,6,BDR:BTV:TEC:2|EWR:BTV:TEC:2|HPN:BTV:TEC:2|ISP:BTV:TEC:1|JFK:BTV:TEC:2|LGA:BTV:TEC:2
FIX:JUDDS->FIX:MARTN,FIX:JUDDS,FIX:MARTN,Fix,Fix,original,12,EWR:ASH:H:1|EWR:MHT:H:3|HPN:ASH:H:1|HPN:MHT:H:1|HPN:MHT:H:3|ISP:MHT:H:2|JFK:MHT:H:2|LGA:ASH:H:1|LGA:MHT:H:2|LGA:MHT:H:3|TEB:MHT:H:1|TEB:MHT:H:2
FIX:JUDDS->FIX:RONGE,FIX:JUDDS,FIX:RONGE,Fix,Fix,original,1,BDR:IAD:H:1
FIX:JUDDS->FIX:WHATE,FIX:JUDDS,FIX:WHATE,Fix,Fix,original,12,BDR:EEN:TEC:2|BDR:LEB:TEC:2|EWR:EEN:TEC:1|EWR:LEB:TEC:1|HPN:EEN:TEC:2|HPN:LEB:TEC:2|ISP:EEN:TEC:1|ISP:LEB:TEC:1|JFK:EEN:TEC:1|JFK:LEB:TEC:1|LGA:EEN:TEC:1|LGA:LEB:TEC:1
