edgeKey,fromNodeKey,toNodeKey,fromType,toType,directionType,sourceRouteCount,sourceRouteKeys
FIX:HURTS->AIRPORT:LGA,FIX:HURTS,AIRPORT:LGA,Fix,Airport,original,34,ATL:LGA:H:1|AUS:LGA:H:1|CHS:LGA:H:1|CLT:LGA:H:1|DAL:LGA:H:1|DFW:LGA:H:1|FLL:LGA:H:1|FLL:LGA:H:3|FMY:LGA:H:1|GSO:LGA:H:1|GSP:LGA:H:1|HOU:LGA:H:3|IAH:LGA:H:1|IAH:LGA:H:2|JAX:LGA:H:1|MCO:LGA:H:1|MCO:LGA:H:2|MIA:LGA:H:1|MIA:LGA:H:2|MSY:LGA:H:1|MYNN:LGA:H:1|ORL:LGA:H:1|ORL:LGA:H:2|ORL:LGA:H:3|ORL:LGA:H:4|PBI:LGA:H:1|PBI:LGA:H:2|PDK:LGA:H:1|RDU:LGA:H:2|RSW:LGA:H:1|SAT:LGA:H:1|SAV:LGA:H:1|SRQ:LGA:H:1|TPA:LGA:H:1
FIX:HURTS->FIX:TAPPA,FIX:HURTS,FIX:TAPPA,Fix,Fix,original,1,GSO:LGA:H:2
FIX:HUSKA->AIRPORT:ICT,FIX:HUSKA,AIRPORT:ICT,Fix,Airport,original,2,HOU:ICT:H:1|IAH:ICT:H:1
FIX:HUTCC->FIX:KNSAW,FIX:HUTCC,FIX:KNSAW,Fix,Fix,original,16,DAL:ATL:H:10|DAL:ATL:H:3|DAL:ATL:H:4|DAL:ATL:H:5|DAL:ATL:H:8|DAL:ATL:H:9|DFW:ATL:H:3|DFW:ATL:H:4|DFW:ATL:H:5|DFW:ATL:H:6|LAX:ATL:H:1|PHX:ATL:H:1|PHX:ATL:H:4|PHX:ATL:H:5|PHX:ATL:H:6|PHX:ATL:H:9
FIX:HUULK->AIRPORT:SAN,FIX:HUULK,AIRPORT:SAN,Fix,Airport,original,3,BFI:SAN:H:1|PDX:SAN:H:1|SEA:SAN:H:1
FIX:HWANG->AIRPORT:CXY,FIX:HWANG,AIRPORT:CXY,Fix,Airport,original,6,EWR:CXY:L:1|EWR:CXY:L:2|HPN:CXY:L:1|HPN:CXY:L:2|LGA:CXY:L:1|LGA:CXY:L:2
FIX:HWANG->AIRPORT:MDT,FIX:HWANG,AIRPORT:MDT,Fix,Airport,original,3,BTV:MDT:L:1|JFK:MDT:L:1|JFK:MDT:L:2
FIX:HYLND->FIX:BUGSY,FIX:HYLND,FIX:BUGSY,Fix,Fix,original,1,BOS:CYOW:H:1
FIX:HYLND->FIX:HANAA,FIX:HYLND,FIX:HANAA,Fix,Fix,original,10,BED:ASE:H:1|BOS:ASE:H:1|BOS:DEN:H:1|BOS:LAX:H:1|BOS:MKE:H:1|BOS:MSP:H:1|BOS:PDX:H:1|BOS:SEA:H:1|BOS:SFO:H:1|BOS:SLC:H:1
FIX:HYLND->FIX:MANCH,FIX:HYLND,FIX:MANCH,Fix,Fix,original,3,BOS:CLE:L:1|BOS:ROC:L:1|BOS:SYR:L:1
FIX:HYLND->NAVAID:CAM:VOR/DME,FIX:HYLND,NAVAID:CAM:VOR/DME,Fix,Navaid,original,15,BED:MDW:H:1|BOS:BKL:H:1|BOS:CGF:H:1|BOS:CLE:H:1|BOS:CYYZ:H:1|BOS:DET:H:2|BOS:DTW:H:1|BOS:DTW:H:2|BOS:LAS:H:1|BOS:MDW:H:1|BOS:ORD:H:2|BOS:PHX:H:1|BOS:RFD:H:1|BOS:ROC:H:2|BOS:YIP:H:2
FIX:HYLND->NAVAID:SYR:VORTAC,FIX:HYLND,NAVAID:SYR:VORTAC,Fix,Navaid,original,1,BOS:BUF:H:3
FIX:HYPER->NAVAID:HVQ:VOR/DME,FIX:HYPER,NAVAID:HVQ:VOR/DME,Fix,Navaid,original,2,EWR:AUS:H:1|TEB:AUS:H:1
FIX:HYTRA->AIRPORT:EWR,FIX:HYTRA,AIRPORT:EWR,Fix,Airport,original,3,GSO:EWR:H:3|ORF:EWR:H:4|RIC:EWR:H:1
FIX:HYTRA->AIRPORT:LGA,FIX:HYTRA,AIRPORT:LGA,Fix,Airport,original,3,GSO:LGA:H:2|ORF:LGA:H:1|RIC:LGA:H:1
FIX:HYTRA->AIRPORT:PHL,FIX:HYTRA,AIRPORT:PHL,Fix,Airport,original,3,CHO:PHL:H:1|PHF:PHL:H:1|RIC:PHL:H:1
FIX:HYTRA->AIRPORT:TEB,FIX:HYTRA,AIRPORT:TEB,Fix,Airport,original,2,ORF:TEB:H:1|RIC:TEB:H:1
FIX:HYTRA->FIX:GRACO,FIX:HYTRA,FIX:GRACO,Fix,Fix,original,7,RIC:BDL:H:1|RIC:BED:H:1|RIC:BOS:H:1|RIC:HPN:H:1|RIC:MHT:H:1|RIC:PVD:H:1|RIC:PWM:H:1
FIX:IANNA->NAVAID:ONL:VORTAC,FIX:IANNA,NAVAID:ONL:VORTAC,Fix,Navaid,original,8,ALB:DEN:H:1|BDL:DEN:H:1|BOS:DEN:H:1|BTV:DEN:H:1|DTW:DEN:H:1|MHT:DEN:H:1|PVD:DEN:H:1|PWM:DEN:H:1
FIX:IBAKE->AIRPORT:DFW,FIX:IBAKE,AIRPORT:DFW,Fix,Airport,original,1,MSP:DFW:H:1
FIX:IBSKI->AIRPORT:EGE,FIX:IBSKI,AIRPORT:EGE,Fix,Airport,original,1,LAS:EGE:SHD:1
FIX:IBUFY->FIX:ACORI,FIX:IBUFY,FIX:ACORI,Fix,Fix,original,1,MEM:PIE:H:1
FIX:IBUFY->FIX:DEFUN,FIX:IBUFY,FIX:DEFUN,Fix,Fix,original,8,MEM:BCT:H:1|MEM:FLL:H:1|MEM:MCO:H:2|MEM:MIA:H:1|MEM:ORL:H:1|MEM:PBI:H:1|MEM:SFB:H:1|MEM:TPA:H:2
FIX:IBUFY->FIX:IZAAC,FIX:IBUFY,FIX:IZAAC,Fix,Fix,original,1,MEM:HOU:H:2
FIX:IDDAA->FIX:SAWED,FIX:IDDAA,FIX:SAWED,Fix,Fix,original,1,BNA:JFK:H:1
FIX:IDIOM->AIRPORT:MSP,FIX:IDIOM,AIRPORT:MSP,Fix,Airport,original,9,BDL:MSP:H:1|BOS:MSP:H:1|DTW:MSP:H:1|EWR:MSP:H:1|HPN:MSP:H:1|JFK:MSP:H:1|LGA:MSP:H:1|PVD:MSP:H:1|PWM:MSP:H:1
FIX:IDOLS->FIX:SKARP,FIX:IDOLS,FIX:SKARP,Fix,Fix,original,5,EYW:PHL:H:1|FLL:PHL:H:2|MCO:PHL:H:1|MIA:PHL:H:2|PBI:PHL:H:2
FIX:IHAVE->FIX:MTHEW,FIX:IHAVE,FIX:MTHEW,Fix,Fix,original,7,DTW:ATL:H:1|GRR:ATL:H:2|MDW:ATL:H:2|MSP:ATL:H:2|ORD:ATL:H:2|SBN:ATL:H:1|TOL:ATL:H:1
FIX:IISLY->AIRPORT:EYW,FIX:IISLY,AIRPORT:EYW,Fix,Airport,original,4,ATL:EYW:H:1|CVG:EYW:H:1|IND:EYW:H:1|ORD:EYW:H:1
FIX:IKALE->AIRPORT:CMH,FIX:IKALE,AIRPORT:CMH,Fix,Airport,original,1,STL:CMH:H:1
FIX:ILEXY->AIRPORT:HOU,FIX:ILEXY,AIRPORT:HOU,Fix,Airport,original,1,AUS:HOU:H:1
FIX:ILEXY->AIRPORT:IAH,FIX:ILEXY,AIRPORT:IAH,Fix,Airport,original,2,AUS:IAH:H:1|AUS:IAH:H:2
FIX:ILLSA->FIX:COURG,FIX:ILLSA,FIX:COURG,Fix,Fix,original,4,CLT:ABE:H:1|CLT:AVP:H:1|CLT:CXY:H:1|CLT:MDT:H:1
FIX:ILLSA->FIX:RICCS,FIX:ILLSA,FIX:RICCS,Fix,Fix,original,8,CLT:AGC:H:1|CLT:BUF:H:1|CLT:CYOW:H:1|CLT:CYYZ:H:1|CLT:LBE:H:1|CLT:PIT:H:1|CLT:ROC:H:1|CLT:SYR:H:1
FIX:IMPEL->FIX:WWODD,FIX:IMPEL,FIX:WWODD,Fix,Fix,original,6,BHM:DTW:H:1|BHM:DTW:H:2|BNA:DTW:H:1|BNA:DTW:H:2|HSV:DTW:H:1|HSV:DTW:H:2
FIX:INDIA->FIX:JIPOD,FIX:INDIA,FIX:JIPOD,Fix,Fix,original,1,DAB:MIA:L:2
FIX:INDIE->NAVAID:PGO:VORTAC,FIX:INDIE,NAVAID:PGO:VORTAC,Fix,Navaid,original,2,HOU:XNA:H:1|IAH:XNA:H:1
FIX:INISH->FIX:TANDY,FIX:INISH,FIX:TANDY,Fix,Fix,original,12,CRQ:LAX:TEC:10|L18:LAX:TEC:8|MYF:LAX:TEC:8|NFG:LAX:TEC:8|NKX:LAX:TEC:8|NRS:LAX:TEC:8|NZY:LAX:TEC:8|OKB:LAX:TEC:8|RNM:LAX:TEC:8|SAN:LAX:TEC:8|SDM:LAX:TEC:8|SEE:LAX:TEC:8
FIX:INNDY->AIRPORT:BOS,FIX:INNDY,AIRPORT:BOS,Fix,Airport,original,1,GON:BOS:TEC:2
FIX:INSLO->FIX:LBERT,FIX:INSLO,FIX:LBERT,Fix,Fix,original,5,OAK:DEN:H:1|RNO:DEN:H:1|SAC:DEN:H:1|SFO:DEN:H:1|SJC:DEN:H:1
FIX:INSLO->NAVAID:DTA:VORTAC,FIX:INSLO,NAVAID:DTA:VORTAC,Fix,Navaid,original,2,FAT:DEN:H:1|MRY:DEN:H:1
FIX:INYOE->AIRPORT:SFO,FIX:INYOE,AIRPORT:SFO,Fix,Airport,original,11,BWI:SFO:H:1|CLE:SFO:H:1|CYYZ:SFO:H:1|DCA:SFO:H:1|DFW:SFO:H:1|DTW:SFO:H:1|IAD:SFO:H:1|MDW:SFO:H:1|MSP:SFO:H:2|ORD:SFO:H:1|PHL:SFO:H:1
FIX:IPTAY->FIX:CHOPZ,FIX:IPTAY,FIX:CHOPZ,Fix,Fix,original,28,CLT:AUS:H:1|CLT:DFW:H:3|CLT:DFW:H:4|CLT:HOU:H:2|CLT:HOU:H:4|CLT:HOU:H:5|CLT:IAH:H:1|CLT:IAH:H:2|CLT:PNS:H:1|CLT:SAT:H:1|CLT:SAT:H:2|GSP:DFW:H:1|GSP:DFW:H:2|GSP:IAH:H:1|GSP:IAH:H:2|ORF:HOU:H:1|ORF:HOU:H:2|ORF:HOU:H:3|ORF:IAH:H:1|ORF:IAH:H:3|ORF:IAH:H:4|ORF:IAH:H:5|RDU:BHM:H:1|RDU:HOU:H:1|RDU:IAH:H:1|RDU:IAH:H:2|RDU:IAH:H:3|RDU:IAH:H:4
FIX:IRONS->AIRPORT:DCA,FIX:IRONS,AIRPORT:DCA,Fix,Airport,original,1,RIC:DCA:TEC:1
FIX:ITSME->FIX:DEANO,FIX:ITSME,FIX:DEANO,Fix,Fix,original,14,AJO:SBA:TEC:2|CCB:SBA:TEC:4|CNO:SBA:TEC:2|EMT:SBA:TEC:2|F70:SBA:TEC:2|HMT:SBA:TEC:2|L65:SBA:TEC:2|ONT:SBA:TEC:2|POC:SBA:TEC:2|RAL:SBA:TEC:2|REI:SBA:TEC:2|RIR:SBA:TEC:2|RIV:SBA:TEC:2|SBD:SBA:TEC:2
FIX:ITSME->NAVAID:FIM:VORTAC,FIX:ITSME,NAVAID:FIM:VORTAC,Fix,Navaid,original,42,AJO:CMA:TEC:2|AJO:NTD:TEC:2|AJO:OXR:TEC:2|CCB:CMA:TEC:4|CCB:NTD:TEC:2|CCB:OXR:TEC:2|CNO:CMA:TEC:2|CNO:NTD:TEC:2|CNO:OXR:TEC:2|EMT:CMA:TEC:2|EMT:NTD:TEC:2|EMT:OXR:TEC:2|F70:CMA:TEC:2|F70:NTD:TEC:2|F70:OXR:TEC:2|HMT:CMA:TEC:2|HMT:NTD:TEC:2|HMT:OXR:TEC:2|L65:CMA:TEC:2|L65:NTD:TEC:2|L65:OXR:TEC:2|ONT:CMA:TEC:2|ONT:NTD:TEC:2|ONT:OXR:TEC:2|POC:CMA:TEC:2|POC:NTD:TEC:2|POC:OXR:TEC:2|RAL:CMA:TEC:2|RAL:NTD:TEC:2|RAL:OXR:TEC:2|REI:CMA:TEC:2|REI:NTD:TEC:2|REI:OXR:TEC:2|RIR:CMA:TEC:2|RIR:NTD:TEC:2|RIR:OXR:TEC:2|RIV:CMA:TEC:2|RIV:NTD:TEC:2|RIV:OXR:TEC:2|SBD:CMA:TEC:2|SBD:NTD:TEC:2|SBD:OXR:TEC:2
FIX:ITSME->NAVAID:POM:VORTAC,FIX:ITSME,NAVAID:POM:VORTAC,Fix,Navaid,original,134,BUR:AJO:TEC:2|BUR:CCB:TEC:3|BUR:CNO:TEC:4|BUR:EMT:TEC:2|BUR:F70:TEC:3|BUR:HHR:TEC:6|BUR:HMT:TEC:4|BUR:L65:TEC:2|BUR:ONT:TEC:2|BUR:POC:TEC:2|BUR:RAL:TEC:2|BUR:REI:TEC:2|BUR:RIR:TEC:2|BUR:RIV:TEC:2|BUR:SBD:TEC:2|CMA:AJO:TEC:2|CMA:CCB:TEC:1|CMA:CNO:TEC:2|CMA:EMT:TEC:2|CMA:F70:TEC:2|CMA:HMT:TEC:2|CMA:L65:TEC:2|CMA:ONT:TEC:2|CMA:POC:TEC:2|CMA:RAL:TEC:2|CMA:REI:TEC:2|CMA:RIR:TEC:2|CMA:RIV:TEC:2|CMA:SBD:TEC:2|IZA:CCB:TEC:1|IZA:CCB:TEC:2|IZA:F70:TEC:2|IZA:HMT:TEC:2|IZA:PSP:TEC:1|IZA:RIV:TEC:2|IZA:SBD:TEC:2|IZA:TRM:TEC:1|IZA:UDD:TEC:1|LPC:CCB:TEC:1|LPC:CCB:TEC:2|LPC:F70:TEC:2|LPC:HMT:TEC:2|LPC:PSP:TEC:1|LPC:RIV:TEC:2|LPC:SBD:TEC:2|LPC:TRM:TEC:1|LPC:UDD:TEC:1|OXR:AJO:TEC:2|OXR:CCB:TEC:3|OXR:CNO:TEC:4|OXR:EMT:TEC:2|OXR:F70:TEC:3|OXR:HMT:TEC:4|OXR:L65:TEC:2|OXR:ONT:TEC:2|OXR:POC:TEC:2|OXR:RAL:TEC:2|OXR:REI:TEC:2|OXR:RIR:TEC:2|OXR:RIV:TEC:2|OXR:SBD:TEC:2|SBA:AJO:TEC:2|SBA:CCB:TEC:4|SBA:CCB:TEC:5|SBA:CNO:TEC:5|SBA:EMT:TEC:2|SBA:F70:TEC:4|SBA:HMT:TEC:5|SBA:L65:TEC:2|SBA:ONT:TEC:2|SBA:POC:TEC:2|SBA:RAL:TEC:2|SBA:REI:TEC:2|SBA:RIR:TEC:2|SBA:RIV:TEC:2|SBA:SBD:TEC:2|SBP:CCB:TEC:1|SBP:CCB:TEC:2|SBP:CNO:TEC:2|SBP:F70:TEC:2|SBP:HMT:TEC:2|SBP:PSP:TEC:1|SBP:RIV:TEC:2|SBP:SBD:TEC:2|SBP:TRM:TEC:1|SBP:UDD:TEC:1|SMX:CCB:TEC:1|SMX:CCB:TEC:2|SMX:F70:TEC:2|SMX:HMT:TEC:2|SMX:PSP:TEC:1|SMX:RIV:TEC:2|SMX:SBD:TEC:2|SMX:TRM:TEC:1|SMX:UDD:TEC:1|VBG:CCB:TEC:1|VBG:CCB:TEC:2|VBG:F70:TEC:2|VBG:HMT:TEC:2|VBG:PSP:TEC:1|VBG:RIV:TEC:2|VBG:SBD:TEC:2|VBG:TRM:TEC:1|VBG:UDD:TEC:1|VNY:AJO:TEC:2|VNY:CCB:TEC:1|VNY:CNO:TEC:2|VNY:EMT:TEC:2|VNY:F70:TEC:2|VNY:HHR:TEC:2|VNY:HMT:TEC:2|VNY:L65:TEC:2|VNY:ONT:TEC:2|VNY:POC:TEC:2|VNY:RAL:TEC:2|VNY:REI:TEC:2|VNY:RIR:TEC:2|VNY:RIV:TEC:2|VNY:SBD:TEC:2|WHP:AJO:TEC:2|WHP:CCB:TEC:1|WHP:CNO:TEC:2|WHP:EMT:TEC:2|WHP:F70:TEC:2|WHP:HHR:TEC:2|WHP:HMT:TEC:2|WHP:L65:TEC:2|WHP:ONT:TEC:2|WHP:POC:TEC:2|WHP:RAL:TEC:2|WHP:REI:TEC:2|WHP:RIR:TEC:2|WHP:RIV:TEC:2|WHP:SBD:TEC:2
FIX:ITSME->NAVAID:VNY:VOR/DME,FIX:ITSME,NAVAID:VNY:VOR/DME,Fix,Navaid,original,42,AJO:BUR:TEC:2|AJO:VNY:TEC:2|AJO:WHP:TEC:2|CCB:BUR:TEC:4|CCB:VNY:TEC:2|CCB:WHP:TEC:2|CNO:BUR:TEC:2|CNO:VNY:TEC:2|CNO:WHP:TEC:2|EMT:BUR:TEC:2|EMT:VNY:TEC:2|EMT:WHP:TEC:2|F70:BUR:TEC:2|F70:VNY:TEC:2|F70:WHP:TEC:2|HMT:BUR:TEC:2|HMT:VNY:TEC:2|HMT:WHP:TEC:2|L65:BUR:TEC:2|L65:VNY:TEC:2|L65:WHP:TEC:2|ONT:BUR:TEC:2|ONT:VNY:TEC:2|ONT:WHP:TEC:2|POC:BUR:TEC:2|POC:VNY:TEC:2|POC:WHP:TEC:2|RAL:BUR:TEC:2|RAL:VNY:TEC:2|RAL:WHP:TEC:2|REI:BUR:TEC:2|REI:VNY:TEC:2|REI:WHP:TEC:2|RIR:BUR:TEC:2|RIR:VNY:TEC:2|RIR:WHP:TEC:2|RIV:BUR:TEC:2|RIV:VNY:TEC:2|RIV:WHP:TEC:2|SBD:BUR:TEC:2|SBD:VNY:TEC:2|SBD:WHP:TEC:2
FIX:IZAAC->FIX:HRISN,FIX:IZAAC,FIX:HRISN,Fix,Fix,original,4,DAL:BHM:H:1|DAL:BHM:H:3|DFW:BHM:H:1|DFW:BHM:H:3
FIX:IZAAC->FIX:PUDJE,FIX:IZAAC,FIX:PUDJE,Fix,Fix,original,4,ORF:DAL:H:1|RDU:DAL:H:1|RDU:DAL:H:2|RIC:DAL:H:1
FIX:IZAAC->FIX:VLKNN,FIX:IZAAC,FIX:VLKNN,Fix,Fix,original,9,DAL:BOS:H:2|DAL:EWR:H:1|DAL:LGA:H:1|DFW:BOS:H:2|DFW:CLT:H:2|DFW:EWR:H:2|DFW:JFK:H:1|DFW:LGA:H:1|DFW:TEB:H:1
FIX:IZAAC->FIX:YUYUN,FIX:IZAAC,FIX:YUYUN,Fix,Fix,original,10,CLT:DFW:H:3|CLT:DFW:H:4|MYR:DFW:H:1|MYR:DFW:H:2|ORF:DFW:H:1|ORF:DFW:H:2|RDU:DFW:H:1|RDU:DFW:H:2|RIC:DFW:H:1|RIC:DFW:H:2
FIX:IZAAC->NAVAID:MLU:VORTAC,FIX:IZAAC,NAVAID:MLU:VORTAC,Fix,Navaid,original,1,MEM:HOU:H:2
FIX:IZZEE->AIRPORT:BWI,FIX:IZZEE,AIRPORT:BWI,Fix,Airport,original,2,ROC:BWI:H:2|SYR:BWI:NAR:1
FIX:JAAVE->AIRPORT:IND,FIX:JAAVE,AIRPORT:IND,Fix,Airport,original,1,STL:IND:L:2
FIX:JACCI->AIRPORT:DTW,FIX:JACCI,AIRPORT:DTW,Fix,Airport,original,10,EWR:DTW:H:1|EWR:DTW:H:2|HPN:DTW:H:1|HPN:DTW:H:2|JFK:DTW:H:1|JFK:DTW:H:2|LGA:DTW:H:1|LGA:DTW:H:2|TEB:DTW:H:1|TEB:DTW:H:2
FIX:JAFFY->FIX:JIIMS,FIX:JAFFY,FIX:JIIMS,Fix,Fix,original,1,PWM:PHL:TEC:1
FIX:JAFFY->NAVAID:VCN:VOR/DME,FIX:JAFFY,NAVAID:VCN:VOR/DME,Fix,Navaid,original,1,AUG:PHL:TEC:1
FIX:JAGWA->FIX:BURGL,FIX:JAGWA,FIX:BURGL,Fix,Fix,original,3,BFI:LAX:H:1|PDX:LAX:H:1|SEA:LAX:H:1
FIX:JAKKS->AIRPORT:IND,FIX:JAKKS,AIRPORT:IND,Fix,Airport,original,2,MDW:IND:H:1|ORD:IND:H:1
FIX:JAKTZ->AIRPORT:CMH,FIX:JAKTZ,AIRPORT:CMH,Fix,Airport,original,1,STL:CMH:L:1
FIX:JAMIE->AIRPORT:RIC,FIX:JAMIE,AIRPORT:RIC,Fix,Airport,original,13,BDL:RIC:H:1|BOS:RIC:H:5|EWR:RIC:H:1|EWR:RIC:L:1|HPN:RIC:H:1|HPN:RIC:L:1|ISP:RIC:H:1|JFK:RIC:H:1|LGA:RIC:H:1|LGA:RIC:L:1|PHL:RIC:H:1|PVD:RIC:H:2|TEB:RIC:H:1
FIX:JAMIE->FIX:MYRCA,FIX:JAMIE,FIX:MYRCA,Fix,Fix,original,2,MYR:PSM:H:1|PBI:PSM:H:1
FIX:JAMIE->NAVAID:DPK:VOR/DME,FIX:JAMIE,NAVAID:DPK:VOR/DME,Fix,Navaid,original,37,FLL:BAF:H:1|FLL:BAF:H:3|FLL:BDL:H:1|FLL:BDL:H:2|FLL:CEF:H:1|FLL:CEF:H:2|FLL:HFD:H:1|FLL:HFD:H:2|FLL:LWM:H:3|FLL:ORH:H:3|FLL:POU:H:1|FLL:POU:H:2|FLL:SWF:H:1|FLL:SWF:H:3|MCO:BDL:H:1|MCO:BDL:H:3|MCO:SWF:H:1|MIA:BAF:H:1|MIA:BDL:H:1|MIA:BDL:H:2|MIA:CEF:H:1|MIA:HFD:H:1|MIA:POU:H:1|MIA:SWF:H:1|ORL:BDL:H:1|ORL:BDL:H:2|ORL:BED:H:2|ORL:BED:H:4|PBI:BAF:H:1|PBI:BDL:H:1|PBI:BDL:H:2|PBI:CEF:H:1|PBI:HFD:H:1|PBI:POU:H:1|PBI:SWF:H:1|RDU:BDL:H:2|RSW:BDL:H:2
FIX:JAMIE->NAVAID:JFK:VOR/DME,FIX:JAMIE,NAVAID:JFK:VOR/DME,Fix,Navaid,original,33,CHS:BOS:H:1|FLL:ALB:H:1|FLL:ALB:H:2|FLL:BOS:H:1|FLL:BOS:H:5|FLL:MHT:H:1|FLL:MHT:H:3|JAX:BOS:H:1|MCO:ALB:H:1|MCO:ALB:H:3|MCO:BOS:H:1|MCO:BOS:H:2|MCO:MHT:H:1|MIA:ALB:H:1|MIA:BOS:H:2|MIA:BOS:H:3|MIA:MHT:H:1|MYNN:BOS:H:2|ORL:ALB:H:1|ORL:ALB:H:2|ORL:BOS:H:1|ORL:BOS:H:3|ORL:MHT:H:1|ORL:MHT:H:2|PBI:ALB:H:1|PBI:BOS:H:1|PBI:BOS:H:2|PBI:MHT:H:1|RDU:BED:H:1|RDU:BOS:H:2|RDU:MHT:H:1|RSW:BOS:H:1|SAV:BOS:H:1
FIX:JAMIZ->FIX:GLAZR,FIX:JAMIZ,FIX:GLAZR,Fix,Fix,original,1,RSW:SDF:H:1
FIX:JAMIZ->FIX:HEVAN,FIX:JAMIZ,FIX:HEVAN,Fix,Fix,original,1,RSW:ORD:H:1
FIX:JAMIZ->FIX:THRSR,FIX:JAMIZ,FIX:THRSR,Fix,Fix,original,10,FMY:BNA:H:1|FMY:DTW:H:1|FMY:DTW:H:2|RSW:BNA:H:1|RSW:CVG:H:1|RSW:DTW:H:1|RSW:DTW:H:2|RSW:IND:H:1|RSW:MDW:H:1|RSW:MSP:H:1
FIX:JAMMR->FIX:MERDN,FIX:JAMMR,FIX:MERDN,Fix,Fix,original,7,CLT:SAT:H:1|ORF:HOU:H:1|ORF:IAH:H:1|ORF:IAH:H:3|RDU:HOU:H:1|RDU:IAH:H:1|RDU:IAH:H:2
FIX:JAMMR->NAVAID:AEX:VORTAC,FIX:JAMMR,NAVAID:AEX:VORTAC,Fix,Navaid,original,2,ATL:HOU:H:2|ATL:IAH:H:3
FIX:JAMOX->AIRPORT:DTW,FIX:JAMOX,AIRPORT:DTW,Fix,Airport,original,26,CHS:DTW:H:2|CHS:DTW:H:3|CLT:DTW:H:1|CLT:DTW:H:2|FLL:DTW:H:1|FLL:DTW:H:3|GSO:DTW:H:1|GSO:DTW:H:2|JAX:DTW:H:1|JAX:DTW:H:2|MIA:DTW:H:1|MIA:DTW:H:2|ORF:DTW:H:1|ORF:DTW:H:2|ORL:DTW:H:1|ORL:DTW:H:2|ORL:DTW:H:3|ORL:DTW:H:4|PBI:DTW:H:1|PBI:DTW:H:2|RDU:DTW:H:2|RDU:DTW:H:3|RIC:DTW:H:3|RIC:DTW:H:4|ROA:DTW:H:1|ROA:DTW:H:2
FIX:JANIE->AIRPORT:SAV,FIX:JANIE,AIRPORT:SAV,Fix,Airport,original,3,HOU:SAV:H:1|IAH:SAV:H:1|IAH:SAV:H:2
FIX:JANYS->AIRPORT:CLE,FIX:JANYS,AIRPORT:CLE,Fix,Airport,original,17,ATL:CLE:H:1|CLT:CLE:H:1|FLL:CLE:H:2|FMY:CLE:H:1|MCO:CLE:H:1|MIA:CLE:H:1|MYR:CLE:H:1|ORF:CLE:H:1|ORL:CLE:H:1|ORL:CLE:H:2|PBI:CLE:H:1|RDU:CLE:H:1|RIC:CLE:H:1|RSW:CLE:H:1|SRQ:CLE:H:1|TPA:CLE:H:1|TYS:CLE:H:1
FIX:JARLO->AIRPORT:IAD,FIX:JARLO,AIRPORT:IAD,Fix,Airport,original,8,AUS:IAD:H:2|BNA:IAD:H:2|DAL:IAD:H:1|DFW:IAD:H:1|MCI:IAD:SHD:4|MEM:IAD:H:2|SAT:IAD:H:2|STL:IAD:SHD:4
FIX:JARPA->NAVAID:CIM:VORTAC,FIX:JARPA,NAVAID:CIM:VORTAC,Fix,Navaid,original,2,PHX:ATL:H:5|PHX:ATL:H:6
FIX:JARPA->NAVAID:RSK:VORTAC,FIX:JARPA,NAVAID:RSK:VORTAC,Fix,Navaid,original,1,PHX:DET:H:1
FIX:JARRD->FIX:PACIF,FIX:JARRD,FIX:PACIF,Fix,Fix,original,36,HHR:CRQ:TEC:12|HHR:NFG:TEC:3|HHR:NKX:TEC:3|HHR:OKB:TEC:3|HHR:RNM:TEC:13|LAX:CRQ:TEC:13|LAX:CRQ:TEC:15|LAX:MYF:TEC:17|LAX:NFG:TEC:2|LAX:NFG:TEC:4|LAX:NKX:TEC:2|LAX:NKX:TEC:4|LAX:NRS:TEC:4|LAX:NZY:TEC:4|LAX:OKB:TEC:2|LAX:OKB:TEC:4|LAX:RNM:TEC:13|LAX:RNM:TEC:15|LAX:SAN:TEC:30|LAX:SDM:TEC:4|LAX:SEE:TEC:4|SMO:CRQ:TEC:8|SMO:MYF:TEC:12|SMO:NFG:TEC:4|SMO:NKX:TEC:4|SMO:NRS:TEC:5|SMO:NZY:TEC:5|SMO:OKB:TEC:4|SMO:SAN:TEC:14|SMO:SDM:TEC:5|SMO:SEE:TEC:5|TOA:CRQ:TEC:6|TOA:NFG:TEC:6|TOA:NKX:TEC:6|TOA:OKB:TEC:6|TOA:RNM:TEC:7
FIX:JARRD->FIX:REDIN,FIX:JARRD,FIX:REDIN,Fix,Fix,original,2,LAX:SAN:TEC:23|LAX:SAN:TEC:25
FIX:JARRD->NAVAID:MZB:VORTAC,FIX:JARRD,NAVAID:MZB:VORTAC,Fix,Navaid,original,12,HHR:MYF:TEC:15|HHR:NRS:TEC:4|HHR:NZY:TEC:4|HHR:SAN:TEC:21|HHR:SDM:TEC:4|HHR:SEE:TEC:4|TOA:MYF:TEC:7|TOA:NRS:TEC:7|TOA:NZY:TEC:7|TOA:SAN:TEC:10|TOA:SDM:TEC:7|TOA:SEE:TEC:7
FIX:JASEE->FIX:HOXIE,FIX:JASEE,FIX:HOXIE,Fix,Fix,original,1,CLE:JFK:H:1
FIX:JAWBN->NAVAID:SEA:VORTAC,FIX:JAWBN,NAVAID:SEA:VORTAC,Fix,Navaid,original,2,NUW:ELN:SLD:1|NUW:EUG:SLD:1
