airwayId,airwayLocation,sourcePointRowCount,cleanOccurrenceCount,sourceExpectedAdjacentEdgeCount,cleanNextEdgeCount,sourceTerminalPoint,cleanTerminalPoint,pointCountMatches,edgeCountMatches,terminalPointMatches,coverageStatus
V471,C,3,3,2,2,MLT,MLT,true,true,true,exact_point_and_edge_coverage
V472,C,6,6,5,5,ISO,ISO,true,true,true,gap_requires_policy
V473,A,3,3,2,2,BKA,BKA,true,true,true,exact_point_and_edge_coverage
V473,C,2,2,1,1,GVE,GVE,true,true,true,exact_point_and_edge_coverage
V476,C,5,5,4,4,GVE,GVE,true,true,true,exact_point_and_edge_coverage
V477,A,7,7,6,6,WLK,WLK,true,true,true,exact_point_and_edge_coverage
V477,C,8,8,7,7,CQY,CQY,true,true,true,exact_point_and_edge_coverage
V479,C,6,6,5,5,ARD,ARD,true,true,true,exact_point_and_edge_coverage
V48,C,3,3,2,2,PIA,PIA,true,true,true,exact_point_and_edge_coverage
V480,A,18,18,17,17,FAI,FAI,true,true,true,gap_requires_policy
V481,A,13,13,12,12,FYU,FYU,true,true,true,exact_point_and_edge_coverage
V481,C,3,3,2,2,CRAAF,CRAAF,true,true,true,exact_point_and_edge_coverage
V483,C,24,24,23,23,ROC,ROC,true,true,true,exact_point_and_edge_coverage
V484,C,31,31,30,30,ALS,ALS,true,true,true,exact_point_and_edge_coverage
V485,C,4,4,3,3,FLW,FLW,true,true,true,exact_point_and_edge_coverage
V487,C,20,20,19,19,BTV,BTV,true,true,true,exact_point_and_edge_coverage
V488,A,20,20,19,19,FAI,FAI,true,true,true,exact_point_and_edge_coverage
V489,C,10,10,9,9,ALB,ALB,true,true,true,exact_point_and_edge_coverage
V491,A,3,3,2,2,TKA,TKA,true,true,true,exact_point_and_edge_coverage
V491,C,9,9,8,8,MOT,MOT,true,true,true,exact_point_and_edge_coverage
V492,C,6,6,5,5,MLB,MLB,true,true,true,exact_point_and_edge_coverage
V493,C,3,3,2,2,HYK,HYK,true,true,true,exact_point_and_edge_coverage
V494,C,27,27,26,26,HZN,HZN,true,true,true,exact_point_and_edge_coverage
V495,C,20,20,19,19,SEA,SEA,true,true,true,exact_point_and_edge_coverage
V497,C,13,13,12,12,EPH,EPH,true,true,true,exact_point_and_edge_coverage
V498,A,12,12,11,11,OTZ,OTZ,true,true,true,gap_requires_policy
V499,C,17,17,16,16,CFB,CFB,true,true,true,exact_point_and_edge_coverage
V5,C,12,12,11,11,AHN,AHN,true,true,true,exact_point_and_edge_coverage
V5,H,4,4,3,3,MAKEN,MAKEN,true,true,true,exact_point_and_edge_coverage
V50,C,28,28,27,27,DQN,DQN,true,true,true,gap_requires_policy
V500,C,31,31,30,30,PIH,PIH,true,true,true,exact_point_and_edge_coverage
V501,C,6,6,5,5,PSB,PSB,true,true,true,gap_requires_policy
V502,C,29,29,28,28,IRK,IRK,true,true,true,exact_point_and_edge_coverage
V503,C,3,3,2,2,CID,CID,true,true,true,exact_point_and_edge_coverage
V504,A,4,4,3,3,BTT,BTT,true,true,true,exact_point_and_edge_coverage
V505,C,17,17,16,16,INL,INL,true,true,true,gap_requires_policy
V506,A,23,23,22,22,AKN,AKN,true,true,true,gap_requires_policy
V507,A,7,7,6,6,OTZ,OTZ,true,true,true,exact_point_and_edge_coverage
V507,C,12,12,11,11,MMB,MMB,true,true,true,exact_point_and_edge_coverage
V508,A,10,10,9,9,SQA,SQA,true,true,true,exact_point_and_edge_coverage
V508,C,16,16,15,15,RUGBB,RUGBB,true,true,true,exact_point_and_edge_coverage
V509,C,3,3,2,2,HALLR,HALLR,true,true,true,exact_point_and_edge_coverage
V51,C,23,23,22,22,CGT,CGT,true,true,true,gap_requires_policy
V510,A,8,8,7,7,BGQ,BGQ,true,true,true,gap_requires_policy
V510,C,28,28,27,27,DLL,DLL,true,true,true,exact_point_and_edge_coverage
V511,C,10,10,9,9,DHP,DHP,true,true,true,exact_point_and_edge_coverage
V512,C,9,9,8,8,HYK,HYK,true,true,true,exact_point_and_edge_coverage
V513,C,9,9,8,8,IIU,IIU,true,true,true,exact_point_and_edge_coverage
V514,C,17,17,16,16,BLD,BLD,true,true,true,exact_point_and_edge_coverage
V515,A,4,4,3,3,BIG,BIG,true,true,true,exact_point_and_edge_coverage
V517,C,10,10,9,9,FLM,FLM,true,true,true,exact_point_and_edge_coverage
V518,C,7,7,6,6,PMD,PMD,true,true,true,exact_point_and_edge_coverage
V519,C,10,10,9,9,BLF,BLF,true,true,true,gap_requires_policy
V52,C,7,7,6,6,PXV,PXV,true,true,true,exact_point_and_edge_coverage
V520,C,19,19,18,18,JAC,JAC,true,true,true,exact_point_and_edge_coverage
V521,C,15,15,14,14,VUZ,VUZ,true,true,true,exact_point_and_edge_coverage
V524,C,12,12,11,11,LBF,LBF,true,true,true,exact_point_and_edge_coverage
V526,C,7,7,6,6,GIJ,GIJ,true,true,true,exact_point_and_edge_coverage
V527,C,15,15,14,14,SGF,SGF,true,true,true,gap_requires_policy
V528,C,10,10,9,9,SJN,SJN,true,true,true,exact_point_and_edge_coverage
V53,C,24,24,23,23,VHP,VHP,true,true,true,gap_requires_policy
V530,C,2,2,1,1,CDS,CDS,true,true,true,exact_point_and_edge_coverage
V531,A,15,15,14,14,OTZ,OTZ,true,true,true,exact_point_and_edge_coverage
V531,C,9,9,8,8,ORL,ORL,true,true,true,exact_point_and_edge_coverage
V532,C,27,27,26,26,LNK,LNK,true,true,true,exact_point_and_edge_coverage
V533,C,11,11,10,10,OMN,OMN,true,true,true,exact_point_and_edge_coverage
V535,C,5,5,4,4,HLI,HLI,true,true,true,exact_point_and_edge_coverage
V536,C,55,55,54,54,RAP,RAP,true,true,true,gap_requires_policy
V537,C,10,10,9,9,GEF,GEF,true,true,true,exact_point_and_edge_coverage
V538,C,6,6,5,5,LAS,LAS,true,true,true,exact_point_and_edge_coverage
V539,C,6,6,5,5,RSW,RSW,true,true,true,exact_point_and_edge_coverage
V54,C,18,18,17,17,ISO,ISO,true,true,true,gap_requires_policy
V540,C,6,6,5,5,FAM,FAM,true,true,true,exact_point_and_edge_coverage
V543,C,13,13,12,12,MEI,MEI,true,true,true,exact_point_and_edge_coverage
V545,C,9,9,8,8,ISN,ISN,true,true,true,exact_point_and_edge_coverage
V546,C,5,5,4,4,BGS,BGS,true,true,true,exact_point_and_edge_coverage
V547,C,8,8,7,7,DDY,DDY,true,true,true,exact_point_and_edge_coverage
V548,C,11,11,10,10,ACT,ACT,true,true,true,exact_point_and_edge_coverage
V55,C,11,11,10,10,BIS,BIS,true,true,true,gap_requires_policy
V550,C,6,6,5,5,CWK,CWK,true,true,true,exact_point_and_edge_coverage
V552,C,27,27,26,26,MVC,MVC,true,true,true,exact_point_and_edge_coverage
V555,C,4,4,3,3,MCB,MCB,true,true,true,exact_point_and_edge_coverage
V556,C,9,9,8,8,SBI,SBI,true,true,true,gap_requires_policy
V559,C,5,5,4,4,LSU,LSU,true,true,true,exact_point_and_edge_coverage
V56,C,19,19,18,18,EWN,EWN,true,true,true,exact_point_and_edge_coverage
V560,C,11,11,10,10,CNM,CNM,true,true,true,gap_requires_policy
V561,C,4,4,3,3,PIR,PIR,true,true,true,exact_point_and_edge_coverage
V562,C,18,18,17,17,LAS,LAS,true,true,true,exact_point_and_edge_coverage
V563,C,5,5,4,4,BGS,BGS,true,true,true,exact_point_and_edge_coverage
V564,C,6,6,5,5,FMG,FMG,true,true,true,exact_point_and_edge_coverage
V565,C,6,6,5,5,LFK,LFK,true,true,true,exact_point_and_edge_coverage
V566,C,21,21,20,20,RQR,RQR,true,true,true,gap_requires_policy
V567,C,6,6,5,5,INW,INW,true,true,true,exact_point_and_edge_coverage
V568,C,8,8,7,7,SPS,SPS,true,true,true,gap_requires_policy
V569,C,5,5,4,4,CQY,CQY,true,true,true,exact_point_and_edge_coverage
V57,C,3,3,2,2,FLM,FLM,true,true,true,exact_point_and_edge_coverage
V571,C,7,7,6,6,CQY,CQY,true,true,true,exact_point_and_edge_coverage
V572,C,4,4,3,3,FLG,FLG,true,true,true,exact_point_and_edge_coverage
V573,C,14,14,13,13,HOT,HOT,true,true,true,gap_requires_policy
V574,C,5,5,4,4,DAS,DAS,true,true,true,exact_point_and_edge_coverage
V575,C,6,6,5,5,DVV,DVV,true,true,true,exact_point_and_edge_coverage
V576,C,7,7,6,6,DNY,DNY,true,true,true,exact_point_and_edge_coverage
V577,C,2,2,1,1,BRIGS,BRIGS,true,true,true,exact_point_and_edge_coverage
V579,C,6,6,5,5,PIE,PIE,true,true,true,exact_point_and_edge_coverage
V580,C,4,4,3,3,BRL,BRL,true,true,true,exact_point_and_edge_coverage
V581,C,5,5,4,4,OCF,OCF,true,true,true,exact_point_and_edge_coverage
V583,C,6,6,5,5,FZT,FZT,true,true,true,exact_point_and_edge_coverage
V587,C,16,16,15,15,BLD,BLD,true,true,true,exact_point_and_edge_coverage
V589,C,3,3,2,2,DDY,DDY,true,true,true,exact_point_and_edge_coverage
V591,C,14,14,13,13,RLG,RLG,true,true,true,exact_point_and_edge_coverage
V593,A,4,4,3,3,SSR,SSR,true,true,true,exact_point_and_edge_coverage
V595,C,5,5,4,4,DSD,DSD,true,true,true,exact_point_and_edge_coverage
V597,C,17,17,16,16,MZB,MZB,true,true,true,exact_point_and_edge_coverage
V599,C,8,8,7,7,DHP,DHP,true,true,true,exact_point_and_edge_coverage
V6,C,98,98,97,97,LGA,LGA,true,true,true,gap_requires_policy
V6,H,4,4,3,3,OGG,OGG,true,true,true,exact_point_and_edge_coverage
V60,C,9,9,8,8,FTI,FTI,true,true,true,exact_point_and_edge_coverage
V603,A,2,2,1,1,DLG,DLG,true,true,true,exact_point_and_edge_coverage
V605,C,3,3,2,2,HMV,HMV,true,true,true,exact_point_and_edge_coverage
V607,C,6,6,5,5,ACV,ACV,true,true,true,exact_point_and_edge_coverage
V609,C,9,9,8,8,PLN,PLN,true,true,true,exact_point_and_edge_coverage
V611,C,60,60,59,59,HVR,HVR,true,true,true,exact_point_and_edge_coverage
V613,C,3,3,2,2,LVZ,LVZ,true,true,true,exact_point_and_edge_coverage
V615,C,6,6,5,5,HPW,HPW,true,true,true,gap_requires_policy
V617,A,2,2,1,1,JOH,JOH,true,true,true,exact_point_and_edge_coverage
V62,C,21,21,20,20,ABI,ABI,true,true,true,exact_point_and_edge_coverage
V623,C,5,5,4,4,CMK,CMK,true,true,true,exact_point_and_edge_coverage
V625,C,3,3,2,2,OLS,OLS,true,true,true,exact_point_and_edge_coverage
V626,C,2,2,1,1,MTU,MTU,true,true,true,exact_point_and_edge_coverage
V629,C,2,2,1,1,BLD,BLD,true,true,true,exact_point_and_edge_coverage
V63,C,33,33,32,32,CMX,CMX,true,true,true,gap_requires_policy
V64,C,16,16,15,15,BLH,BLH,true,true,true,exact_point_and_edge_coverage
V66,C,62,62,61,61,RDU,RDU,true,true,true,gap_requires_policy
V67,C,16,16,15,15,RST,RST,true,true,true,exact_point_and_edge_coverage
V68,C,45,45,44,44,SAT,SAT,true,true,true,exact_point_and_edge_coverage
V69,C,22,22,21,21,SPI,SPI,true,true,true,exact_point_and_edge_coverage
V7,C,54,54,53,53,PETTY,PETTY,true,true,true,gap_requires_policy
V7,H,13,13,12,12,ZIGIE,ZIGIE,true,true,true,gap_requires_policy
V70,C,66,66,65,65,ISO,ISO,true,true,true,gap_requires_policy
V71,C,41,41,40,40,ISN,ISN,true,true,true,gap_requires_policy
V72,C,15,15,14,14,BIB,BIB,true,true,true,gap_requires_policy
V73,C,16,16,15,15,SLN,SLN,true,true,true,exact_point_and_edge_coverage
V74,C,31,31,30,30,MHZ,MHZ,true,true,true,gap_requires_policy
V75,C,4,4,3,3,BSV,BSV,true,true,true,exact_point_and_edge_coverage
V76,C,12,12,11,11,SJT,SJT,true,true,true,exact_point_and_edge_coverage
V77,C,43,43,42,42,ALO,ALO,true,true,true,exact_point_and_edge_coverage
V78,C,17,17,16,16,MBS,MBS,true,true,true,gap_requires_policy
V8,C,99,99,98,98,DCA,DCA,true,true,true,gap_requires_policy
V8,H,8,8,7,7,FISHE,FISHE,true,true,true,exact_point_and_edge_coverage
V80,C,16,16,15,15,FSD,FSD,true,true,true,exact_point_and_edge_coverage
V81,C,48,48,47,47,TST,TST,true,true,true,exact_point_and_edge_coverage
V82,C,11,11,10,10,DLL,DLL,true,true,true,exact_point_and_edge_coverage
V83,C,33,33,32,32,BRK,BRK,true,true,true,exact_point_and_edge_coverage
V84,C,15,15,14,14,SYR,SYR,true,true,true,gap_requires_policy
V85,C,24,24,23,23,BIL,BIL,true,true,true,exact_point_and_edge_coverage
V86,C,25,25,24,24,RAP,RAP,true,true,true,gap_requires_policy
V87,C,11,11,10,10,SGD,SGD,true,true,true,exact_point_and_edge_coverage
V88,C,17,17,16,16,TOY,TOY,true,true,true,exact_point_and_edge_coverage
V89,C,9,9,8,8,TST,TST,true,true,true,exact_point_and_edge_coverage
V9,C,50,50,49,49,GRB,GRB,true,true,true,gap_requires_policy
V91,C,12,12,11,11,ALB,ALB,true,true,true,exact_point_and_edge_coverage
V93,C,23,23,22,22,CTR,CTR,true,true,true,gap_requires_policy
V94,C,63,63,62,62,HLI,HLI,true,true,true,gap_requires_policy
V95,C,23,23,22,22,FQF,FQF,true,true,true,exact_point_and_edge_coverage
V97,C,37,37,36,36,GEP,GEP,true,true,true,gap_requires_policy
V99,C,9,9,8,8,HFD,HFD,true,true,true,exact_point_and_edge_coverage
W21,C,9,9,8,8,BESSS,BESSS,true,true,true,exact_point_and_edge_coverage
Y183,C,2,2,1,1,PEAKY,PEAKY,true,true,true,exact_point_and_edge_coverage
Y185,C,16,16,15,15,OMN,OMN,true,true,true,exact_point_and_edge_coverage
Y196,C,3,3,2,2,TUNSL,TUNSL,true,true,true,exact_point_and_edge_coverage
Y217,C,3,3,2,2,OCTAL,OCTAL,true,true,true,exact_point_and_edge_coverage
Y240,C,6,6,5,5,MARCI,MARCI,true,true,true,exact_point_and_edge_coverage
Y259,C,3,3,2,2,OCTAL,OCTAL,true,true,true,exact_point_and_edge_coverage
Y260,C,3,3,2,2,MODUX,MODUX,true,true,true,exact_point_and_edge_coverage
Y261,C,3,3,2,2,MADIZ,MADIZ,true,true,true,exact_point_and_edge_coverage
Y262,C,8,8,7,7,ZFP,ZFP,true,true,true,exact_point_and_edge_coverage
Y280,C,25,25,24,24,GABAR,GABAR,true,true,true,exact_point_and_edge_coverage
Y289,C,8,8,7,7,WAALT,WAALT,true,true,true,exact_point_and_edge_coverage
Y290,C,23,23,22,22,ELOPO,ELOPO,true,true,true,exact_point_and_edge_coverage
Y291,C,7,7,6,6,CHIEZ,CHIEZ,true,true,true,exact_point_and_edge_coverage
Y292,C,3,3,2,2,PANMO,PANMO,true,true,true,exact_point_and_edge_coverage
Y294,C,2,2,1,1,GESSO,GESSO,true,true,true,exact_point_and_edge_coverage
Y297,C,4,4,3,3,TOVAR,TOVAR,true,true,true,exact_point_and_edge_coverage
Y298,C,5,5,4,4,BODLO,BODLO,true,true,true,exact_point_and_edge_coverage
Y299,C,3,3,2,2,SEELO,SEELO,true,true,true,exact_point_and_edge_coverage
Y304,C,3,3,2,2,SEKAR,SEKAR,true,true,true,exact_point_and_edge_coverage
Y306,C,4,4,3,3,POKEG,POKEG,true,true,true,exact_point_and_edge_coverage
Y307,C,10,10,9,9,JAZZI,JAZZI,true,true,true,exact_point_and_edge_coverage
Y308,C,7,7,6,6,ACONY,ACONY,true,true,true,exact_point_and_edge_coverage
Y309,C,4,4,3,3,FLRDA,FLRDA,true,true,true,exact_point_and_edge_coverage
Y313,C,6,6,5,5,SKARP,SKARP,true,true,true,exact_point_and_edge_coverage
Y315,C,4,4,3,3,KEEKA,KEEKA,true,true,true,exact_point_and_edge_coverage
Y318,C,6,6,5,5,ELOPO,ELOPO,true,true,true,exact_point_and_edge_coverage
Y319,C,7,7,6,6,JAZZI,JAZZI,true,true,true,exact_point_and_edge_coverage
Y323,C,3,3,2,2,RROOO,RROOO,true,true,true,exact_point_and_edge_coverage
Y327,C,5,5,4,4,SKARP,SKARP,true,true,true,exact_point_and_edge_coverage
Y329,C,2,2,1,1,ZFP,ZFP,true,true,true,exact_point_and_edge_coverage
Y330,C,3,3,2,2,HARBG,HARBG,true,true,true,exact_point_and_edge_coverage
Y350,C,3,3,2,2,KNSLY,KNSLY,true,true,true,exact_point_and_edge_coverage
Y352,C,2,2,1,1,HAGIT,HAGIT,true,true,true,exact_point_and_edge_coverage
Y353,C,5,5,4,4,BAHMA,BAHMA,true,true,true,exact_point_and_edge_coverage
Y354,C,2,2,1,1,GESSO,GESSO,true,true,true,exact_point_and_edge_coverage
Y355,C,14,14,13,13,NUCAR,NUCAR,true,true,true,exact_point_and_edge_coverage
Y356,C,4,4,3,3,MEEGL,MEEGL,true,true,true,exact_point_and_edge_coverage
Y374,C,4,4,3,3,ALBBE,ALBBE,true,true,true,exact_point_and_edge_coverage
Y396,C,3,3,2,2,MALVN,MALVN,true,true,true,exact_point_and_edge_coverage
Y397,C,2,2,1,1,RENAH,RENAH,true,true,true,exact_point_and_edge_coverage
Y398,C,6,6,5,5,JOSES,JOSES,true,true,true,exact_point_and_edge_coverage
Y399,C,3,3,2,2,ZQA,ZQA,true,true,true,exact_point_and_edge_coverage
Y421,C,9,9,8,8,OCTAL,OCTAL,true,true,true,exact_point_and_edge_coverage
Y436,C,9,9,8,8,JAINS,JAINS,true,true,true,exact_point_and_edge_coverage
Y438,C,9,9,8,8,TROUT,TROUT,true,true,true,exact_point_and_edge_coverage
Y439,C,6,6,5,5,SLUKA,SLUKA,true,true,true,exact_point_and_edge_coverage
Y441,C,3,3,2,2,ZQA,ZQA,true,true,true,exact_point_and_edge_coverage
Y442,C,4,4,3,3,MNATE,MNATE,true,true,true,exact_point_and_edge_coverage
Y443,C,4,4,3,3,BAHMA,BAHMA,true,true,true,exact_point_and_edge_coverage
Y481,C,6,6,5,5,DIXIE,DIXIE,true,true,true,exact_point_and_edge_coverage
Y482,C,6,6,5,5,SQUAD,SQUAD,true,true,true,exact_point_and_edge_coverage
Y483,C,9,9,8,8,JFK,JFK,true,true,true,exact_point_and_edge_coverage
Y484,C,11,11,10,10,OKONU,OKONU,true,true,true,exact_point_and_edge_coverage
Y485,C,9,9,8,8,YAALE,YAALE,true,true,true,exact_point_and_edge_coverage
Y486,C,8,8,7,7,SAVIK,SAVIK,true,true,true,exact_point_and_edge_coverage
Y487,C,7,7,6,6,SHIPP,SHIPP,true,true,true,exact_point_and_edge_coverage
Y488,C,16,16,15,15,SAUCR,SAUCR,true,true,true,exact_point_and_edge_coverage
Y489,C,10,10,9,9,SHIPP,SHIPP,true,true,true,exact_point_and_edge_coverage
Y490,C,10,10,9,9,ROLLE,ROLLE,true,true,true,exact_point_and_edge_coverage
Y492,C,7,7,6,6,SQUAD,SQUAD,true,true,true,exact_point_and_edge_coverage
Y493,C,10,10,9,9,VEGAA,VEGAA,true,true,true,exact_point_and_edge_coverage
Y494,C,14,14,13,13,YAALE,YAALE,true,true,true,exact_point_and_edge_coverage
Y495,C,8,8,7,7,CAMRN,CAMRN,true,true,true,exact_point_and_edge_coverage
Y497,C,7,7,6,6,SUBBS,SUBBS,true,true,true,exact_point_and_edge_coverage
Y578,C,4,4,3,3,KAYYT,KAYYT,true,true,true,exact_point_and_edge_coverage
Y586,C,4,4,3,3,JOSES,JOSES,true,true,true,exact_point_and_edge_coverage
Y588,C,5,5,4,4,RENAH,RENAH,true,true,true,exact_point_and_edge_coverage
Y589,C,2,2,1,1,MADIZ,MADIZ,true,true,true,exact_point_and_edge_coverage
Y624,C,5,5,4,4,ZFP,ZFP,true,true,true,exact_point_and_edge_coverage
Y642,C,5,5,4,4,GRATX,GRATX,true,true,true,exact_point_and_edge_coverage
