airwayId,airwayLocation,sourcePointRowCount,cleanOccurrenceCount,sourceExpectedAdjacentEdgeCount,cleanNextEdgeCount,sourceTerminalPoint,cleanTerminalPoint,pointCountMatches,edgeCountMatches,terminalPointMatches,coverageStatus
R763,C,11,11,10,10,BQN,BQN,true,true,true,gap_requires_policy
R888,C,2,2,1,1,MODUX,MODUX,true,true,true,exact_point_and_edge_coverage
R99,A,5,5,4,4,SPY,SPY,true,true,true,exact_point_and_edge_coverage
RTE1,C,3,3,2,2,MAZ,MAZ,true,true,true,exact_point_and_edge_coverage
RTE12,C,6,6,5,5,STT,STT,true,true,true,exact_point_and_edge_coverage
RTE2,C,11,11,10,10,COY,COY,true,true,true,exact_point_and_edge_coverage
RTE3,C,3,3,2,2,SJU,SJU,true,true,true,exact_point_and_edge_coverage
RTE4,C,9,9,8,8,COY,COY,true,true,true,exact_point_and_edge_coverage
RTE5,C,3,3,2,2,PLING,PLING,true,true,true,exact_point_and_edge_coverage
RTE6,C,8,8,7,7,STT,STT,true,true,true,exact_point_and_edge_coverage
RTE7,C,7,7,6,6,GESSO,GESSO,true,true,true,exact_point_and_edge_coverage
RTE9,C,9,9,8,8,VERMO,VERMO,true,true,true,exact_point_and_edge_coverage
T200,C,7,7,6,6,SBI,SBI,true,true,true,exact_point_and_edge_coverage
T201,C,5,5,4,4,BORTZ,BORTZ,true,true,true,exact_point_and_edge_coverage
T202,C,7,7,6,6,ZADEL,ZADEL,true,true,true,exact_point_and_edge_coverage
T203,C,5,5,4,4,OREAD,OREAD,true,true,true,exact_point_and_edge_coverage
T205,C,2,2,1,1,OTK,OTK,true,true,true,exact_point_and_edge_coverage
T206,C,7,7,6,6,SNOWS,SNOWS,true,true,true,exact_point_and_edge_coverage
T207,C,3,3,2,2,WALEE,WALEE,true,true,true,exact_point_and_edge_coverage
T208,C,17,17,16,16,SHANC,SHANC,true,true,true,exact_point_and_edge_coverage
T209,C,19,19,18,18,STYLZ,STYLZ,true,true,true,exact_point_and_edge_coverage
T210,C,16,16,15,15,WEZER,WEZER,true,true,true,exact_point_and_edge_coverage
T211,C,5,5,4,4,CRG,CRG,true,true,true,exact_point_and_edge_coverage
T212,C,16,16,15,15,PUT,PUT,true,true,true,exact_point_and_edge_coverage
T213,C,6,6,5,5,RID,RID,true,true,true,exact_point_and_edge_coverage
T214,C,5,5,4,4,ORPEE,ORPEE,true,true,true,exact_point_and_edge_coverage
T215,C,22,22,21,21,CPTON,CPTON,true,true,true,exact_point_and_edge_coverage
T216,C,28,28,27,27,ACK,ACK,true,true,true,exact_point_and_edge_coverage
T217,C,10,10,9,9,GAYLE,GAYLE,true,true,true,exact_point_and_edge_coverage
T218,C,8,8,7,7,SAX,SAX,true,true,true,exact_point_and_edge_coverage
T219,A,7,7,6,6,HPB,HPB,true,true,true,exact_point_and_edge_coverage
T220,C,8,8,7,7,SBI,SBI,true,true,true,exact_point_and_edge_coverage
T221,C,9,9,8,8,CFB,CFB,true,true,true,exact_point_and_edge_coverage
T222,A,19,19,18,18,FAI,FAI,true,true,true,exact_point_and_edge_coverage
T223,A,16,16,15,15,TED,TED,true,true,true,exact_point_and_edge_coverage
T224,C,112,112,111,111,BOS,BOS,true,true,true,exact_point_and_edge_coverage
T225,A,21,21,20,20,FAI,FAI,true,true,true,exact_point_and_edge_coverage
T226,A,14,14,13,13,FYU,FYU,true,true,true,exact_point_and_edge_coverage
T227,A,31,31,30,30,SCC,SCC,true,true,true,exact_point_and_edge_coverage
T228,A,23,23,22,22,ROCES,ROCES,true,true,true,exact_point_and_edge_coverage
T229,A,20,20,19,19,VANTY,VANTY,true,true,true,exact_point_and_edge_coverage
T230,A,3,3,2,2,AKN,AKN,true,true,true,exact_point_and_edge_coverage
T231,A,8,8,7,7,OTZ,OTZ,true,true,true,exact_point_and_edge_coverage
T232,A,23,23,22,22,ORT,ORT,true,true,true,exact_point_and_edge_coverage
T233,A,6,6,5,5,BTT,BTT,true,true,true,exact_point_and_edge_coverage
T234,A,4,4,3,3,RAMPA,RAMPA,true,true,true,exact_point_and_edge_coverage
T235,A,7,7,6,6,SCC,SCC,true,true,true,exact_point_and_edge_coverage
T236,A,2,2,1,1,RAMPA,RAMPA,true,true,true,exact_point_and_edge_coverage
T237,A,3,3,2,2,MDO,MDO,true,true,true,exact_point_and_edge_coverage
T238,A,3,3,2,2,BTT,BTT,true,true,true,exact_point_and_edge_coverage
T239,C,23,23,22,22,GOINS,GOINS,true,true,true,exact_point_and_edge_coverage
T240,A,8,8,7,7,SCC,SCC,true,true,true,exact_point_and_edge_coverage
T241,A,5,5,4,4,ZIDRA,ZIDRA,true,true,true,exact_point_and_edge_coverage
T242,A,9,9,8,8,TKA,TKA,true,true,true,exact_point_and_edge_coverage
T243,C,3,3,2,2,ZOLMN,ZOLMN,true,true,true,exact_point_and_edge_coverage
T244,A,8,8,7,7,TED,TED,true,true,true,exact_point_and_edge_coverage
T245,C,4,4,3,3,SILEX,SILEX,true,true,true,exact_point_and_edge_coverage
T246,A,9,9,8,8,TED,TED,true,true,true,exact_point_and_edge_coverage
T247,C,4,4,3,3,CANOG,CANOG,true,true,true,exact_point_and_edge_coverage
T248,A,3,3,2,2,ENM,ENM,true,true,true,exact_point_and_edge_coverage
T249,C,4,4,3,3,SLI,SLI,true,true,true,exact_point_and_edge_coverage
T250,A,6,6,5,5,BET,BET,true,true,true,exact_point_and_edge_coverage
T251,C,17,17,16,16,KOETZ,KOETZ,true,true,true,exact_point_and_edge_coverage
T252,A,6,6,5,5,SCC,SCC,true,true,true,exact_point_and_edge_coverage
T254,C,15,15,14,14,KNZLY,KNZLY,true,true,true,exact_point_and_edge_coverage
T255,C,7,7,6,6,NELIE,NELIE,true,true,true,exact_point_and_edge_coverage
T256,C,17,17,16,16,DAFLY,DAFLY,true,true,true,exact_point_and_edge_coverage
T257,C,40,40,39,39,TOU,TOU,true,true,true,exact_point_and_edge_coverage
T258,C,32,32,31,31,BOUSY,BOUSY,true,true,true,exact_point_and_edge_coverage
T259,C,22,22,21,21,ELY,ELY,true,true,true,exact_point_and_edge_coverage
T260,A,5,5,4,4,OME,OME,true,true,true,exact_point_and_edge_coverage
T261,C,49,49,48,48,JSTEN,JSTEN,true,true,true,exact_point_and_edge_coverage
T262,A,3,3,2,2,JOH,JOH,true,true,true,exact_point_and_edge_coverage
T263,C,34,34,33,33,ELWHA,ELWHA,true,true,true,exact_point_and_edge_coverage
T264,A,3,3,2,2,MDO,MDO,true,true,true,exact_point_and_edge_coverage
T265,C,17,17,16,16,PINES,PINES,true,true,true,exact_point_and_edge_coverage
T266,A,26,26,25,25,ANN,ANN,true,true,true,exact_point_and_edge_coverage
T267,A,13,13,12,12,ZISDU,ZISDU,true,true,true,exact_point_and_edge_coverage
T268,C,53,53,52,52,BIS,BIS,true,true,true,exact_point_and_edge_coverage
T269,A,35,35,34,34,MKLUK,MKLUK,true,true,true,exact_point_and_edge_coverage
T270,A,3,3,2,2,HALUS,HALUS,true,true,true,exact_point_and_edge_coverage
T271,A,10,10,9,9,AMOTT,AMOTT,true,true,true,exact_point_and_edge_coverage
T272,C,2,2,1,1,TYMME,TYMME,true,true,true,exact_point_and_edge_coverage
T273,A,7,7,6,6,ROCES,ROCES,true,true,true,exact_point_and_edge_coverage
T274,C,23,23,22,22,LIDAT,LIDAT,true,true,true,exact_point_and_edge_coverage
T275,A,7,7,6,6,UNK,UNK,true,true,true,exact_point_and_edge_coverage
T276,C,28,28,27,27,GGW,GGW,true,true,true,exact_point_and_edge_coverage
T277,A,6,6,5,5,JODGU,JODGU,true,true,true,exact_point_and_edge_coverage
T278,A,5,5,4,4,RADKY,RADKY,true,true,true,exact_point_and_edge_coverage
T279,A,2,2,1,1,BET,BET,true,true,true,exact_point_and_edge_coverage
T280,A,2,2,1,1,LVD,LVD,true,true,true,exact_point_and_edge_coverage
T281,C,5,5,4,4,PIR,PIR,true,true,true,exact_point_and_edge_coverage
T282,A,9,9,8,8,FAI,FAI,true,true,true,exact_point_and_edge_coverage
T283,C,4,4,3,3,PIR,PIR,true,true,true,exact_point_and_edge_coverage
T285,C,7,7,6,6,HON,HON,true,true,true,exact_point_and_edge_coverage
T286,C,25,25,24,24,BOWLR,BOWLR,true,true,true,exact_point_and_edge_coverage
T287,C,58,58,57,57,ENE,ENE,true,true,true,exact_point_and_edge_coverage
T288,C,11,11,10,10,ISTIQ,ISTIQ,true,true,true,exact_point_and_edge_coverage
T290,C,11,11,10,10,JACET,JACET,true,true,true,exact_point_and_edge_coverage
T291,C,25,25,24,24,ALB,ALB,true,true,true,exact_point_and_edge_coverage
T292,C,19,19,18,18,JACET,JACET,true,true,true,exact_point_and_edge_coverage
T293,C,8,8,7,7,DAISI,DAISI,true,true,true,exact_point_and_edge_coverage
T294,C,22,22,21,21,GRANT,GRANT,true,true,true,exact_point_and_edge_coverage
T295,C,48,48,47,47,PQI,PQI,true,true,true,exact_point_and_edge_coverage
T296,C,4,4,3,3,TACKL,TACKL,true,true,true,exact_point_and_edge_coverage
T297,C,8,8,7,7,REELL,REELL,true,true,true,exact_point_and_edge_coverage
T298,C,22,22,21,21,CZI,CZI,true,true,true,exact_point_and_edge_coverage
T299,C,22,22,21,21,ALB,ALB,true,true,true,exact_point_and_edge_coverage
T300,C,22,22,21,21,DEEPO,DEEPO,true,true,true,exact_point_and_edge_coverage
T301,C,10,10,9,9,PIA,PIA,true,true,true,exact_point_and_edge_coverage
T302,C,52,52,51,51,GRIFT,GRIFT,true,true,true,exact_point_and_edge_coverage
T303,C,38,38,37,37,BOS,BOS,true,true,true,exact_point_and_edge_coverage
T305,C,9,9,8,8,JIBKA,JIBKA,true,true,true,exact_point_and_edge_coverage
T306,C,20,20,19,19,ELP,ELP,true,true,true,exact_point_and_edge_coverage
T307,C,41,41,40,40,SYR,SYR,true,true,true,exact_point_and_edge_coverage
T308,A,2,2,1,1,WEREL,WEREL,true,true,true,exact_point_and_edge_coverage
T310,C,10,10,9,9,TCS,TCS,true,true,true,exact_point_and_edge_coverage
T312,C,15,15,14,14,PXV,PXV,true,true,true,exact_point_and_edge_coverage
T314,C,11,11,10,10,ENE,ENE,true,true,true,exact_point_and_edge_coverage
T315,C,74,74,73,73,BTV,BTV,true,true,true,exact_point_and_edge_coverage
T316,C,13,13,12,12,MANCH,MANCH,true,true,true,exact_point_and_edge_coverage
T317,C,79,79,78,78,AST,AST,true,true,true,exact_point_and_edge_coverage
T319,C,5,5,4,4,BLEWW,BLEWW,true,true,true,exact_point_and_edge_coverage
T320,C,33,33,32,32,GDM,GDM,true,true,true,exact_point_and_edge_coverage
T321,C,4,4,3,3,BIGNN,BIGNN,true,true,true,exact_point_and_edge_coverage
T322,C,18,18,17,17,RWF,RWF,true,true,true,exact_point_and_edge_coverage
T323,C,18,18,17,17,APE,APE,true,true,true,exact_point_and_edge_coverage
T325,C,20,20,19,19,OSH,OSH,true,true,true,exact_point_and_edge_coverage
T326,C,7,7,6,6,IPL,IPL,true,true,true,exact_point_and_edge_coverage
T328,C,18,18,17,17,KARSH,KARSH,true,true,true,exact_point_and_edge_coverage
T329,C,13,13,12,12,NACKI,NACKI,true,true,true,exact_point_and_edge_coverage
T330,C,13,13,12,12,GEP,GEP,true,true,true,exact_point_and_edge_coverage
T331,C,70,70,69,69,U.S. CANADIAN BORDER-1,U.S. CANADIAN BORDER-1,true,true,true,exact_point_and_edge_coverage
T332,C,11,11,10,10,ROZTY,ROZTY,true,true,true,exact_point_and_edge_coverage
T333,C,13,13,12,12,TIPRE,TIPRE,true,true,true,exact_point_and_edge_coverage
T335,C,25,25,24,24,SYR,SYR,true,true,true,exact_point_and_edge_coverage
T336,C,16,16,15,15,VALKA,VALKA,true,true,true,exact_point_and_edge_coverage
T338,C,4,4,3,3,BOEGY,BOEGY,true,true,true,exact_point_and_edge_coverage
T339,C,6,6,5,5,ODDEL,ODDEL,true,true,true,exact_point_and_edge_coverage
T340,H,12,12,11,11,ITO,ITO,true,true,true,exact_point_and_edge_coverage
T341,C,24,24,23,23,FLRNS,FLRNS,true,true,true,exact_point_and_edge_coverage
T342,H,11,11,10,10,KOA,KOA,true,true,true,exact_point_and_edge_coverage
T343,C,9,9,8,8,INDIA,INDIA,true,true,true,exact_point_and_edge_coverage
T344,H,10,10,9,9,KOA,KOA,true,true,true,exact_point_and_edge_coverage
T345,C,5,5,4,4,VALKA,VALKA,true,true,true,exact_point_and_edge_coverage
T346,H,13,13,12,12,PLACK,PLACK,true,true,true,exact_point_and_edge_coverage
T347,C,13,13,12,12,SEBAG,SEBAG,true,true,true,exact_point_and_edge_coverage
T348,C,21,21,20,20,LUNGS,LUNGS,true,true,true,exact_point_and_edge_coverage
T349,C,24,24,23,23,LYFEE,LYFEE,true,true,true,exact_point_and_edge_coverage
T353,C,13,13,12,12,STARY,STARY,true,true,true,exact_point_and_edge_coverage
T354,C,31,31,30,30,HAUSS,HAUSS,true,true,true,exact_point_and_edge_coverage
T355,C,24,24,23,23,SECOG,SECOG,true,true,true,exact_point_and_edge_coverage
T356,C,42,42,41,41,WIGGZ,WIGGZ,true,true,true,exact_point_and_edge_coverage
T357,C,4,4,3,3,DSIRE,DSIRE,true,true,true,exact_point_and_edge_coverage
T358,C,57,57,56,56,AUG,AUG,true,true,true,exact_point_and_edge_coverage
T359,C,6,6,5,5,DSIRE,DSIRE,true,true,true,exact_point_and_edge_coverage
T360,C,9,9,8,8,WAVES,WAVES,true,true,true,exact_point_and_edge_coverage
T361,C,7,7,6,6,MMM,MMM,true,true,true,exact_point_and_edge_coverage
T363,C,4,4,3,3,MMM,MMM,true,true,true,exact_point_and_edge_coverage
T364,A,3,3,2,2,OTZ,OTZ,true,true,true,exact_point_and_edge_coverage
T365,C,12,12,11,11,MHZ,MHZ,true,true,true,exact_point_and_edge_coverage
T366,A,8,8,7,7,JATIL,JATIL,true,true,true,exact_point_and_edge_coverage
T367,A,9,9,8,8,CABGI,CABGI,true,true,true,exact_point_and_edge_coverage
T368,A,9,9,8,8,ODK,ODK,true,true,true,exact_point_and_edge_coverage
T369,A,4,4,3,3,OME,OME,true,true,true,exact_point_and_edge_coverage
T370,A,8,8,7,7,ENA,ENA,true,true,true,exact_point_and_edge_coverage
T371,A,4,4,3,3,AMOTT,AMOTT,true,true,true,exact_point_and_edge_coverage
T372,A,20,20,19,19,U.S. CANADIAN BORDER-1,U.S. CANADIAN BORDER-1,true,true,true,exact_point_and_edge_coverage
T373,A,8,8,7,7,WEREL,WEREL,true,true,true,exact_point_and_edge_coverage
T374,A,11,11,10,10,FYU,FYU,true,true,true,exact_point_and_edge_coverage
T375,A,10,10,9,9,DERIK,DERIK,true,true,true,exact_point_and_edge_coverage
T376,A,9,9,8,8,HOM,HOM,true,true,true,exact_point_and_edge_coverage
T377,A,4,4,3,3,BKA,BKA,true,true,true,exact_point_and_edge_coverage
T378,A,6,6,5,5,FYU,FYU,true,true,true,exact_point_and_edge_coverage
T379,A,10,10,9,9,UTICE,UTICE,true,true,true,exact_point_and_edge_coverage
T380,A,12,12,11,11,SQA,SQA,true,true,true,exact_point_and_edge_coverage
T381,A,21,21,20,20,FYU,FYU,true,true,true,exact_point_and_edge_coverage
T382,A,9,9,8,8,MCG,MCG,true,true,true,exact_point_and_edge_coverage
T383,C,16,16,15,15,BDE,BDE,true,true,true,exact_point_and_edge_coverage
T385,A,6,6,5,5,DUMZU,DUMZU,true,true,true,exact_point_and_edge_coverage
T386,A,6,6,5,5,WEXIK,WEXIK,true,true,true,exact_point_and_edge_coverage
T388,A,6,6,5,5,BAILY,BAILY,true,true,true,exact_point_and_edge_coverage
T390,A,14,14,13,13,DUMZU,DUMZU,true,true,true,exact_point_and_edge_coverage
T391,C,13,13,12,12,SSENA,SSENA,true,true,true,exact_point_and_edge_coverage
T392,C,5,5,4,4,GRSIS,GRSIS,true,true,true,exact_point_and_edge_coverage
T393,C,18,18,17,17,BTV,BTV,true,true,true,exact_point_and_edge_coverage
T395,C,8,8,7,7,BRLIN,BRLIN,true,true,true,exact_point_and_edge_coverage
T396,A,7,7,6,6,GAL,GAL,true,true,true,exact_point_and_edge_coverage
T397,C,13,13,12,12,ALO,ALO,true,true,true,exact_point_and_edge_coverage
T398,C,63,63,62,62,TAPPA,TAPPA,true,true,true,exact_point_and_edge_coverage
T399,A,9,9,8,8,ENN,ENN,true,true,true,exact_point_and_edge_coverage
T400,C,17,17,16,16,ZOSAG,ZOSAG,true,true,true,exact_point_and_edge_coverage
T401,C,7,7,6,6,MARRI,MARRI,true,true,true,exact_point_and_edge_coverage
T403,C,5,5,4,4,BLUOX,BLUOX,true,true,true,exact_point_and_edge_coverage
T404,C,16,16,15,15,CAYCE,CAYCE,true,true,true,exact_point_and_edge_coverage
T405,C,17,17,16,16,GICHI,GICHI,true,true,true,exact_point_and_edge_coverage
T406,C,35,35,34,34,DURBE,DURBE,true,true,true,exact_point_and_edge_coverage
T407,C,19,19,18,18,U.S. CANADIAN BORDER-1,U.S. CANADIAN BORDER-1,true,true,true,exact_point_and_edge_coverage
T408,C,11,11,10,10,TBERT,TBERT,true,true,true,exact_point_and_edge_coverage
T409,C,6,6,5,5,PIR,PIR,true,true,true,exact_point_and_edge_coverage
T410,C,9,9,8,8,WIDER,WIDER,true,true,true,exact_point_and_edge_coverage
T411,C,11,11,10,10,LNK,LNK,true,true,true,exact_point_and_edge_coverage
T412,C,27,27,26,26,TIROE,TIROE,true,true,true,exact_point_and_edge_coverage
T413,C,21,21,20,20,PIR,PIR,true,true,true,exact_point_and_edge_coverage
T414,C,24,24,23,23,GVE,GVE,true,true,true,exact_point_and_edge_coverage
T415,A,4,4,3,3,GKN,GKN,true,true,true,exact_point_and_edge_coverage
T416,C,13,13,12,12,PREPI,PREPI,true,true,true,exact_point_and_edge_coverage
T417,A,3,3,2,2,EGAXE,EGAXE,true,true,true,exact_point_and_edge_coverage
T418,C,9,9,8,8,MMB,MMB,true,true,true,exact_point_and_edge_coverage
T419,C,10,10,9,9,TERGE,TERGE,true,true,true,exact_point_and_edge_coverage
T420,C,13,13,12,12,IRW,IRW,true,true,true,exact_point_and_edge_coverage
T421,C,13,13,12,12,HAGIE,HAGIE,true,true,true,exact_point_and_edge_coverage
T422,C,16,16,15,15,TUL,TUL,true,true,true,exact_point_and_edge_coverage
T423,C,10,10,9,9,HVQ,HVQ,true,true,true,exact_point_and_edge_coverage
T424,C,21,21,20,20,DBRAH,DBRAH,true,true,true,exact_point_and_edge_coverage
T425,C,10,10,9,9,HUSKY,HUSKY,true,true,true,exact_point_and_edge_coverage
T426,C,15,15,14,14,MCDON,MCDON,true,true,true,exact_point_and_edge_coverage
T427,C,9,9,8,8,LOGEN,LOGEN,true,true,true,exact_point_and_edge_coverage
T429,C,8,8,7,7,HAGIE,HAGIE,true,true,true,exact_point_and_edge_coverage
T430,C,8,8,7,7,SBJ,SBJ,true,true,true,exact_point_and_edge_coverage
T431,C,12,12,11,11,KNSAS,KNSAS,true,true,true,exact_point_and_edge_coverage
T432,C,9,9,8,8,NEION,NEION,true,true,true,exact_point_and_edge_coverage
T434,C,9,9,8,8,NECCK,NECCK,true,true,true,exact_point_and_edge_coverage
T435,A,7,7,6,6,AKN,AKN,true,true,true,exact_point_and_edge_coverage
T437,C,25,25,24,24,ZOOMS,ZOOMS,true,true,true,exact_point_and_edge_coverage
T438,C,20,20,19,19,PREPI,PREPI,true,true,true,exact_point_and_edge_coverage
T439,C,13,13,12,12,HITMN,HITMN,true,true,true,exact_point_and_edge_coverage
T440,C,8,8,7,7,TALLI,TALLI,true,true,true,exact_point_and_edge_coverage
T441,C,18,18,17,17,PENCE,PENCE,true,true,true,exact_point_and_edge_coverage
T445,C,12,12,11,11,AIRCO,AIRCO,true,true,true,exact_point_and_edge_coverage
T447,C,13,13,12,12,DLMAR,DLMAR,true,true,true,exact_point_and_edge_coverage
T449,C,11,11,10,10,CFB,CFB,true,true,true,exact_point_and_edge_coverage
T452,C,6,6,5,5,REESY,REESY,true,true,true,exact_point_and_edge_coverage
T454,C,11,11,10,10,NWTON,NWTON,true,true,true,exact_point_and_edge_coverage
T455,C,9,9,8,8,WIGGZ,WIGGZ,true,true,true,exact_point_and_edge_coverage
T456,C,13,13,12,12,MXE,MXE,true,true,true,exact_point_and_edge_coverage
T457,C,5,5,4,4,BOOCH,BOOCH,true,true,true,exact_point_and_edge_coverage
T458,C,14,14,13,13,BOS,BOS,true,true,true,exact_point_and_edge_coverage
T459,C,4,4,3,3,DOGGR,DOGGR,true,true,true,exact_point_and_edge_coverage
T460,C,15,15,14,14,GLYDE,GLYDE,true,true,true,exact_point_and_edge_coverage
T461,C,13,13,12,12,ALB,ALB,true,true,true,exact_point_and_edge_coverage
T462,C,14,14,13,13,GENEO,GENEO,true,true,true,exact_point_and_edge_coverage
T463,C,20,20,19,19,BTV,BTV,true,true,true,exact_point_and_edge_coverage
T464,C,5,5,4,4,CHURP,CHURP,true,true,true,exact_point_and_edge_coverage
T465,C,8,8,7,7,NITZR,NITZR,true,true,true,exact_point_and_edge_coverage
T466,C,17,17,16,16,SBI,SBI,true,true,true,exact_point_and_edge_coverage
T467,C,7,7,6,6,BROPH,BROPH,true,true,true,exact_point_and_edge_coverage
T468,C,16,16,15,15,LEWRP,LEWRP,true,true,true,exact_point_and_edge_coverage
T469,C,2,2,1,1,PGO,PGO,true,true,true,exact_point_and_edge_coverage
T470,C,11,11,10,10,CHOMP,CHOMP,true,true,true,exact_point_and_edge_coverage
T471,C,6,6,5,5,MLU,MLU,true,true,true,exact_point_and_edge_coverage
T472,C,5,5,4,4,HOT,HOT,true,true,true,exact_point_and_edge_coverage
T473,C,8,8,7,7,MLU,MLU,true,true,true,exact_point_and_edge_coverage
T474,C,8,8,7,7,MHZ,MHZ,true,true,true,exact_point_and_edge_coverage
T475,C,4,4,3,3,GICHI,GICHI,true,true,true,exact_point_and_edge_coverage
T476,C,6,6,5,5,WIMKA,WIMKA,true,true,true,exact_point_and_edge_coverage
T477,C,6,6,5,5,PSB,PSB,true,true,true,exact_point_and_edge_coverage
T478,C,9,9,8,8,BOLRR,BOLRR,true,true,true,exact_point_and_edge_coverage
T479,C,11,11,10,10,JARLO,JARLO,true,true,true,exact_point_and_edge_coverage
T480,C,15,15,14,14,ZOLMN,ZOLMN,true,true,true,exact_point_and_edge_coverage
T481,A,6,6,5,5,MAGNM,MAGNM,true,true,true,exact_point_and_edge_coverage
T482,C,4,4,3,3,COUPN,COUPN,true,true,true,exact_point_and_edge_coverage
T483,C,5,5,4,4,LFK,LFK,true,true,true,exact_point_and_edge_coverage
T484,C,5,5,4,4,BURGG,BURGG,true,true,true,exact_point_and_edge_coverage
T485,C,5,5,4,4,LFK,LFK,true,true,true,exact_point_and_edge_coverage
T486,C,34,34,33,33,VLKNN,VLKNN,true,true,true,exact_point_and_edge_coverage
T487,C,10,10,9,9,U.S. CANADIAN BORDER-1,U.S. CANADIAN BORDER-1,true,true,true,exact_point_and_edge_coverage
T488,C,7,7,6,6,RTBRO,RTBRO,true,true,true,exact_point_and_edge_coverage
T489,C,10,10,9,9,PCANN,PCANN,true,true,true,exact_point_and_edge_coverage
T490,C,6,6,5,5,ESC,ESC,true,true,true,exact_point_and_edge_coverage
T491,C,6,6,5,5,SIROC,SIROC,true,true,true,exact_point_and_edge_coverage
T492,C,8,8,7,7,DEARY,DEARY,true,true,true,exact_point_and_edge_coverage
T493,C,13,13,12,12,DOOLY,DOOLY,true,true,true,exact_point_and_edge_coverage
T494,C,2,2,1,1,TWOON,TWOON,true,true,true,exact_point_and_edge_coverage
T495,C,5,5,4,4,BWDEN,BWDEN,true,true,true,exact_point_and_edge_coverage
T497,C,10,10,9,9,FAGED,FAGED,true,true,true,exact_point_and_edge_coverage
T499,C,10,10,9,9,DILLO,DILLO,true,true,true,exact_point_and_edge_coverage
T545,C,22,22,21,21,AGJ,AGJ,true,true,true,exact_point_and_edge_coverage
T553,C,11,11,10,10,EKN,EKN,true,true,true,exact_point_and_edge_coverage
T608,C,30,30,29,29,REVER,REVER,true,true,true,gap_requires_policy
T616,C,5,5,4,4,U.S. CANADIAN BORDER-1,U.S. CANADIAN BORDER-1,true,true,true,exact_point_and_edge_coverage
T634,C,29,29,28,28,SEY,SEY,true,true,true,exact_point_and_edge_coverage
T645,C,6,6,5,5,U.S.CANADIAN BORDER-2,U.S.CANADIAN BORDER-2,true,true,true,exact_point_and_edge_coverage
T662,C,4,4,3,3,HULTN,HULTN,true,true,true,exact_point_and_edge_coverage
T675,C,7,7,6,6,U.S. CANADIAN BORDER-3,U.S. CANADIAN BORDER-3,true,true,true,gap_requires_policy
T698,C,5,5,4,4,U.S. CANADIAN BORDER-2,U.S. CANADIAN BORDER-2,true,true,true,exact_point_and_edge_coverage
T705,C,35,35,34,34,U.S. CANADIAN BORDER-1,U.S. CANADIAN BORDER-1,true,true,true,exact_point_and_edge_coverage
T719,A,6,6,5,5,BKA,BKA,true,true,true,exact_point_and_edge_coverage
T739,C,14,14,13,13,U.S. CANADIAN BORDER-3,U.S. CANADIAN BORDER-3,true,true,true,gap_requires_policy
T765,C,21,21,20,20,U.S. CANADIAN BORDER-6,U.S. CANADIAN BORDER-6,true,true,true,gap_requires_policy
T768,C,5,5,4,4,U.S. CANADIAN BORDER-1,U.S. CANADIAN BORDER-1,true,true,true,exact_point_and_edge_coverage
T776,C,12,12,11,11,SSM,SSM,true,true,true,gap_requires_policy
T781,C,11,11,10,10,HULTN,HULTN,true,true,true,gap_requires_policy
T797,C,3,3,2,2,U.S. CANADIAN BORDER-1,U.S. CANADIAN BORDER-1,true,true,true,exact_point_and_edge_coverage
T810,C,9,9,8,8,SSM,SSM,true,true,true,gap_requires_policy
TK502,C,9,9,8,8,DECKR,DECKR,true,true,true,exact_point_and_edge_coverage
TK504,C,7,7,6,6,BANKA,BANKA,true,true,true,exact_point_and_edge_coverage
V1,C,46,46,45,45,BOS,BOS,true,true,true,gap_requires_policy
V1,H,9,9,8,8,OGG,OGG,true,true,true,exact_point_and_edge_coverage
V10,C,42,42,41,41,GIJ,GIJ,true,true,true,gap_requires_policy
V100,C,17,17,16,16,DBQ,DBQ,true,true,true,gap_requires_policy
V101,C,29,29,28,28,SOLDE,SOLDE,true,true,true,exact_point_and_edge_coverage
V102,C,16,16,15,15,LBB,LBB,true,true,true,exact_point_and_edge_coverage
V103,C,16,16,15,15,ACO,ACO,true,true,true,gap_requires_policy
V105,C,34,34,33,33,FMG,FMG,true,true,true,exact_point_and_edge_coverage
V106,C,4,4,3,3,RASHE,RASHE,true,true,true,exact_point_and_edge_coverage
V107,C,24,24,23,23,BOARS,BOARS,true,true,true,exact_point_and_edge_coverage
V108,C,28,28,27,27,HLC,HLC,true,true,true,gap_requires_policy
V11,C,19,19,18,18,EDGEE,EDGEE,true,true,true,exact_point_and_edge_coverage
V11,H,10,10,9,9,OGG,OGG,true,true,true,exact_point_and_edge_coverage
V110,C,5,5,4,4,TCS,TCS,true,true,true,exact_point_and_edge_coverage
V111,C,9,9,8,8,MOD,MOD,true,true,true,exact_point_and_edge_coverage
V112,C,26,26,25,25,U.S. CANADIAN BORDER-2,U.S. CANADIAN BORDER-2,true,true,true,exact_point_and_edge_coverage
V113,C,38,38,37,37,LWT,LWT,true,true,true,gap_requires_policy
V114,C,36,36,35,35,LBY,LBY,true,true,true,gap_requires_policy
V115,C,26,26,25,25,JPU,JPU,true,true,true,gap_requires_policy
V116,C,9,9,8,8,SAX,SAX,true,true,true,exact_point_and_edge_coverage
V117,C,6,6,5,5,WISKE,WISKE,true,true,true,exact_point_and_edge_coverage
V118,C,8,8,7,7,CYS,CYS,true,true,true,exact_point_and_edge_coverage
V12,C,85,85,84,84,PTW,PTW,true,true,true,gap_requires_policy
