airwayKey,airwayPathKey,anyGapActive,gapFlagRaw,signalGapFlagRaw,doglegRaw,sourceTable,rowCount,sampleFromPointKeys,sampleToPointKeys,sampleSourceRowIds
AIRWAY:V4,AIRWAY_PATH:V4:C,true,Y,N,N,AWY_SEG_ALT,1,POINT:NAVAID:HYK:VOR/DME:US:KY:LEXINGTON,POINT:NAVAID:HVQ:VOR/DME:US:WV:CHARLESTON,15352
AIRWAY:V415,AIRWAY_PATH:V415:C,true,Y,N,N,AWY_SEG_ALT,1,POINT:FIX:HEFIN:K7,POINT:FIX:NELLO:K7,15476
AIRWAY:V417,AIRWAY_PATH:V417:C,true,Y,N,N,AWY_SEG_ALT,1,POINT:FIX:NELLO:K7,POINT:NAVAID:AHN:VOR/DME:US:GA:ATHENS,15492
AIRWAY:V430,AIRWAY_PATH:V430:C,true,Y,N,N,AWY_SEG_ALT,1,POINT:NAVAID:MOT:VOR/DME:US:ND:MINOT,POINT:NAVAID:GFK:VOR/DME:US:ND:GRAND_FORKS,15606
AIRWAY:V44,AIRWAY_PATH:V44:C,true,Y,N,N,AWY_SEG_ALT,1,POINT:NAVAID:ENL:VORTAC:US:IL:CENTRALIA,POINT:NAVAID:JPU:VOR/DME:US:WV:PARKERSBURG,15795
AIRWAY:V440,AIRWAY_PATH:V440:A,false,N,N,N,AWY_SEG_ALT,1,POINT:BOUNDARY:U.S._CANADIAN_BORDER-1,POINT:FIX:MOCKA:CY,15872
AIRWAY:V444,AIRWAY_PATH:V444:A,false,N,N,N,AWY_SEG_ALT,1,POINT:FIX:OLARU:PA,POINT:BOUNDARY:U.S._CANADIAN_BORDER-1,15936
AIRWAY:V444,AIRWAY_PATH:V444:C,true,Y,N,N,AWY_SEG_ALT,1,POINT:NAVAID:ALW:VOR/DME:US:WA:WALLA_WALLA,POINT:NAVAID:BKE:VOR/DME:US:OR:BAKER_CITY,15940
AIRWAY:V45,AIRWAY_PATH:V45:C,true,Y,N,N,AWY_SEG_ALT,1,POINT:NAVAID:HVQ:VOR/DME:US:WV:CHARLESTON,POINT:NAVAID:MBS:VOR/DME:US:MI:SAGINAW,16027
AIRWAY:V454,AIRWAY_PATH:V454:C,true,Y,N,N,AWY_SEG_ALT,1,POINT:NAVAID:MVC:VORTAC:US:AL:MONROEVILLE,POINT:FIX:GIZMO:K7,16097
AIRWAY:V469,AIRWAY_PATH:V469:C,true,Y,N,N,AWY_SEG_ALT,1,POINT:NAVAID:JST:VOR/DME:US:PA:JOHNSTOWN,POINT:NAVAID:HAR:VORTAC:US:PA:HARRISBURG,16308
AIRWAY:V505,AIRWAY_PATH:V505:C,true,Y,N,N,AWY_SEG_ALT,1,POINT:NAVAID:GEP:VORTAC:US:MN:MINNEAPOLIS,POINT:NAVAID:DLH:VORTAC:US:MN:DULUTH,16743
AIRWAY:V51,AIRWAY_PATH:V51:C,true,Y,N,N,AWY_SEG_ALT,2,POINT:NAVAID:IIU:VORTAC:US:KY:LOUISVILLE|POINT:NAVAID:CRG:VORTAC:US:FL:JACKSONVILLE,POINT:NAVAID:SHB:VOR/DME:US:IN:SHELBYVILLE|POINT:NAVAID:HCH:VOR/DME:US:TN:CROSSVILLE,16834|16829
AIRWAY:V53,AIRWAY_PATH:V53:C,true,Y,N,N,AWY_SEG_ALT,1,POINT:NAVAID:HMV:VORTAC:US:TN:HOLSTON_MOUNTAIN,POINT:NAVAID:HYK:VOR/DME:US:KY:LEXINGTON,17058
AIRWAY:V536,AIRWAY_PATH:V536:C,true,Y,N,N,AWY_SEG_ALT,1,POINT:NAVAID:BZN:VOR/DME:US:MT:BOZEMAN,POINT:NAVAID:SHR:VOR/DME:US:WY:SHERIDAN,17183
AIRWAY:V54,AIRWAY_PATH:V54:C,true,Y,N,N,AWY_SEG_ALT,2,POINT:NAVAID:LIT:VORTAC:US:AR:LITTLE_ROCK|POINT:NAVAID:CQY:VORTAC:US:TX:CEDAR_CREEK,POINT:NAVAID:SDZ:VORTAC:US:NC:SOUTHERN_PINES|POINT:NAVAID:TXK:VORTAC:US:AR:TEXARKANA,17223|17219
AIRWAY:V556,AIRWAY_PATH:V556:C,true,Y,N,N,AWY_SEG_ALT,1,POINT:NAVAID:STV:VORTAC:US:TX:STONEWALL,POINT:NAVAID:VUH:VOR/DME:US:TX:GALVESTON,17336
AIRWAY:V568,AIRWAY_PATH:V568:C,true,Y,N,N,AWY_SEG_ALT,1,POINT:NAVAID:STV:VORTAC:US:TX:STONEWALL,POINT:NAVAID:MQP:VORTAC:US:TX:MINERAL_WELLS,17444
AIRWAY:V573,AIRWAY_PATH:V573:C,true,Y,N,N,AWY_SEG_ALT,1,POINT:NAVAID:BYP:VORTAC:US:TX:BONHAM,POINT:NAVAID:TXK:VORTAC:US:AR:TEXARKANA,17476
AIRWAY:V6,AIRWAY_PATH:V6:C,true,Y,N,N,AWY_SEG_ALT,1,POINT:NAVAID:DPA:VOR/DME:US:IL:CHICAGO/WEST_CHICAGO,POINT:NAVAID:PSB:VORTAC:US:PA:PHILIPSBURG,17672
AIRWAY:V625,AIRWAY_PATH:V625:C,false,N,N,N,AWY_SEG_ALT,1,POINT:BOUNDARY:U.S._MEXICAN_BORDER-1,POINT:FIX:BITVE:K2,17819
AIRWAY:V63,AIRWAY_PATH:V63:C,true,Y,N,N,AWY_SEG_ALT,2,POINT:NAVAID:CVA:VORTAC:US:IA:DAVENPORT|POINT:NAVAID:OSH:VOR/DME:US:WI:OSHKOSH,POINT:NAVAID:JVL:VOR/DME:US:WI:JANESVILLE|POINT:NAVAID:RHI:VOR/DME:US:WI:RHINELANDER,17847|17854
AIRWAY:V66,AIRWAY_PATH:V66:C,true,Y,N,N,AWY_SEG_ALT,2,POINT:NAVAID:MQP:VORTAC:US:TX:MINERAL_WELLS|POINT:NAVAID:LGC:VORTAC:US:GA:LAGRANGE,POINT:NAVAID:OKW:VORTAC:US:AL:BROOKWOOD|POINT:NAVAID:SDZ:VORTAC:US:NC:SOUTHERN_PINES,17927|17932
AIRWAY:V7,AIRWAY_PATH:V7:C,true,Y,N,N,AWY_SEG_ALT,2,POINT:NAVAID:LAL:VORTAC:US:FL:LAKELAND|POINT:NAVAID:VUZ:VORTAC:US:AL:BIRMINGHAM,POINT:NAVAID:SZW:VORTAC:US:FL:TALLAHASSEE|POINT:NAVAID:PXV:VORTAC:US:IN:EVANSVILLE,18030|18048
AIRWAY:V7,AIRWAY_PATH:V7:H,true,Y,N,N,AWY_SEG_ALT,1,POINT:NAVAID:MKK:VORTAC:US:HI:KAUNAKAKAI,POINT:FIX:JOELE:P,18081
AIRWAY:V70,AIRWAY_PATH:V70:C,false,N,N,N,AWY_SEG_ALT,1,POINT:BOUNDARY:U.S._MEXICAN_BORDER-4,POINT:FIX:CFGFF:K4,18087
AIRWAY:V70,AIRWAY_PATH:V70:C,true,Y,N,N,AWY_SEG_ALT,1,POINT:NAVAID:ALD:VOR:US:SC:ALLENDALE,POINT:NAVAID:CRE:VORTAC:US:SC:NORTH_MYRTLE_BEACH,18144
AIRWAY:V71,AIRWAY_PATH:V71:C,true,Y,N,N,AWY_SEG_ALT,2,POINT:NAVAID:TOP:VORTAC:US:KS:TOPEKA|POINT:NAVAID:ONL:VORTAC:US:NE:O_NEILL,POINT:NAVAID:LNK:VORTAC:US:NE:LINCOLN|POINT:NAVAID:PIR:VORTAC:US:SD:PIERRE,18175|18179
AIRWAY:V72,AIRWAY_PATH:V72:C,true,Y,N,N,AWY_SEG_ALT,1,POINT:NAVAID:DGD:VORTAC:US:MO:DOGWOOD,POINT:NAVAID:FAM:VORTAC:US:MO:FARMINGTON,18202
AIRWAY:V74,AIRWAY_PATH:V74:C,true,Y,N,N,AWY_SEG_ALT,1,POINT:NAVAID:DDC:VORTAC:US:KS:DODGE_CITY,POINT:NAVAID:PER:VORTAC:US:OK:PONCA_CITY,18230
AIRWAY:V78,AIRWAY_PATH:V78:C,true,Y,N,N,AWY_SEG_ALT,1,POINT:NAVAID:RHI:VOR/DME:US:WI:RHINELANDER,POINT:NAVAID:PLN:VORTAC:US:MI:PELLSTON,18323
AIRWAY:V8,AIRWAY_PATH:V8:C,true,Y,N,N,AWY_SEG_ALT,1,POINT:NAVAID:CGT:VORTAC:US:IL:CHICAGO_HEIGHTS,POINT:NAVAID:MRB:VORTAC:US:WV:MARTINSBURG,18426
AIRWAY:V81,AIRWAY_PATH:V81:C,false,N,N,N,AWY_SEG_ALT,1,POINT:BOUNDARY:U.S._MEXICAN_BORDER-2,POINT:FIX:CFHBX:K4,18455
AIRWAY:V84,AIRWAY_PATH:V84:C,true,Y,N,N,AWY_SEG_ALT,1,POINT:NAVAID:PMM:VOR/DME:US:MI:PULLMAN,POINT:NAVAID:GEE:VOR/DME:US:NY:GENESEO,18556
AIRWAY:V9,AIRWAY_PATH:V9:C,true,Y,N,N,AWY_SEG_ALT,1,POINT:NAVAID:SPI:VORTAC:US:IL:SPRINGFIELD,POINT:NAVAID:JVL:VOR/DME:US:WI:JANESVILLE,18687
AIRWAY:V93,AIRWAY_PATH:V93:C,true,Y,N,Y,AWY_SEG_ALT,1,POINT:FIX:LAAYK:K6,POINT:FIX:HELON:K6,18724
AIRWAY:V94,AIRWAY_PATH:V94:C,true,Y,N,N,AWY_SEG_ALT,1,POINT:NAVAID:TQA:VOR/DME:US:TX:ABILENE,POINT:NAVAID:CQY:VORTAC:US:TX:CEDAR_CREEK,18769
AIRWAY:V97,AIRWAY_PATH:V97:C,true,Y,N,N,AWY_SEG_ALT,2,POINT:FIX:PRATZ:K7|POINT:NAVAID:HYK:VOR/DME:US:KY:LEXINGTON,POINT:FIX:NELLO:K7|POINT:NAVAID:ODI:VORTAC:US:MN:NODINE,18837|18848
