airwayOccurrenceKey,airwayPathKey,awyId,awyLocation,pointSeq,rawFromPoint,rawFromPointType,rawToPoint,rawNextMeaPoint,resolvedPointKey,resolveStatus,occurrenceRole,sourceCycle,sourceTable,sourceRowId
AWY_OCC:V82:C:90,AIRWAY_PATH:V82:C,V82,C,90,BOOTY,RP,FAPKO,,POINT:FIX:BOOTY:K5,resolved_fix,INTERMEDIATE,2026-05-14,AWY_SEG_ALT,18511
AWY_OCC:V82:C:100,AIRWAY_PATH:V82:C,V82,C,100,FAPKO,RP,DLL,,POINT:FIX:FAPKO:K5,resolved_fix,INTERMEDIATE,2026-05-14,AWY_SEG_ALT,18512
AWY_OCC:V82:C:110,AIRWAY_PATH:V82:C,V82,C,110,DLL,VORTAC,,,POINT:NAVAID:DLL:VORTAC:US:WI:BARABOO,resolved_navaid,END,2026-05-14,AWY_SEG_ALT,18513
AWY_OCC:V83:C:10,AIRWAY_PATH:V83:C,V83,C,10,CNM,VORTAC,ROHYO,NELON,POINT:NAVAID:CNM:VORTAC:US:NM:CARLSBAD,resolved_navaid,START,2026-05-14,AWY_SEG_ALT,18514
AWY_OCC:V83:C:20,AIRWAY_PATH:V83:C,V83,C,20,ROHYO,RP,FATAP,,POINT:FIX:ROHYO:K2,resolved_fix,INTERMEDIATE,2026-05-14,AWY_SEG_ALT,18515
AWY_OCC:V83:C:30,AIRWAY_PATH:V83:C,V83,C,30,FATAP,RP,NELON,,POINT:FIX:FATAP:K2,resolved_fix,INTERMEDIATE,2026-05-14,AWY_SEG_ALT,18516
AWY_OCC:V83:C:40,AIRWAY_PATH:V83:C,V83,C,40,NELON,RP,IPNUC,CME,POINT:FIX:NELON:K2,resolved_fix,INTERMEDIATE,2026-05-14,AWY_SEG_ALT,18517
AWY_OCC:V83:C:50,AIRWAY_PATH:V83:C,V83,C,50,IPNUC,RP,CME,,POINT:FIX:IPNUC:K2,resolved_fix,INTERMEDIATE,2026-05-14,AWY_SEG_ALT,18518
AWY_OCC:V83:C:60,AIRWAY_PATH:V83:C,V83,C,60,CME,VORTAC,JOGPO,HONDS,POINT:NAVAID:CME:VORTAC:US:NM:ROSWELL,resolved_navaid,INTERMEDIATE,2026-05-14,AWY_SEG_ALT,18519
AWY_OCC:V83:C:70,AIRWAY_PATH:V83:C,V83,C,70,JOGPO,RP,HONDS,,POINT:FIX:JOGPO:K2,resolved_fix,INTERMEDIATE,2026-05-14,AWY_SEG_ALT,18520
AWY_OCC:V83:C:80,AIRWAY_PATH:V83:C,V83,C,80,HONDS,RP,REYOK,CNX,POINT:FIX:HONDS:K2,resolved_fix,INTERMEDIATE,2026-05-14,AWY_SEG_ALT,18521
AWY_OCC:V83:C:90,AIRWAY_PATH:V83:C,V83,C,90,REYOK,RP,CNX,,POINT:FIX:REYOK:K2,resolved_fix,INTERMEDIATE,2026-05-14,AWY_SEG_ALT,18522
AWY_OCC:V83:C:100,AIRWAY_PATH:V83:C,V83,C,100,CNX,VORTAC,RUINS,OTO,POINT:NAVAID:CNX:VORTAC:US:NM:CORONA,resolved_navaid,INTERMEDIATE,2026-05-14,AWY_SEG_ALT,18523
AWY_OCC:V83:C:110,AIRWAY_PATH:V83:C,V83,C,110,RUINS,RP,OTO,,POINT:FIX:RUINS:K2,resolved_fix,INTERMEDIATE,2026-05-14,AWY_SEG_ALT,18524
AWY_OCC:V83:C:120,AIRWAY_PATH:V83:C,V83,C,120,OTO,VOR,CAYAL,LACRO,POINT:NAVAID:OTO:VOR:US:NM:OTTO,resolved_navaid,INTERMEDIATE,2026-05-14,AWY_SEG_ALT,18525
AWY_OCC:V83:C:130,AIRWAY_PATH:V83:C,V83,C,130,CAYAL,RP,LACRO,,POINT:FIX:CAYAL:K2,resolved_fix,INTERMEDIATE,2026-05-14,AWY_SEG_ALT,18526
AWY_OCC:V83:C:140,AIRWAY_PATH:V83:C,V83,C,140,LACRO,RP,SAF,SAF,POINT:FIX:LACRO:K2,resolved_fix,INTERMEDIATE,2026-05-14,AWY_SEG_ALT,18527
AWY_OCC:V83:C:150,AIRWAY_PATH:V83:C,V83,C,150,SAF,VORTAC,VECUT,NAMBE,POINT:NAVAID:SAF:VORTAC:US:NM:SANTA_FE,resolved_navaid,INTERMEDIATE,2026-05-14,AWY_SEG_ALT,18528
AWY_OCC:V83:C:160,AIRWAY_PATH:V83:C,V83,C,160,VECUT,RP,NAMBE,,POINT:FIX:VECUT:K2,resolved_fix,INTERMEDIATE,2026-05-14,AWY_SEG_ALT,18529
AWY_OCC:V83:C:170,AIRWAY_PATH:V83:C,V83,C,170,NAMBE,RP,POAKE,TAS,POINT:FIX:NAMBE:K2,resolved_fix,INTERMEDIATE,2026-05-14,AWY_SEG_ALT,18530
AWY_OCC:V83:C:180,AIRWAY_PATH:V83:C,V83,C,180,POAKE,RP,ZEDAN,,POINT:FIX:POAKE:K2,resolved_fix,INTERMEDIATE,2026-05-14,AWY_SEG_ALT,18531
AWY_OCC:V83:C:190,AIRWAY_PATH:V83:C,V83,C,190,ZEDAN,RP,NAXUE,,POINT:FIX:ZEDAN:K2,resolved_fix,INTERMEDIATE,2026-05-14,AWY_SEG_ALT,18532
AWY_OCC:V83:C:200,AIRWAY_PATH:V83:C,V83,C,200,NAXUE,RP,DIXAN,,POINT:FIX:NAXUE:K2,resolved_fix,INTERMEDIATE,2026-05-14,AWY_SEG_ALT,18533
AWY_OCC:V83:C:210,AIRWAY_PATH:V83:C,V83,C,210,DIXAN,RP,TELOY,,POINT:FIX:DIXAN:K2,resolved_fix,INTERMEDIATE,2026-05-14,AWY_SEG_ALT,18534
AWY_OCC:V83:C:220,AIRWAY_PATH:V83:C,V83,C,220,TELOY,RP,TAS,,POINT:FIX:TELOY:K2,resolved_fix,INTERMEDIATE,2026-05-14,AWY_SEG_ALT,18535
AWY_OCC:V83:C:230,AIRWAY_PATH:V83:C,V83,C,230,TAS,VORTAC,ZOTOS,ALS,POINT:NAVAID:TAS:VORTAC:US:NM:TAOS,resolved_navaid,INTERMEDIATE,2026-05-14,AWY_SEG_ALT,18536
AWY_OCC:V83:C:240,AIRWAY_PATH:V83:C,V83,C,240,ZOTOS,RP,LYSSA,,POINT:FIX:ZOTOS:K2,resolved_fix,INTERMEDIATE,2026-05-14,AWY_SEG_ALT,18537
AWY_OCC:V83:C:250,AIRWAY_PATH:V83:C,V83,C,250,LYSSA,RP,ALS,,POINT:FIX:LYSSA:K2,resolved_fix,INTERMEDIATE,2026-05-14,AWY_SEG_ALT,18538
AWY_OCC:V83:C:260,AIRWAY_PATH:V83:C,V83,C,260,ALS,VORTAC,BLOKE,BLOKE,POINT:NAVAID:ALS:VORTAC:US:CO:ALAMOSA,resolved_navaid,INTERMEDIATE,2026-05-14,AWY_SEG_ALT,18539
AWY_OCC:V83:C:270,AIRWAY_PATH:V83:C,V83,C,270,BLOKE,RP,GOSIP,GOSIP,POINT:FIX:BLOKE:K2,resolved_fix,INTERMEDIATE,2026-05-14,AWY_SEG_ALT,18540
AWY_OCC:V83:C:280,AIRWAY_PATH:V83:C,V83,C,280,GOSIP,RP,VIGIL,PUB,POINT:FIX:GOSIP:K2,resolved_fix,INTERMEDIATE,2026-05-14,AWY_SEG_ALT,18541
AWY_OCC:V83:C:290,AIRWAY_PATH:V83:C,V83,C,290,VIGIL,RP,HUNER,,POINT:FIX:VIGIL:K2,resolved_fix,INTERMEDIATE,2026-05-14,AWY_SEG_ALT,18542
AWY_OCC:V83:C:300,AIRWAY_PATH:V83:C,V83,C,300,HUNER,RP,PUB,,POINT:FIX:HUNER:K2,resolved_fix,INTERMEDIATE,2026-05-14,AWY_SEG_ALT,18543
AWY_OCC:V83:C:310,AIRWAY_PATH:V83:C,V83,C,310,PUB,VORTAC,DRAKE,DRAKE,POINT:NAVAID:PUB:VORTAC:US:CO:PUEBLO,resolved_navaid,INTERMEDIATE,2026-05-14,AWY_SEG_ALT,18544
AWY_OCC:V83:C:320,AIRWAY_PATH:V83:C,V83,C,320,DRAKE,RP,BRK,BRK,POINT:FIX:DRAKE:K2,resolved_fix,INTERMEDIATE,2026-05-14,AWY_SEG_ALT,18545
AWY_OCC:V83:C:330,AIRWAY_PATH:V83:C,V83,C,330,BRK,VOR/DME,,,POINT:NAVAID:BRK:VOR/DME:US:CO:COLORADO_SPRINGS,resolved_navaid,END,2026-05-14,AWY_SEG_ALT,18546
AWY_OCC:V84:C:10,AIRWAY_PATH:V84:C,V84,C,10,OBK,VOR/DME,WARPI,KUBBS,POINT:NAVAID:OBK:VOR/DME:US:IL:NORTHBROOK,resolved_navaid,START,2026-05-14,AWY_SEG_ALT,18547
AWY_OCC:V84:C:20,AIRWAY_PATH:V84:C,V84,C,20,WARPI,RP,PAPPI,,POINT:FIX:WARPI:K5,resolved_fix,INTERMEDIATE,2026-05-14,AWY_SEG_ALT,18548
AWY_OCC:V84:C:30,AIRWAY_PATH:V84:C,V84,C,30,PAPPI,RP,KUBBS,,POINT:FIX:PAPPI:K5,resolved_fix,INTERMEDIATE,2026-05-14,AWY_SEG_ALT,18549
AWY_OCC:V84:C:40,AIRWAY_PATH:V84:C,V84,C,40,KUBBS,RP,STORY,STORY,POINT:FIX:KUBBS:K5,resolved_fix,INTERMEDIATE,2026-05-14,AWY_SEG_ALT,18550
AWY_OCC:V84:C:50,AIRWAY_PATH:V84:C,V84,C,50,STORY,RP,PIVOT,PIVOT,POINT:FIX:STORY:K5,resolved_fix,INTERMEDIATE,2026-05-14,AWY_SEG_ALT,18551
AWY_OCC:V84:C:60,AIRWAY_PATH:V84:C,V84,C,60,PIVOT,RP,PEEPS,JYBEE,POINT:FIX:PIVOT:K5,resolved_fix,INTERMEDIATE,2026-05-14,AWY_SEG_ALT,18552
AWY_OCC:V84:C:70,AIRWAY_PATH:V84:C,V84,C,70,PEEPS,RP,JYBEE,,POINT:FIX:PEEPS:K5,resolved_fix,INTERMEDIATE,2026-05-14,AWY_SEG_ALT,18553
AWY_OCC:V84:C:80,AIRWAY_PATH:V84:C,V84,C,80,JYBEE,RP,CLAUD,PMM,POINT:FIX:JYBEE:K5,resolved_fix,INTERMEDIATE,2026-05-14,AWY_SEG_ALT,18554
AWY_OCC:V84:C:90,AIRWAY_PATH:V84:C,V84,C,90,CLAUD,RP,PMM,,POINT:FIX:CLAUD:K5,resolved_fix,INTERMEDIATE,2026-05-14,AWY_SEG_ALT,18555
AWY_OCC:V84:C:100,AIRWAY_PATH:V84:C,V84,C,100,PMM,VOR/DME,GEE,GEE,POINT:NAVAID:PMM:VOR/DME:US:MI:PULLMAN,resolved_navaid,INTERMEDIATE,2026-05-14,AWY_SEG_ALT,18556
AWY_OCC:V84:C:110,AIRWAY_PATH:V84:C,V84,C,110,GEE,VOR/DME,UMAGY,BEEPS,POINT:NAVAID:GEE:VOR/DME:US:NY:GENESEO,resolved_navaid,INTERMEDIATE,2026-05-14,AWY_SEG_ALT,18557
AWY_OCC:V84:C:120,AIRWAY_PATH:V84:C,V84,C,120,UMAGY,RP,BEEPS,,POINT:FIX:UMAGY:K6,resolved_fix,INTERMEDIATE,2026-05-14,AWY_SEG_ALT,18558
AWY_OCC:V84:C:130,AIRWAY_PATH:V84:C,V84,C,130,BEEPS,RP,RODAN,SYR,POINT:FIX:BEEPS:K6,resolved_fix,INTERMEDIATE,2026-05-14,AWY_SEG_ALT,18559
AWY_OCC:V84:C:140,AIRWAY_PATH:V84:C,V84,C,140,RODAN,RP,SYR,,POINT:FIX:RODAN:K6,resolved_fix,INTERMEDIATE,2026-05-14,AWY_SEG_ALT,18560
AWY_OCC:V84:C:150,AIRWAY_PATH:V84:C,V84,C,150,SYR,VORTAC,,,POINT:NAVAID:SYR:VORTAC:US:NY:SYRACUSE,resolved_navaid,END,2026-05-14,AWY_SEG_ALT,18561
AWY_OCC:V85:C:10,AIRWAY_PATH:V85:C,V85,C,10,FQF,VORTAC,FIPSS,HYGEN,POINT:NAVAID:FQF:VORTAC:US:CO:DENVER,resolved_navaid,START,2026-05-14,AWY_SEG_ALT,18562
AWY_OCC:V85:C:20,AIRWAY_PATH:V85:C,V85,C,20,FIPSS,RP,HYGEN,,POINT:FIX:FIPSS:K2,resolved_fix,INTERMEDIATE,2026-05-14,AWY_SEG_ALT,18563
AWY_OCC:V85:C:30,AIRWAY_PATH:V85:C,V85,C,30,HYGEN,RP,TOMSN,LAR,POINT:FIX:HYGEN:K2,resolved_fix,INTERMEDIATE,2026-05-14,AWY_SEG_ALT,18564
AWY_OCC:V85:C:40,AIRWAY_PATH:V85:C,V85,C,40,TOMSN,RP,ALLAN,,POINT:FIX:TOMSN:K2,resolved_fix,INTERMEDIATE,2026-05-14,AWY_SEG_ALT,18565
AWY_OCC:V85:C:50,AIRWAY_PATH:V85:C,V85,C,50,ALLAN,RP,RIDJE,,POINT:FIX:ALLAN:K2,resolved_fix,INTERMEDIATE,2026-05-14,AWY_SEG_ALT,18566
AWY_OCC:V85:C:60,AIRWAY_PATH:V85:C,V85,C,60,RIDJE,RP,OCETE,,POINT:FIX:RIDJE:K2,resolved_fix,INTERMEDIATE,2026-05-14,AWY_SEG_ALT,18567
AWY_OCC:V85:C:70,AIRWAY_PATH:V85:C,V85,C,70,OCETE,RP,LAR,,POINT:FIX:OCETE:K1,resolved_fix,INTERMEDIATE,2026-05-14,AWY_SEG_ALT,18568
AWY_OCC:V85:C:80,AIRWAY_PATH:V85:C,V85,C,80,LAR,VOR/DME,PUCIP,MBW,POINT:NAVAID:LAR:VOR/DME:US:WY:LARAMIE,resolved_navaid,INTERMEDIATE,2026-05-14,AWY_SEG_ALT,18569
AWY_OCC:V85:C:90,AIRWAY_PATH:V85:C,V85,C,90,PUCIP,RP,YEKUS,,POINT:FIX:PUCIP:K1,resolved_fix,INTERMEDIATE,2026-05-14,AWY_SEG_ALT,18570
AWY_OCC:V85:C:100,AIRWAY_PATH:V85:C,V85,C,100,YEKUS,RP,MBW,,POINT:FIX:YEKUS:K1,resolved_fix,INTERMEDIATE,2026-05-14,AWY_SEG_ALT,18571
AWY_OCC:V85:C:110,AIRWAY_PATH:V85:C,V85,C,110,MBW,VOR/DME,MULTI,MULTI,POINT:NAVAID:MBW:VOR/DME:US:WY:MEDICINE_BOW,resolved_navaid,INTERMEDIATE,2026-05-14,AWY_SEG_ALT,18572
AWY_OCC:V85:C:120,AIRWAY_PATH:V85:C,V85,C,120,MULTI,RP,EVENT,DDY,POINT:FIX:MULTI:K1,resolved_fix,INTERMEDIATE,2026-05-14,AWY_SEG_ALT,18573
AWY_OCC:V85:C:130,AIRWAY_PATH:V85:C,V85,C,130,EVENT,RP,DDY,,POINT:FIX:EVENT:K1,resolved_fix,INTERMEDIATE,2026-05-14,AWY_SEG_ALT,18574
AWY_OCC:V85:C:140,AIRWAY_PATH:V85:C,V85,C,140,DDY,VOR/DME,JUMKO,RIW,POINT:NAVAID:DDY:VOR/DME:US:WY:CASPER,resolved_navaid,INTERMEDIATE,2026-05-14,AWY_SEG_ALT,18575
AWY_OCC:V85:C:150,AIRWAY_PATH:V85:C,V85,C,150,JUMKO,RP,RIW,,POINT:FIX:JUMKO:K1,resolved_fix,INTERMEDIATE,2026-05-14,AWY_SEG_ALT,18576
AWY_OCC:V85:C:160,AIRWAY_PATH:V85:C,V85,C,160,RIW,VOR/DME,FETIK,BOY,POINT:NAVAID:RIW:VOR/DME:US:WY:RIVERTON,resolved_navaid,INTERMEDIATE,2026-05-14,AWY_SEG_ALT,18577
AWY_OCC:V85:C:170,AIRWAY_PATH:V85:C,V85,C,170,FETIK,RP,BOY,,POINT:FIX:FETIK:K1,resolved_fix,INTERMEDIATE,2026-05-14,AWY_SEG_ALT,18578
AWY_OCC:V85:C:180,AIRWAY_PATH:V85:C,V85,C,180,BOY,VOR/DME,NICQE,COD,POINT:NAVAID:BOY:VOR/DME:US:WY:BOYSEN_RESERVOIR,resolved_navaid,INTERMEDIATE,2026-05-14,AWY_SEG_ALT,18579
AWY_OCC:V85:C:190,AIRWAY_PATH:V85:C,V85,C,190,NICQE,RP,COD,,POINT:FIX:NICQE:K1,resolved_fix,INTERMEDIATE,2026-05-14,AWY_SEG_ALT,18580
AWY_OCC:V85:C:200,AIRWAY_PATH:V85:C,V85,C,200,COD,VOR/DME,SEZJI,EDDAR,POINT:NAVAID:COD:VOR/DME:US:WY:CODY,resolved_navaid,INTERMEDIATE,2026-05-14,AWY_SEG_ALT,18581
AWY_OCC:V85:C:210,AIRWAY_PATH:V85:C,V85,C,210,SEZJI,RP,SOLME,,POINT:FIX:SEZJI:K1,resolved_fix,INTERMEDIATE,2026-05-14,AWY_SEG_ALT,18582
AWY_OCC:V85:C:220,AIRWAY_PATH:V85:C,V85,C,220,SOLME,RP,EDDAR,,POINT:FIX:SOLME:K1,resolved_fix,INTERMEDIATE,2026-05-14,AWY_SEG_ALT,18583
AWY_OCC:V85:C:230,AIRWAY_PATH:V85:C,V85,C,230,EDDAR,RP,BIL,BIL,POINT:FIX:EDDAR:K1,resolved_fix,INTERMEDIATE,2026-05-14,AWY_SEG_ALT,18584
AWY_OCC:V85:C:240,AIRWAY_PATH:V85:C,V85,C,240,BIL,VORTAC,,,POINT:NAVAID:BIL:VORTAC:US:MT:BILLINGS,resolved_navaid,END,2026-05-14,AWY_SEG_ALT,18585
AWY_OCC:V86:C:10,AIRWAY_PATH:V86:C,V86,C,10,MSO,VOR/DME,TAGOE,CPN,POINT:NAVAID:MSO:VOR/DME:US:MT:MISSOULA,resolved_navaid,START,2026-05-14,AWY_SEG_ALT,18586
AWY_OCC:V86:C:20,AIRWAY_PATH:V86:C,V86,C,20,TAGOE,RP,PUNNS,,POINT:FIX:TAGOE:K1,resolved_fix,INTERMEDIATE,2026-05-14,AWY_SEG_ALT,18587
AWY_OCC:V86:C:30,AIRWAY_PATH:V86:C,V86,C,30,PUNNS,RP,WAKIX,,POINT:FIX:PUNNS:K1,resolved_fix,INTERMEDIATE,2026-05-14,AWY_SEG_ALT,18588
AWY_OCC:V86:C:40,AIRWAY_PATH:V86:C,V86,C,40,WAKIX,RP,UBIJO,,POINT:FIX:WAKIX:K1,resolved_fix,INTERMEDIATE,2026-05-14,AWY_SEG_ALT,18589
AWY_OCC:V86:C:50,AIRWAY_PATH:V86:C,V86,C,50,UBIJO,RP,CPN,,POINT:FIX:UBIJO:K1,resolved_fix,INTERMEDIATE,2026-05-14,AWY_SEG_ALT,18590
AWY_OCC:V86:C:60,AIRWAY_PATH:V86:C,V86,C,60,CPN,VOR/DME,HIA,HIA,POINT:NAVAID:CPN:VOR/DME:US:MT:BUTTE,resolved_navaid,INTERMEDIATE,2026-05-14,AWY_SEG_ALT,18591
AWY_OCC:V86:C:70,AIRWAY_PATH:V86:C,V86,C,70,HIA,VOR/DME,BZN,BZN,POINT:NAVAID:HIA:VOR/DME:US:MT:WHITEHALL,resolved_navaid,INTERMEDIATE,2026-05-14,AWY_SEG_ALT,18592
AWY_OCC:V86:C:80,AIRWAY_PATH:V86:C,V86,C,80,BZN,VOR/DME,ZUBLI,LVM,POINT:NAVAID:BZN:VOR/DME:US:MT:BOZEMAN,resolved_navaid,INTERMEDIATE,2026-05-14,AWY_SEG_ALT,18593
AWY_OCC:V86:C:90,AIRWAY_PATH:V86:C,V86,C,90,ZUBLI,RP,LVM,,POINT:FIX:ZUBLI:K1,resolved_fix,INTERMEDIATE,2026-05-14,AWY_SEG_ALT,18594
AWY_OCC:V86:C:100,AIRWAY_PATH:V86:C,V86,C,100,LVM,VOR/DME,SUBKY,REEPO,POINT:NAVAID:LVM:VOR/DME:US:MT:LIVINGSTON,resolved_navaid,INTERMEDIATE,2026-05-14,AWY_SEG_ALT,18595
AWY_OCC:V86:C:110,AIRWAY_PATH:V86:C,V86,C,110,SUBKY,RP,REEPO,,POINT:FIX:SUBKY:K1,resolved_fix,INTERMEDIATE,2026-05-14,AWY_SEG_ALT,18596
AWY_OCC:V86:C:120,AIRWAY_PATH:V86:C,V86,C,120,REEPO,RP,COLUS,COLUS,POINT:FIX:REEPO:K1,resolved_fix,INTERMEDIATE,2026-05-14,AWY_SEG_ALT,18597
AWY_OCC:V86:C:130,AIRWAY_PATH:V86:C,V86,C,130,COLUS,RP,NARUW,BIL,POINT:FIX:COLUS:K1,resolved_fix,INTERMEDIATE,2026-05-14,AWY_SEG_ALT,18598
AWY_OCC:V86:C:140,AIRWAY_PATH:V86:C,V86,C,140,NARUW,RP,BIL,,POINT:FIX:NARUW:K1,resolved_fix,INTERMEDIATE,2026-05-14,AWY_SEG_ALT,18599
AWY_OCC:V86:C:150,AIRWAY_PATH:V86:C,V86,C,150,BIL,VORTAC,KRONA,KRONA,POINT:NAVAID:BIL:VORTAC:US:MT:BILLINGS,resolved_navaid,INTERMEDIATE,2026-05-14,AWY_SEG_ALT,18600
AWY_OCC:V86:C:160,AIRWAY_PATH:V86:C,V86,C,160,KRONA,RP,PARBE,SHR,POINT:FIX:KRONA:K1,resolved_fix,INTERMEDIATE,2026-05-14,AWY_SEG_ALT,18601
AWY_OCC:V86:C:170,AIRWAY_PATH:V86:C,V86,C,170,PARBE,RP,SHR,,POINT:FIX:PARBE:K1,resolved_fix,INTERMEDIATE,2026-05-14,AWY_SEG_ALT,18602
AWY_OCC:V86:C:180,AIRWAY_PATH:V86:C,V86,C,180,SHR,VOR/DME,WETON,WETON,POINT:NAVAID:SHR:VOR/DME:US:WY:SHERIDAN,resolved_navaid,INTERMEDIATE,2026-05-14,AWY_SEG_ALT,18603
AWY_OCC:V86:C:190,AIRWAY_PATH:V86:C,V86,C,190,WETON,RP,IMUNE,KOCYE,POINT:FIX:WETON:K1,resolved_fix,INTERMEDIATE,2026-05-14,AWY_SEG_ALT,18604
AWY_OCC:V86:C:200,AIRWAY_PATH:V86:C,V86,C,200,IMUNE,RP,KOCYE,,POINT:FIX:IMUNE:K1,resolved_fix,INTERMEDIATE,2026-05-14,AWY_SEG_ALT,18605
AWY_OCC:V86:C:210,AIRWAY_PATH:V86:C,V86,C,210,KOCYE,RP,KARAS,KARAS,POINT:FIX:KOCYE:K1,resolved_fix,INTERMEDIATE,2026-05-14,AWY_SEG_ALT,18606
AWY_OCC:V86:C:220,AIRWAY_PATH:V86:C,V86,C,220,KARAS,RP,ROCNO,PACTO,POINT:FIX:KARAS:K1,resolved_fix,INTERMEDIATE,2026-05-14,AWY_SEG_ALT,18607
AWY_OCC:V86:C:230,AIRWAY_PATH:V86:C,V86,C,230,ROCNO,RP,PACTO,,POINT:FIX:ROCNO:K3,resolved_fix,INTERMEDIATE,2026-05-14,AWY_SEG_ALT,18608
AWY_OCC:V86:C:240,AIRWAY_PATH:V86:C,V86,C,240,PACTO,RP,RAP,RAP,POINT:FIX:PACTO:K3,resolved_fix,INTERMEDIATE,2026-05-14,AWY_SEG_ALT,18609
AWY_OCC:V86:C:250,AIRWAY_PATH:V86:C,V86,C,250,RAP,VORTAC,,,POINT:NAVAID:RAP:VORTAC:US:SD:RAPID_CITY,resolved_navaid,END,2026-05-14,AWY_SEG_ALT,18610
AWY_OCC:V87:C:10,AIRWAY_PATH:V87:C,V87,C,10,PXN,VORTAC,RANCK,SNS,POINT:NAVAID:PXN:VORTAC:US:CA:PANOCHE,resolved_navaid,START,2026-05-14,AWY_SEG_ALT,18611
AWY_OCC:V87:C:20,AIRWAY_PATH:V87:C,V87,C,20,RANCK,RP,RUDNY,,POINT:FIX:RANCK:K2,resolved_fix,INTERMEDIATE,2026-05-14,AWY_SEG_ALT,18612
AWY_OCC:V87:C:30,AIRWAY_PATH:V87:C,V87,C,30,RUDNY,RP,SNS,,POINT:FIX:RUDNY:K2,resolved_fix,INTERMEDIATE,2026-05-14,AWY_SEG_ALT,18613
AWY_OCC:V87:C:40,AIRWAY_PATH:V87:C,V87,C,40,SNS,VORTAC,MOVER,SANTY,POINT:NAVAID:SNS:VORTAC:US:CA:SALINAS,resolved_navaid,INTERMEDIATE,2026-05-14,AWY_SEG_ALT,18614
AWY_OCC:V87:C:50,AIRWAY_PATH:V87:C,V87,C,50,MOVER,RP,SANTY,,POINT:FIX:MOVER:K2,resolved_fix,INTERMEDIATE,2026-05-14,AWY_SEG_ALT,18615
AWY_OCC:V87:C:60,AIRWAY_PATH:V87:C,V87,C,60,SANTY,RP,SAPID,OSI,POINT:FIX:SANTY:K2,resolved_fix,INTERMEDIATE,2026-05-14,AWY_SEG_ALT,18616
AWY_OCC:V87:C:70,AIRWAY_PATH:V87:C,V87,C,70,SAPID,RP,OSI,,POINT:FIX:SAPID:K2,resolved_fix,INTERMEDIATE,2026-05-14,AWY_SEG_ALT,18617
AWY_OCC:V87:C:80,AIRWAY_PATH:V87:C,V87,C,80,OSI,VOR/DME,SFO,SFO,POINT:NAVAID:OSI:VOR/DME:US:CA:WOODSIDE,resolved_navaid,INTERMEDIATE,2026-05-14,AWY_SEG_ALT,18618
AWY_OCC:V87:C:90,AIRWAY_PATH:V87:C,V87,C,90,SFO,VOR/DME,REBAS,SGD,POINT:NAVAID:SFO:VOR/DME:US:CA:SAN_FRANCISCO,resolved_navaid,INTERMEDIATE,2026-05-14,AWY_SEG_ALT,18619
AWY_OCC:V87:C:100,AIRWAY_PATH:V87:C,V87,C,100,REBAS,RP,SGD,,POINT:FIX:REBAS:K2,resolved_fix,INTERMEDIATE,2026-05-14,AWY_SEG_ALT,18620
AWY_OCC:V87:C:110,AIRWAY_PATH:V87:C,V87,C,110,SGD,VORTAC,,,POINT:NAVAID:SGD:VORTAC:US:CA:NAPA,resolved_navaid,END,2026-05-14,AWY_SEG_ALT,18621
AWY_OCC:V88:C:10,AIRWAY_PATH:V88:C,V88,C,10,TUL,VORTAC,BICEP,VINTA,POINT:NAVAID:TUL:VORTAC:US:OK:TULSA,resolved_navaid,START,2026-05-14,AWY_SEG_ALT,18622
AWY_OCC:V88:C:20,AIRWAY_PATH:V88:C,V88,C,20,BICEP,RP,VINTA,,POINT:FIX:BICEP:K4,resolved_fix,INTERMEDIATE,2026-05-14,AWY_SEG_ALT,18623
AWY_OCC:V88:C:30,AIRWAY_PATH:V88:C,V88,C,30,VINTA,RP,NARCI,SGF,POINT:FIX:VINTA:K4,resolved_fix,INTERMEDIATE,2026-05-14,AWY_SEG_ALT,18624
AWY_OCC:V88:C:40,AIRWAY_PATH:V88:C,V88,C,40,NARCI,RP,NERNE,,POINT:FIX:NARCI:K4,resolved_fix,INTERMEDIATE,2026-05-14,AWY_SEG_ALT,18625
AWY_OCC:V88:C:50,AIRWAY_PATH:V88:C,V88,C,50,NERNE,RP,WACCO,,POINT:FIX:NERNE:K4,resolved_fix,INTERMEDIATE,2026-05-14,AWY_SEG_ALT,18626
AWY_OCC:V88:C:60,AIRWAY_PATH:V88:C,V88,C,60,WACCO,RP,QUALM,,POINT:FIX:WACCO:K3,resolved_fix,INTERMEDIATE,2026-05-14,AWY_SEG_ALT,18627
AWY_OCC:V88:C:70,AIRWAY_PATH:V88:C,V88,C,70,QUALM,RP,SGF,,POINT:FIX:QUALM:K3,resolved_fix,INTERMEDIATE,2026-05-14,AWY_SEG_ALT,18628
AWY_OCC:V88:C:80,AIRWAY_PATH:V88:C,V88,C,80,SGF,VORTAC,ROBCO,VIH,POINT:NAVAID:SGF:VORTAC:US:MO:SPRINGFIELD,resolved_navaid,INTERMEDIATE,2026-05-14,AWY_SEG_ALT,18629
AWY_OCC:V88:C:90,AIRWAY_PATH:V88:C,V88,C,90,ROBCO,RP,LANEZ,,POINT:FIX:ROBCO:K3,resolved_fix,INTERMEDIATE,2026-05-14,AWY_SEG_ALT,18630
AWY_OCC:V88:C:100,AIRWAY_PATH:V88:C,V88,C,100,LANEZ,RP,STEME,,POINT:FIX:LANEZ:K3,resolved_fix,INTERMEDIATE,2026-05-14,AWY_SEG_ALT,18631
